dataset,unit,eps,gamma,delta,fpr,tpr_empirical,tpr_dp_bound,n_shadows,n_pos,n_neg
cifar100,U1,4.0,1.0,1e-05,0.0003036771118035457,0.00023366760782786487,0.016590208511881907,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0003180625692794119,0.00023366760782786487,0.017375627877444663,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.00033312947879346737,0.00025313990848018696,0.018198253263628873,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0003489101213406774,0.00025313990848018696,0.019059847153040863,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.00036543830709572547,0.000272612209132509,0.019962255518670657,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0003827494478516311,0.00033102911108947523,0.02090741177890647,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0004008806328898465,0.00033102911108947523,0.021897340939901654,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.000419870708444391,0.0003505014117417973,0.02293416393416942,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.00043976036093027214,0.0003505014117417973,0.024020102164700657,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.00046059220411451035,0.0003505014117417973,0.02515748226434063,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.00048241087041653687,0.0003505014117417973,0.026348741080621782,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0005052631065335679,0.0004089183136987635,0.02759643089673228,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0005291978735958442,0.0004283906143510856,0.0289032248998068,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0005542664520663107,0.0004283906143510856,0.030271922908254978,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0005805225516094895,0.0004283906143510856,0.03170545737039863,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0006080224261649427,0.0005062798169603739,0.03320689964726991,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0006368249944718586,0.0005257521176126959,0.034779466593030786,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0006669919663030121,0.0005257521176126959,0.03642652744711374,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0006985879746785249,0.0005841690195696621,0.03815161105284847,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0007316807143427193,0.0006231136208743063,0.03995841341804194,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0007663410868007462,0.0006620582221789505,0.04185080563370996,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0008026433522257174,0.0006620582221789505,0.04383284216792555,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0008406652885618325,0.0006620582221789505,0.04590876955255543,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0008804883581643465,0.0006620582221789505,0.048083035481493834,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0009221978823334322,0.0007204751241359167,0.05036029833988863,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0009658832241158709,0.0007788920260928828,0.0527454371847754,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.001011637979766207,0.000798364326745205,0.05524356219850231,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.001059560179277616,0.000817836627397527,0.057860025637344485,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0011097524964120721,0.0009736150326161036,0.060600433298762676,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0011623224686798518,0.0010320319345730699,0.06347065653187714,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.001217382727739662,0.0010515042352253919,0.06647684481688845,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0012750512407130128,0.0010515042352253919,0.06962543894039577,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0013354515629298987,0.001070976535877714,0.07292318479484357,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0013987131026472386,0.0011293934378346802,0.07637714783165861,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0014649713983072847,0.0011293934378346802,0.07999472819904624,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0015343684089300133,0.0012462272417486126,0.08378367659687767,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0016070528182616384,0.0014020056469671892,0.08775211088263621,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0016831803533309566,0.0014798948495764774,0.0919085334640043,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.001762914118095948,0.00159672865349041,0.09626184951535072,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0018464249428955426,0.0016746178560996983,0.10082138605715062,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0019338917504552321,0.0016940901567520203,0.1055969119392147,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0020255019392306666,0.0017330347580566644,0.11059865877054054,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.00212145178491063,0.0017330347580566644,0.1158373428406322,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.002221946860939524,0.001869340862622919,0.12132418807925,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0023272024789604074,0.001966702365884529,0.12707095010378552,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.002437444150122222,0.002005646967189173,0.1330899414057828,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0025529080682395165,0.0021030084704507838,0.13939405773056554,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0026738416158399465,0.0022198422743647164,0.14599680570649423,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.002800503894183631,0.002434037581540259,0.1529123317830426,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0029331662783900424,0.002492454483497225,0.16015545253969887,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.003072112998861759,0.00262876058806348,0.167741686430627,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0032176417502507355,0.00272612209132509,0.1756872870330985,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.003370064329271928,0.0029208450978483107,0.18400927787093635,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.00352970730273065,0.0030571512024145653,0.1927254888875729,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0036969127071950283,0.003154512705676176,0.20185459464687158,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.003872038781812557,0.0033492357121993966,0.21141615434355504,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.004055460735840828,0.003505014117417973,0.22143065370896306,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0042475715525368985,0.0036023756206795834,0.23191954890192498,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.004448782831127585,0.0036802648232888715,0.24290531247878008,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.004659525668664682,0.003874987829812092,0.25441148154104104,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.004880251583654433,0.004128127738292279,0.26646270816385453,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.005111433483440166,0.004420212248077111,0.2790848122133033,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0053535666774107244,0.004751241359166585,0.2923048366657122,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.005607169938205458,0.0050822704702560605,0.3061511055474777,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.005872786613189483,0.00535488267938857,0.32065328461956044,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.006150985788580504,0.005588550287216435,0.3358424449366564,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.00644236350872137,0.005900107097653587,0.3517511294172229,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.006747544053110693,0.006192191607438419,0.3684134225669878,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0070671812739274914,0.006425859215266284,0.3858650235053206,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.007401959996915644,0.00667899912374647,0.4041433224509322,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.007752597488629464,0.0069126667315743354,0.4232874808307687,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.008119844993184008,0.00704897283614059,0.4433385151837355,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.008504489341802677,0.007321585045273099,0.4643393850390186,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.00890735463861044,0.007827864862233472,0.48633508495727606,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.009329304026284686,0.008119949372018305,0.5093727409319079,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.009771241535346501,0.008567812287021711,0.5335017113569389,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.010234114021054527,0.00901567520202512,0.5587736927778401,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.010718913192051276,0.009483010417680848,0.5852428306518646,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.011226677735108135,0.010145068639859799,0.6129658353551938,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.01175849554052157,0.010553986953558563,0.6420021036854541,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.012315506032928261,0.011021322169214292,0.6724138461199102,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.01289890261253308,0.01137182358095609,0.7042662201019972,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.013509935211980266,0.012131243306396651,0.7376274696417567,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.01414991297434576,0.013007496835751144,0.7725690715292639,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.014820207057988586,0.013513776652711518,0.8091658884743239,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.01552225357427048,0.014195307175542791,0.847496329500529,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.016257556664437952,0.01456528088793691,0.8876425179373272,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.017027691722258997,0.015344172914029792,0.9296904673700248,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.017834308769319095,0.015850452730990165,0.9737302659247038,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.01867913599020783,0.01655145555447376,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.01956398343517065,0.017564015188394507,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.020490746898158482,0.018732353227533832,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.021461411978584036,0.01964755135819297,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.02247805833548725,0.02058222178950443,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.02354286414322418,0.0214390030182066,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.024658110758226038,0.02245156265212735,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.025826187606826773,0.02360042839061435,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.027049597304631343,0.02463246032518742,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.02833096101839324,0.026170772076720864,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.029673024081888696,0.027475416220426443,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.03107866187782014,0.02934475708304936,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0325508859983506,0.030493622821536365,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.03409285069746811,0.03220718527894071,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.03570785964900463,0.0340570538409113,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.03739937302478798,0.03538117028526921,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.039171014908092605,0.03666634212832246,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.04102658105827194,0.03847726608898842,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.04297004704320839,0.04044396845487294,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.04500557675700498,0.04274169993184695,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.047137531341167244,0.044961542206211666,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.049370478528390035,0.04762924739557979,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.05170920242896761,0.04994645117320611,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.054158713780794704,0.05253626715996495,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.05672426068491978,0.05518450004868075,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.05941133984965034,0.05843637425761854,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.06222570836730231,0.061318274754162204,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.06517339604882427,0.06449225976049071,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.06826071834272386,0.0681919968844319,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.07149428986597577,0.07161912179924058,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.07488103857590023,0.0746373284003505,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.07842822061337681,0.07800603641320222,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.0821434358491943,0.08141368902735859,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.086034644166845,0.08569759517086945,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.09011018251665019,0.09002044591568494,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.09437878277775381,0.0936033492357122,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.09884959046625587,0.09825722909161717,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.10353218432956626,0.10295005354882679,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.1084365968689611,0.10811021322169215,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.11357333583431052,0.11293934378346801,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.11895340673703195,0.11874208937785999,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.12458833642950082,0.12384383214876837,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.1304901978014403,0.12927660403076624,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.13667163564620075,0.135488267938857,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.14314589375234785,0.14280985298413007,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.14992684327860456,0.14861259857852205,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.15702901247293774,0.1554473761074871,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.16446761779946645,0.1633726024729822,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.17225859653987874,0.17075260442021226,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.18041864093920718,0.17846363547853178,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.18896523396912096,0.1880829520007789,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.19791668678535573,0.1968260149936715,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.2072921779595372,0.2066205822217895,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.21711179456945054,0.2163372602472982,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.22739657523579276,0.22640443968454874,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.23816855519761582,0.23717262194528282,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.24945081352303167,0.24803816570927856,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.2612675225563329,0.2603251874208938,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.27364399970746717,0.27389738097556227,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.286606761694825,0.2862622918897868,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.3001835813575589,0.3007302112744621,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.31440354715915003,0.3139908480186934,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.3292971255097151,0.3275825138740142,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.34489622604057596,0.34236199006912665,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.36123426997094304,0.3581929704994645,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.3783462617131929,0.37599065329568687,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.3962688638701478,0.3943725051114789,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.41504047578504766,0.4134748320514069,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.43470131581250265,0.4338039139324311,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.4552935074866948,0.4534125206893194,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.47686116977144694,0.47607827864862234,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.499450511585514,0.49946451173206113,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.5231099308056264,0.5215071560704897,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.5478901179593945,0.5467043131145944,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.5738441648302393,0.5710641612306494,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.6010276782070382,0.5976633239217214,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.6294988990221888,0.6273196378152078,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.6593188271333549,0.6572680362184792,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.6905513520162331,0.6878006036413202,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.7232633896483533,0.7194430922013436,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.7575250258771913,0.7556420991140104,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.7934096665797492,0.7898744036607925,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.8309941949353395,0.8306883458280596,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.8703591361485166,0.8698081978385747,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.9115888299750827,0.9104468892999708,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,0.9547716114208056,0.9551163469963976,1.0,1024,51355,51145
cifar100,U1,4.0,1.0,1e-05,1.0,1.0,1.0,1024,51355,51145
cifar100,U1,inf,1.0,1e-05,0.0,0.5002535793703429,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0001,0.6382982873639449,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00010473708979594497,0.6382982873639449,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00010969857978923841,0.6382982873639449,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00011489510001873086,0.6382982873639449,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00012033778407775893,0.6437209846682012,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00012603829296797275,0.6437209846682012,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0001320088400831418,0.6437209846682012,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00013826221737646565,0.6513478718838996,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0001448118227674533,0.6513478718838996,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00015167168884709225,0.6513478718838996,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00015885651294280528,0.6576873561424726,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0001663816886076129,0.6576873561424726,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00017426333860096508,0.6576873561424726,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00018251834943190426,0.6599890765809698,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00019116440753857018,0.6599890765809698,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00020022003718155845,0.6669917684235166,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00020970464013232327,0.6669917684235166,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0002196385372416547,0.6675379393750244,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0002300430119772917,0.6675379393750244,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00024094035602395243,0.6712245932977022,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0002523539170434766,0.6712245932977022,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00026430814869741055,0.6739944602660632,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00027682866303920667,0.6744235945851051,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0002899422853882875,0.6744235945851051,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0003036771118035457,0.6826551710685445,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0003180625692794119,0.6971287012835017,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00033312947879346737,0.7048726251316663,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0003489101213406774,0.7048726251316663,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00036543830709572547,0.7081886630515352,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0003827494478516311,0.7111535910740062,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0004008806328898465,0.7154449342644248,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.000419870708444391,0.7168688799594273,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00043976036093027214,0.7169469043810712,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00046059220411451035,0.7174735692271681,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00048241087041653687,0.717922209651621,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0005052631065335679,0.7184488744977178,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0005291978735958442,0.7225061444232045,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0005542664520663107,0.7226231810556705,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0005805225516094895,0.7245542854913588,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0006080224261649427,0.7266024265595131,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0006368249944718586,0.7280458783599266,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0006669919663030121,0.7334685756641829,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0006985879746785249,0.7355557289431592,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0007316807143427193,0.7400811453985098,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0007663410868007462,0.7436117504778996,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0008026433522257174,0.7468692700815355,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0008406652885618325,0.7479811180899621,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0008804883581643465,0.7503218507392814,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0009221978823334322,0.7526430772831897,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0009658832241158709,0.7542230718214801,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.001011637979766207,0.7555884992002497,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.001059560179277616,0.7565638044707994,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0011097524964120721,0.7573440486872391,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0011623224686798518,0.7600163851285452,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.001217382727739662,0.763683532945812,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0012750512407130128,0.76678500370616,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0013354515629298987,0.7687551203526704,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0013987131026472386,0.7707837553154138,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0014649713983072847,0.7724807864861701,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0015343684089300133,0.7735731283891858,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0016070528182616384,0.7772402762064526,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0016831803533309566,0.7782155814770023,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.001762914118095948,0.7814731010806383,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0018464249428955426,0.7836187726758476,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0019338917504552321,0.7884562868177739,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0020255019392306666,0.7901728240939414,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00212145178491063,0.794503179495182,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.002221946860939524,0.7960636679280615,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0023272024789604074,0.79760465025553,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.002437444150122222,0.7988530410018335,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0025529080682395165,0.8012913041782078,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0026738416158399465,0.8039051223032809,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.002800503894183631,0.8071626419069169,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0029331662783900424,0.8081184410720555,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.003072112998861759,0.809698435610346,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0032176417502507355,0.812858424686927,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.003370064329271928,0.8146529863847384,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00352970730273065,0.8168571762961807,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0036969127071950283,0.8202707447431046,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.003872038781812557,0.821928763703039,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.004055460735840828,0.8247376428822222,1.0,1024,51266,51234
