dataset,method,family,view,ablation,elapsed,auc,auc_ci_lo,auc_ci_hi,tpr1,tpr1_ci_lo,tpr1_ci_hi,tpr01,tpr01_ci_lo,tpr01_ci_hi,n_seeds,n_shadows
cifar100,m1_glfc,F1,full,trajectory,6,0.602965945499655,0.5938356599779734,0.6126177496680286,0.05285891250488982,0.04526300316866993,0.06165783283835772,0.0193310731516495,0.014023349589387635,0.025622300864235403,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,0,0.560898565648009,0.55256488482556,0.5700404598204596,0.030235363150345546,0.024975430487241598,0.036079868717535324,0.008394184378667362,0.005388451434151706,0.012379898568876693,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,1,0.5723026594533552,0.5644371590882303,0.581149948057396,0.0350599817446864,0.0295155892662018,0.04171504814023617,0.009681835962967792,0.006485794027935597,0.014426434521293724,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,2,0.5820116635292426,0.5738648101856499,0.5904384118623097,0.03962381014473856,0.0339865850930683,0.04599106197849201,0.01295801277871952,0.008560178655904074,0.018513751018023855,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,3,0.5906641451272219,0.5810314771339827,0.6004172673535542,0.04591537358195332,0.039536675489284946,0.052762651968427575,0.015663711044464727,0.011143210302553531,0.0209369018195603,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,4,0.5973801068183912,0.5878524651851162,0.6073317568414119,0.05145716521058808,0.044037031423631696,0.059230496201423066,0.01866279827878472,0.01322981769344594,0.02429087234381646,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,5,0.6012252818397973,0.5911790361055076,0.6115681539289207,0.05445625244490807,0.04638641677251266,0.0632366782836403,0.020651323510236016,0.015169722195233161,0.02730298241037168,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,6,0.606307530057542,0.5969193051159642,0.6165484989283371,0.057634632937801536,0.04944057231526651,0.066513945167544,0.022998435258834268,0.0168146606229252,0.029962108140691678,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m2_target,F1,full,trajectory,0,0.5680496303472174,0.561515659868924,0.5755842890361784,0.030799720593252002,0.025495795791784622,0.037366350839896416,0.007748663883428906,0.004303740000831339,0.013149564251537934,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m2_target,F1,full,trajectory,1,0.5876858234475117,0.5808498645363811,0.5953418395349899,0.03507204470507968,0.02945404205538916,0.04110004795337244,0.008593381958771261,0.005078608403158775,0.01410299258832595,3,"n/a (per-seed, see a1_lira_pertask_*)"
