n_clients,client,class,task,round,increment,best_match_cosine,baseline_best_match_cosine,attribution_premium,l2_err_with_counts,l2_err_without_counts
2,0,18,2,2,223,0.8860480131881263,0.8354208304218385,0.05062718276628786,0.00021203292862007636,13618.906490287296
2,0,19,5,5,3,0.8616230047781791,0.7451006267337689,0.11652237804441024,6.260577267469256e-06,151.97489969720002
2,0,20,1,1,202,0.8505053867428051,0.8632998813533774,-0.01279449461057236,0.0003135454009674079,12587.723600016923
2,0,21,8,8,122,0.8923917849455799,0.8942272307279687,-0.0018354457823888115,0.00021362295280670429,7789.919216123377
2,0,22,4,4,264,0.7904599311410923,0.7629703240331547,0.027489607107937575,0.0003523723733855085,14021.845154900368
2,0,23,3,3,397,0.8774454097637013,0.8430418101931525,0.03440359957054884,0.0004844183970807642,19900.30624009937
2,0,24,5,5,367,0.9041597505078588,0.8768511362655426,0.02730861424231623,0.0008177405638004052,27360.35363472428
2,0,25,7,7,399,0.8323655461790472,0.6406880684524,0.19167747772664723,0.0005584854917179108,22322.49449231381
2,0,26,4,4,384,0.8357539787903931,0.8058214730260626,0.029932505764330597,0.00044559739195380095,22062.380694450247
2,0,27,8,8,25,0.8239198544977513,0.8004019511118157,0.023517903385935623,2.613647828040809e-05,1387.5499031623472
2,0,28,0,0,1,0.9999999537078582,0.5193804697804758,0.4806194839273824,0.0,0.0
2,0,29,2,2,399,0.8182607813668954,0.4573054679102123,0.3609553134566831,0.0005507670275206228,22014.693692895646
2,0,30,0,0,395,0.8926074541780458,0.8826529252319067,0.009954528946139019,0.0007394973328398556,26654.014915095515
2,0,31,1,1,141,0.8778939882411776,0.875277424829632,0.0026165634115455916,0.0002126681274796444,8530.927537280013
2,0,32,3,3,367,0.8424898578892985,0.8040925804862943,0.03839727740300425,0.0004895921784504818,20672.500723056888
2,0,33,1,1,96,0.8444938782627753,0.8329572591503447,0.011536619112430646,0.00012171288401095137,4682.6449312858485
2,0,34,9,9,193,0.8697735298135661,0.8613449787737418,0.008428551039824317,0.00024191240002625458,11874.727268817589
2,0,35,4,4,239,0.8221936734932848,0.8080123278096362,0.014181345683648594,0.0002764648343252471,13150.423680024775
2,0,36,9,9,309,0.8854419825560357,0.8833046226405223,0.002137359915513337,0.0005157116893152707,19862.1465828285
2,0,37,7,7,377,0.8377107590522358,0.8131570241885425,0.024553734863693277,0.0004231878587569945,19152.867799153064
2,0,38,8,8,239,0.874380662438271,0.8764882466917453,-0.0021075842534743483,0.00033484980971881085,15110.099946054044
2,0,39,7,7,226,0.8926067275546902,0.8999982759114783,-0.007391548356788125,0.00034549500205382626,13752.161637301586
2,0,40,5,5,376,0.7969421592620949,0.7266521245010812,0.0702900347610137,0.0005791700949409841,18968.34875913958
2,0,41,9,9,159,0.8832443428953722,0.8884307525134983,-0.005186409618126109,0.00028079828540392957,9583.355420916107
2,0,42,4,4,180,0.8384721887190313,0.8244580874930025,0.014014101226028752,0.0003857686338465311,10740.430004143876
2,0,43,3,3,389,0.894456065022903,0.8565041551709438,0.037951909851959176,0.0006739106963945886,25865.212667685762
2,0,44,0,0,391,0.82286094897503,0.7574210551168719,0.06543989385815818,0.00041377506351959455,21896.675335409906
2,0,45,5,5,299,0.8028439786512991,0.7889401488969863,0.013903829754312813,0.00031003626985005655,15463.73331209565
2,0,46,6,6,78,0.7713937825932802,0.774043077280876,-0.0026492946875957823,0.00013020611288244748,4380.7069121818095
2,0,47,8,8,83,0.8257133627366194,0.8256596888912008,5.367384541865583e-05,0.00013090925712802708,4460.449492414067
2,0,48,1,1,25,0.8139795155617562,0.7957648640588726,0.018214651502883594,3.686972361938195e-05,1383.1745665627907
2,0,49,5,5,94,0.8905621949553155,0.8897801084934326,0.000782086461882936,0.00014409881585672005,5688.102610605721
2,0,50,1,1,46,0.837880022769506,0.8033219920346163,0.03455803073488972,8.977830378779595e-05,2848.2515437331094
2,0,51,2,2,399,0.8830017899351563,0.6236291625079089,0.2593726274272474,0.0005617191863410899,25686.43023840292
2,0,52,0,0,203,0.8985463755079943,0.8979200692687876,0.0006263062392066754,0.00028926643074409116,12215.111961133403
2,0,53,3,3,228,0.8849160974991661,0.8791078665139195,0.005808230985246632,0.0003108070210747545,15179.649421010685
2,0,54,3,3,321,0.8634019271354877,0.8613853010563922,0.0020166260790954738,0.0005288277388235758,20120.810546924626
2,0,55,8,8,38,0.810365148450508,0.7901010927551229,0.02026405569538514,5.781506285474053e-05,2093.1502284540043
2,0,56,3,3,308,0.8489910669843249,0.8141796094814596,0.034811457502865295,0.00045514191057001826,16425.61451743227
2,0,57,6,6,107,0.8542703156831154,0.8464374079982316,0.007832907684883761,0.00016587334939725974,6546.648560396654
2,0,58,8,8,37,0.8020964311793893,0.7900536111051304,0.012042820074258942,5.120686973464471e-05,1982.1961799517692
2,0,59,8,8,173,0.844773622060515,0.8552734883553332,-0.01049986629481825,0.00022977603394639545,8797.61523270342
2,0,60,6,6,336,0.8427105328471839,0.8431879958536824,-0.00047746300649853524,0.00042941702047874167,18013.628107047472
2,0,61,7,7,313,0.8213931550670073,0.7813290875272036,0.04006406753980363,0.0003749435321539971,17374.284892991454
2,0,62,7,7,83,0.8429881673938595,0.8533803295915658,-0.010392162197706334,0.00012421697288072424,4977.880003607256
2,0,63,1,1,319,0.839672606737089,0.8285470281053584,0.011125578631730582,0.0005489893390980648,19526.924871098305
2,0,64,0,0,138,0.9063563068395124,0.9057399019500205,0.0006164048894918839,0.0003079541891808511,8642.361969018266
2,0,65,5,5,146,0.8083733399950335,0.7982137189487147,0.010159621046318734,0.00021065265295651563,8018.10273232267
2,0,66,3,3,158,0.9086762663557186,0.8890871761342057,0.019589090221512895,0.0002254812268649319,9828.99588002346
2,0,67,6,6,131,0.8613473643105456,0.8166222848324367,0.04472507947810889,0.00017078412444652776,8005.639025216258
2,0,68,3,3,246,0.8747699305339789,0.86852932030844,0.006240610225538901,0.0003464422361233496,14451.763990563059
2,0,69,4,4,361,0.875694635484607,0.8278745010225175,0.04782013446208955,0.00044818582807690683,20848.63817397724
2,0,70,9,9,177,0.8550101442977708,0.8458918032428043,0.00911834105496645,0.0002952945148668824,10169.104025354636
2,0,71,3,3,59,0.8300250383100144,0.8593006305082384,-0.029275592198223954,7.993531903693459e-05,3209.0149758988664
2,0,72,2,2,254,0.8546623594219603,0.8367597415133265,0.01790261790863379,0.00034493246183381717,15255.575091359411
2,0,73,1,1,396,0.8769026790585644,0.7061460580112391,0.17075662104732536,0.000670628532229088,25528.027495080183
2,0,74,6,6,261,0.8797458397852819,0.8534857829052429,0.026260056880038962,0.0005320122972501528,16746.83535010374
2,0,75,4,4,337,0.900360838481427,0.9212295247855333,-0.02086868630410632,0.0005121896367737824,22427.504197053466
2,0,76,7,7,177,0.8766280910391778,0.8370314106017611,0.03959668043741671,0.000293200858866291,9995.86345996256
2,0,77,8,8,2,0.8267185625938573,0.5702161604566587,0.25650240213719866,0.0,68.15032441550373
2,0,78,2,2,19,0.8173137406106564,0.7941974013603273,0.023116339250329077,3.180518331768908e-05,1119.1080305315108
2,0,79,5,5,116,0.8478204806134361,0.85447723824726,-0.006656757633823895,0.00018822857837514848,6656.050564533256
2,0,80,0,0,292,0.8787964022026152,0.8544688773028064,0.024327524899808828,0.0003725435779733222,16929.709508314074
2,0,81,6,6,67,0.82327536566606,0.8187437910514151,0.004531574614644818,9.385015507084485e-05,3585.2951672898107
2,0,82,0,0,7,0.8807398409589346,0.8374746881888554,0.04326515277007925,1.1065181755021537e-05,402.4671215928593
2,0,83,4,4,14,0.8168404742482346,0.832256096109327,-0.015415621861092466,1.751598801716442e-05,813.4662749728138
2,0,84,0,0,29,0.7715255439331258,0.743424718862594,0.0281008250705318,3.886572812781521e-05,1448.449159735438
2,0,86,6,6,359,0.8809627271491387,0.8518840067891109,0.029078720360027788,0.0006223825279109541,23319.14839435807
2,0,87,1,1,197,0.8263895901633493,0.8292572200378688,-0.002867629874519495,0.0002543783244107776,11533.502115814063
2,0,89,9,9,12,0.8151777410529583,0.7872348600915757,0.027942880961382532,1.6843376921903602e-05,633.3177341727517
2,0,90,2,2,307,0.8206547205851229,0.8132428840682954,0.00741183651682753,0.00037722295743354176,16100.889406487117
2,0,91,8,8,271,0.8447192214514003,0.8433106883344941,0.001408533116906252,0.00042142960391184975,17039.557602029967
2,0,92,1,1,355,0.842545149657644,0.8139055912045716,0.028639558453072422,0.00046299454556381395,20889.090808674016
2,0,93,2,2,6,0.8178054281154633,0.7445438999463762,0.07326152816908715,7.769677679377673e-06,328.3002805526796
2,0,94,9,9,254,0.8593224670305251,0.8180247142223119,0.04129775280821313,0.0003387844529783913,14567.129755796506
2,0,95,2,2,159,0.8729651687460654,0.8769038460277829,-0.003938677281717484,0.0002548610522424931,10323.500316745396
2,0,97,2,2,392,0.903238097914907,0.8399004065045738,0.06333769141033319,0.0005922158825662237,26291.917468938773
2,0,98,5,5,208,0.8099306956537927,0.8314043935145025,-0.02147369786070974,0.0003133601058381667,11804.728534092364
2,0,99,9,9,80,0.837239420168766,0.8354896029271442,0.0017498172416217095,0.00011723500035441883,4532.28637546614
2,1,0,5,5,117,0.8817750182464753,0.8889253814306344,-0.00715036318415907,0.00020340320732376905,7827.820690274698
2,1,1,9,9,397,0.8493848796187221,0.7822968871430043,0.06708799247571784,0.000630233073253708,25144.77095864076
2,1,2,6,6,386,0.8420044257600462,0.8168098518880182,0.025194573872027948,0.0006090892977283059,21370.416224750094
2,1,3,4,4,171,0.8199631094450159,0.8173181684346085,0.0026449410104074644,0.0001886996756649812,10326.607514503341
2,1,4,8,8,26,0.8253060742256974,0.7806992872982272,0.04460678692747011,3.67598422634217e-05,1503.4080865021929
2,1,5,9,9,13,0.8361937519613168,0.8248896039021288,0.011304148059188002,2.000215919610086e-05,709.4094063192675
2,1,6,7,7,348,0.8643938646468737,0.8568436183132081,0.007550246333665633,0.0007832407133597013,23748.211039622787
2,1,7,6,6,243,0.8314828422609436,0.8303924136889509,0.0010904285719927076,0.00039463337881175933,15682.268291847025
2,1,8,4,4,337,0.847703865822225,0.8230983073528784,0.024605558469346644,0.0004047560269023738,17317.244020482016
2,1,9,7,7,262,0.8331090970363444,0.8441223945537806,-0.011013297517436182,0.0003416385602560664,16193.903002199118
2,1,10,1,1,183,0.7831969946354854,0.8252151949491703,-0.04201820031368486,0.00023819938587167077,9533.43152865858
2,1,11,0,0,101,0.804821631790345,0.7515693558912636,0.053252275899081436,0.00012797582593137723,5447.05517601862
2,1,12,0,0,370,0.8451758771156943,0.7783824055905663,0.06679347152512805,0.0004940375267611496,19435.450315611
2,1,13,2,2,212,0.8148892087005242,0.8178720948340281,-0.002982886133503948,0.0003091341447839731,11504.092948422758
2,1,14,3,3,30,0.8203490188859712,0.8297122513288359,-0.009363232442864633,4.486217113535034e-05,1878.93077444036
2,1,15,4,4,94,0.8418960837364637,0.8631149504782997,-0.02121886674183593,0.00015446201537249504,5632.81405966729
2,1,16,6,6,189,0.7921378276559238,0.7848044802434515,0.007333347412472269,0.00019644460978130698,10526.242345240125
2,1,17,7,7,53,0.8092811576699417,0.8441957610149938,-0.03491460334505214,7.342655932178447e-05,2940.073291323317
2,1,18,2,2,177,0.8267423323881941,0.8759845802684422,-0.04924224788024811,0.00029858583121616483,10295.737626699623
2,1,19,5,5,397,0.847516592970723,0.7596043548010798,0.08791223816964322,0.0006690511132689443,24745.472989251382
2,1,20,1,1,198,0.8646960963743215,0.8590327023362966,0.00566339403802496,0.0002829900727039144,12304.756264320475
2,1,21,8,8,278,0.896169632406056,0.8907594071852478,0.00541022522080814,0.0004927399818131872,17917.970544096162
2,1,22,4,4,136,0.7640375706243369,0.7733646722788587,-0.009327101654521885,0.0001654877605713349,7192.483966361507
2,1,23,3,3,3,0.8443324747883564,0.7836455417485184,0.060686933039837965,4.441139499390245e-06,131.76680006179748
2,1,24,5,5,33,0.875741402638915,0.8876230462491356,-0.011881643610220594,4.663615293128204e-05,2374.924274869136
2,1,25,7,7,1,0.9999999509108138,0.34202928259398796,0.6579706683168258,0.0,0.0
2,1,26,4,4,16,0.8039460094764258,0.8148902374203445,-0.010944227943918694,0.0,1002.0598081227189
2,1,27,8,8,375,0.8444926906744035,0.8165843845516982,0.02790830612270523,0.0006512945789084781,22769.406103880432
2,1,28,0,0,399,0.8363285979669226,0.7031981919233169,0.1331304060436057,0.00050929613768231,23493.38870514685
2,1,29,2,2,1,0.9999999671760136,0.2682557203730351,0.7317442468029784,0.0,0.0
2,1,30,0,0,5,0.9252947901797006,0.7974154382656409,0.12787935191405975,1.1987464749933405e-05,329.60248572058015
2,1,31,1,1,259,0.8850228562746932,0.8884670118781733,-0.0034441556034801035,0.0004974771272919786,15702.9612945385
2,1,32,3,3,33,0.8118912201456037,0.802379928884979,0.009511291260624666,4.8735055282420474e-05,1779.0703554527204
2,1,33,1,1,304,0.8371296247399639,0.8139254592797758,0.02320416546018811,0.00043968041711448175,14613.739141356116
2,1,34,9,9,207,0.8690844394919339,0.8729996269540864,-0.00391518746215247,0.00037609218542582033,13099.893479741997
2,1,35,4,4,161,0.8101036433633597,0.8065953707556184,0.003508272607741336,0.00033118468959943495,8906.781888161608
2,1,36,9,9,91,0.8736417274574914,0.8572048534933682,0.01643687396412319,0.00015507525549457094,5667.190541465571
2,1,37,7,7,23,0.8138411897211865,0.8134805592937085,0.00036063042747791485,2.790579391261786e-05,1112.9866275941513
2,1,38,8,8,161,0.8852218763637406,0.8794765853200773,0.005745291043663281,0.00027415531957256486,10185.06903072792
2,1,39,7,7,174,0.8952134787947635,0.8802182809871678,0.014995197807595728,0.00027076472435607013,10463.507867612196
2,1,40,5,5,24,0.7401561010148662,0.6904485284043049,0.049707572610561246,3.377164873632207e-05,1177.3416049804648
2,1,41,9,9,241,0.8808146321769695,0.8753667839081417,0.005447848268827826,0.0003465851437884084,14406.547592937512
2,1,42,4,4,220,0.8252834057005629,0.8231353846333332,0.0021480210672296662,0.00034548238436032686,12935.716390052818
2,1,43,3,3,11,0.8169668528240961,0.7624115201714706,0.054555332652625466,1.7059832941757797e-05,625.5786191968211
2,1,44,0,0,9,0.8097629433439313,0.6994768500489125,0.11028609329501882,1.2204227922776566e-05,477.66644424266184
2,1,45,5,5,101,0.7854099228516476,0.7712445753509753,0.01416534750067222,0.0001245359788864698,5100.528136662749
2,1,46,6,6,322,0.801750416912999,0.7783042784037291,0.02344613850926991,0.0005219135091627409,17653.8228900104
2,1,47,8,8,317,0.8683226245876324,0.831540453865298,0.03678217072233447,0.0004904441667282232,17170.664684304134
2,1,48,1,1,375,0.8462376948269698,0.7928543529154689,0.05338334191150085,0.0005155336890299295,21774.600507533567
2,1,49,5,5,306,0.8979570100554215,0.8863722564693691,0.011584753586052376,0.0005099000868680622,18262.582650126395
2,1,50,1,1,354,0.8423144561614808,0.8320079161885587,0.01030653997292208,0.0007456453030110541,22177.676421607302
2,1,51,2,2,1,0.9999999912548949,0.3541533510385118,0.6458466402163832,0.0,0.0
2,1,52,0,0,197,0.8898617704260232,0.8927021485485861,-0.002840378122562881,0.000325983953763614,11414.486139433599
2,1,53,3,3,172,0.8831737054431378,0.8720985312221063,0.011075174221031436,0.0002886635523544332,11378.60993771155
2,1,54,3,3,79,0.8627961323019291,0.8604945846618371,0.002301547640091939,0.00011375413459681988,4901.202954939402
2,1,55,8,8,362,0.8563873587902165,0.7872033231725761,0.06918403561764042,0.00045731150998379636,20287.61704272409
2,1,56,3,3,92,0.8044018821258784,0.8547137959499371,-0.05031191382405875,0.00012926911864839986,4829.051494303502
2,1,57,6,6,293,0.8563497936588833,0.861247418925131,-0.004897625266247707,0.0004297655064348219,17511.937041896792
2,1,58,8,8,363,0.795573743141643,0.7988876286148415,-0.0033138854731985523,0.00045753661775867405,19757.45777579983
2,1,59,8,8,227,0.8440283773940724,0.8341348444271718,0.009893532966900653,0.00031495717056377273,11459.362491281236
2,1,60,6,6,64,0.8577618240377634,0.8589220417800473,-0.00116021774228392,0.0,3543.453493155725
2,1,61,7,7,87,0.7872992429876345,0.8000835019054048,-0.012784258917770241,0.00010911866753207877,4751.468217340116
2,1,62,7,7,317,0.8728967433242449,0.8571326953339562,0.015764047990288743,0.0003949424699030695,19833.86979097048
2,1,63,1,1,81,0.8600208701092348,0.8299015849625093,0.03011928514672546,0.00011287488433358107,5262.020810772999
2,1,64,0,0,262,0.9039230907869144,0.898069698750264,0.005853392036650362,0.0003229444911084462,16355.532528004378
2,1,65,5,5,254,0.7973546884252889,0.7970369448690062,0.00031774355628266804,0.00028597361695190137,13804.016564003894
2,1,66,3,3,242,0.8933019259867659,0.9108397635955332,-0.01753783760876726,0.00036501606899477085,15064.468434437333
2,1,67,6,6,269,0.8475399450721589,0.8536843867505988,-0.00614444167843986,0.0003587633588680196,15820.551338250227
2,1,68,3,3,154,0.8757261778541727,0.8713667805490433,0.004359397305129464,0.0002131370762781599,8747.627928590307
2,1,69,4,4,39,0.8410617295885328,0.8506935209038152,-0.009631791315282467,5.52244505535381e-05,2252.886697634177
2,1,70,9,9,223,0.8582123254123607,0.8531809697909175,0.00503135562144319,0.00030783774228675993,12680.507724851252
2,1,71,3,3,341,0.8660295877958344,0.842527522381973,0.02350206541386135,0.000406286775345852,18925.05678280219
2,1,72,2,2,146,0.8303527790733776,0.8411882448518766,-0.010835465778499032,0.00018668214036544423,8591.862623126355
2,1,73,1,1,4,0.7982000005433525,0.7154009293454497,0.08279907119790275,0.0,206.9945939820498
2,1,74,6,6,139,0.8656617267071489,0.8663006612641142,-0.0006389345569652871,0.00022875694717356288,9066.792464961269
2,1,75,4,4,63,0.9232996424808038,0.8942902737760245,0.029009368704779215,0.00014827989272787033,4226.106820490285
2,1,76,7,7,223,0.8345010249456575,0.8596521706099143,-0.025151145664256802,0.00035014108128604945,12364.411264760744
2,1,77,8,8,398,0.8764619248350398,0.7334462270680513,0.14301569776698853,0.000655657348079791,24357.24457383563
2,1,78,2,2,381,0.8339132833958811,0.7939944092443387,0.03991887415154238,0.000501779345694349,23234.72462313613
2,1,79,5,5,284,0.8571407775963151,0.8446106281155009,0.012530149480814212,0.0005466545799898012,16020.710353995337
2,1,80,0,0,108,0.8598075572559454,0.880939642493537,-0.02113208523759158,0.00013141741025330425,6480.913233911881
2,1,81,6,6,333,0.8468277803926774,0.8249531378419801,0.021874642550697265,0.0004048222475863654,17839.903975487177
2,1,82,0,0,393,0.8986096714484514,0.8252056859258268,0.07340398552262462,0.000615751998831437,24933.95130775549
2,1,83,4,4,386,0.8945419627209165,0.808393190592819,0.08614877212809746,0.0005322751210325866,24401.597122866773
2,1,84,0,0,371,0.8166072748112084,0.7799731027289372,0.036634172082271266,0.00043786283961480093,18693.728491122827
2,1,85,5,5,400,0.852310184602566,nan,nan,0.0005826544227985119,22572.779234367135
2,1,86,6,6,41,0.8508046697332808,0.8417987306821832,0.009005939051097589,5.696729983830247e-05,2544.571008206305
2,1,87,1,1,203,0.8362814528551303,0.8264905360118351,0.00979091684329525,0.00035418193376907434,11585.630343775452
2,1,88,9,9,400,0.8866448234183415,nan,nan,0.0008069740839126601,24606.434625274487
2,1,89,9,9,388,0.8250029227421188,0.7908236897232076,0.03417923301891124,0.00048456789817906095,20710.619765611114
2,1,90,2,2,93,0.8041264183844642,0.8140911589169243,-0.009964740532460103,0.00012589379987339264,4822.046902041108
2,1,91,8,8,129,0.8473728877122946,0.8378159640779554,0.009556923634339132,0.00023079423259650698,8136.327295055878
2,1,92,1,1,45,0.810891431781076,0.8100663804990961,0.0008250512819799605,6.1033082426516076e-05,2593.2034799626435
2,1,93,2,2,394,0.8696614879166872,0.7573695676893545,0.1122919202273327,0.0005410237133027021,24069.525809321138
2,1,94,9,9,146,0.8184384059243944,0.8415414069627147,-0.023103001038320303,0.00021111095946780816,8469.300624665579
2,1,95,2,2,241,0.8708580354434766,0.8603709568621677,0.010487078581308928,0.00037980212690737273,15802.48726030526
2,1,96,7,7,400,0.8974267902494839,nan,nan,0.0005280146975256647,20480.83043127645
2,1,97,2,2,8,0.8399446370158667,0.808337611765197,0.03160702525066972,0.0,503.7673444965689
2,1,98,5,5,192,0.8427423387993588,0.8054927291697557,0.03724960962960311,0.00021005697337545237,11471.423184491341
2,1,99,9,9,320,0.8398779960518686,0.8299435433449154,0.009934452706953256,0.00041871609002070754,17802.574605837937
5,0,0,5,5,134,0.8712124420853535,0.8628246313647288,0.008387810720624778,0.00021206301700622774,9106.460514063427
5,0,1,9,9,1,0.9999999821964897,0.45716092698436483,0.5428390552121248,0.0,0.0
5,0,2,6,6,14,0.8397456427076904,0.7581355011108364,0.08161014159685398,2.4549684128488887e-05,754.5915475632329
5,0,3,4,4,109,0.8254625516413919,0.8217246701124541,0.0037378815289378364,0.0001463686453974985,6696.1758285052865
5,0,4,8,8,67,0.823139595365207,0.8345175933504528,-0.011377997985245858,0.00010561596665408941,3945.6793604233867
5,0,5,9,9,105,0.8375292178180197,0.8354763364583402,0.002052881359679515,0.00014988949188410466,6044.082006738814
5,0,6,7,7,36,0.84624163296805,0.8430696862031786,0.003171946764871425,4.6661827910328055e-05,2430.543053092382
5,0,8,4,4,10,0.7691305576713321,0.804705056615186,-0.035574498943853894,1.4174514261559772e-05,507.9233609779004
5,0,9,7,7,12,0.8240905729469493,0.763003475774091,0.06108709717285832,1.7294260902072744e-05,704.7506129470587
5,0,10,1,1,66,0.7847833283296326,0.8060453574720721,-0.021262029142439465,9.72099064429021e-05,3396.750127368055
5,0,11,0,0,143,0.7611147671686249,0.7356242762767631,0.02549049089186184,0.00017700052784438107,7368.538800932144
5,0,12,0,0,10,0.788598821320331,0.7319969405815983,0.056601880738732735,1.3513256026100227e-05,517.0531588641982
5,0,13,2,2,84,0.830257385470814,0.8314959604379544,-0.0012385749671404156,0.00012179896128002814,4538.957913833236
5,0,14,3,3,96,0.8427133521046106,0.8322530624460269,0.010460289658583699,0.00016269218259675722,5650.554876059499
5,0,15,4,4,165,0.8801639698658872,0.8702205792725425,0.009943390593344703,0.0002863621684223695,10378.345334263608
5,0,16,6,6,9,0.797787879088763,0.7044138803914679,0.09337399869729512,1.1150567271352039e-05,497.6948849240316
5,0,17,7,7,22,0.8519959752055376,0.7871497512541643,0.0648462239513733,2.8903146166755326e-05,1239.973109126299
5,0,19,5,5,203,0.8438616858357118,0.8429221558964618,0.0009395299392499501,0.0003444751187726072,12523.622422777931
5,0,20,1,1,123,0.8660123106856887,0.8341892002412803,0.03182311044440844,0.00019355085701363968,7606.155717597473
5,0,22,4,4,83,0.7619841007919917,0.7715788174325454,-0.009594716640553669,0.00012180302367591346,4487.221435362966
5,0,23,3,3,24,0.8349359446289139,0.8588243489977112,-0.023888404368797356,2.5809992050330545e-05,1211.634340333217
5,0,24,5,5,212,0.8962752999932249,0.9004468890126193,-0.004171589019394406,0.00035864449498892157,15481.739965995203
5,0,25,7,7,219,0.8316725711189215,0.8268069267356717,0.0048656443832497676,0.00037203323912855525,12223.962711035769
5,0,26,4,4,43,0.8187759074365459,0.8338414107583064,-0.015065503321760487,5.960134217766543e-05,2462.5769138694764
5,0,28,0,0,56,0.7953506468938554,0.7840734747135248,0.01127717218033053,6.213759262645612e-05,3136.555441802048
5,0,29,2,2,12,0.7721766622789835,0.7090701339341917,0.0631065283447918,1.501394641189511e-05,675.0580459916835
5,0,31,1,1,14,0.8867580560781202,0.8573058955430605,0.029452160535059724,1.91668410645534e-05,857.4889209394104
5,0,32,3,3,307,0.8391981692479814,0.8238690554722552,0.01532911377572621,0.000414807567216902,17067.564524007776
5,0,33,1,1,14,0.7706981260172455,0.7585276714472112,0.012170454570034295,2.102554634957994e-05,656.0279954073493
5,0,34,9,9,3,0.862498130294667,0.7463658510677714,0.11613227922689562,4.398385689023078e-06,146.86914101163094
5,0,35,4,4,17,0.7551564816699311,0.7659400525782109,-0.01078357090827975,3.840234712066565e-05,936.4349557321073
5,0,36,9,9,111,0.8762653169727631,0.8773780903403758,-0.0011127733676127294,0.00016670459393570508,6982.149972662908
5,0,37,7,7,31,0.7811390991205439,0.7590845669651137,0.022054532155430184,4.41484801739066e-05,1561.6774098395053
5,0,38,8,8,309,0.8802964764199964,0.8777566572951038,0.0025398191248926505,0.00040102506155447615,19509.318146284768
5,0,39,7,7,16,0.9080780662546425,0.8602914066191985,0.04778665963544404,0.0,962.0581313440978
5,0,40,5,5,56,0.7241614918815265,0.7465234866755098,-0.022361994793983375,6.772899759217122e-05,2674.411402653777
5,0,41,9,9,12,0.8387440395332452,0.826613733665084,0.012130305868161217,1.644430370433685e-05,685.6955111991701
5,0,42,4,4,10,0.8368465037783477,0.7610107744287383,0.07583572934960936,2.091427859021362e-05,580.0695049938595
5,0,43,3,3,84,0.8921452123944025,0.8949245893327431,-0.0027793769383406275,0.00014383582029350948,5546.557422815259
5,0,44,0,0,11,0.7884637336763001,0.7442381543295159,0.04422557934678417,1.6198479635517345e-05,596.4519746159835
5,0,45,5,5,199,0.8120329098592955,0.7962687139318478,0.01576419592744771,0.00023776257509445302,10236.166325737338
5,0,46,6,6,65,0.7833664177771833,0.7769556241949626,0.006410793582220742,8.243751998457441e-05,3779.343960466367
5,0,47,8,8,226,0.8632223386346566,0.859551068219376,0.003671270415280592,0.00031802043350388017,12155.860572826698
5,0,48,1,1,172,0.8358757822544083,0.8404673821629438,-0.004591599908535526,0.0002330778826944569,9879.071997076442
5,0,49,5,5,17,0.8636378677136349,0.8195337997201558,0.0441040679934791,2.564577553960765e-05,951.6911617010146
5,0,50,1,1,5,0.8400364474839341,0.7025711212045667,0.13746532627936747,7.84393584302361e-06,298.7443622178413
