ablation,elapsed,auc,tpr_at_1pct_fpr,tpr_at_1pct_fpr_ci_lo,tpr_at_1pct_fpr_ci_hi,tpr_at_0.1pct_fpr,tpr_at_0.1pct_fpr_ci_lo,tpr_at_0.1pct_fpr_ci_hi,n_pos,n_neg
trajectory,0,0.5710249306751884,0.028411755510395497,0.027696257487897575,0.02914064894698893,0.006018446146631233,0.0056879587947879255,0.006363036793201301,204704,204796
trajectory,1,0.5832483476901148,0.036784430422363894,0.035929304693564576,0.03765417746848894,0.01085504523388034,0.010386778353851482,0.011338804250618948,184154,184396
trajectory,2,0.5836079727920597,0.04015235676876686,0.03920681574065158,0.04111421497884854,0.014478776262620096,0.013905891835766446,0.015068935682832072,163826,163774
trajectory,3,0.5840705675445101,0.04205121765760487,0.04101801174599349,0.04310299817228613,0.016986515427383518,0.016323877347603242,0.01766879259104266,143349,143301
trajectory,4,0.5780049388794525,0.038027733472217704,0.03696519822678129,0.03911213993795316,0.014534032095309398,0.013872302000401125,0.015218814368828635,122884,122816
trajectory,5,0.5781291653942509,0.03820007423179856,0.037034172700259826,0.03939222907402267,0.015793791877478463,0.015038948715403008,0.016576242882382825,102382,102368
trajectory,6,0.5767257367372979,0.03765930668752062,0.03636533475983738,0.03898618296911694,0.016226982245628612,0.01537241952549875,0.017116081718746963,81839,81961
trajectory,7,0.5714761113122772,0.033349657198824684,0.031941831570046555,0.03480191164300223,0.01158994449885733,0.010757424197422006,0.01246920144535611,61260,61590
trajectory,8,0.561917731928516,0.02870954285574068,0.0271096497056713,0.03037704587417444,0.009152700414693397,0.00825095317761866,0.010125384300871025,40753,41147
trajectory,9,0.5504461557555524,0.027831236121391562,0.02560979888126781,0.030189474787837414,0.010954848260547743,0.009567542003301111,0.012484997812033332,20265,20685
last_round,0,0.5710249306751884,0.028411755510395497,0.027696257487897575,0.02914064894698893,0.006018446146631233,0.0056879587947879255,0.006363036793201301,204704,204796
last_round,1,0.5658271114402671,0.031213006505424808,0.030423459911548455,0.03201735535224206,0.010192556230111754,0.009738815866532472,0.01066181339763583,184154,184396
last_round,2,0.5629306988458316,0.03330973105612052,0.03244601326507219,0.034190015414069214,0.013947725025331755,0.013385404363418152,0.014527341797317874,163826,163774
last_round,3,0.563586492265952,0.036477408283280666,0.03551280908944969,0.03746081401947631,0.016707476159582558,0.016050266775761966,0.017384337070214716,143349,143301
last_round,4,0.5592325435652156,0.03257543699749357,0.03158985670376088,0.03358315520891846,0.013785358549526382,0.013140861297834764,0.014452948377222429,122884,122816
last_round,5,0.5592990711296004,0.03305268504229259,0.03196597736028227,0.03416594913373579,0.014270086538649371,0.013552499450704997,0.01501538019573425,102382,102368
last_round,6,0.5597158750587424,0.03426239323549897,0.033026561941908734,0.03553138012142252,0.015322767873507741,0.014492315371811837,0.01618783079287262,81839,81961
last_round,7,0.5565831517671042,0.02871367939928175,0.02740543505682954,0.030066819258977598,0.01030035912504081,0.009515926725395713,0.011131686683600902,61260,61590
last_round,8,0.5475065975413264,0.024513532746055507,0.02303386614729947,0.02606146485264766,0.008539248644271587,0.007668796926877456,0.009480767975793423,40753,41147
last_round,9,0.5416229066870254,0.027041697508018752,0.024851824204950395,0.02936862814326341,0.00927707870713052,0.008003235157094675,0.010694524203983686,20265,20685
