dataset,method,seed,task_k,task_T,elapsed,acc
imagenet_r,m3_fot,1,4,4,0,0.7654516640253566
imagenet_r,m3_fot,1,4,5,1,0.44849445324881143
imagenet_r,m3_fot,1,4,6,2,0.46275752773375595
imagenet_r,m3_fot,1,4,7,3,0.5071315372424723
imagenet_r,m3_fot,1,4,8,4,0.49498151082937136
imagenet_r,m3_fot,1,4,9,5,0.4606444796619123
imagenet_r,m3_fot,1,5,5,0,0.7614998067259374
imagenet_r,m3_fot,1,5,6,1,0.516041747197526
imagenet_r,m3_fot,1,5,7,2,0.5535369153459606
imagenet_r,m3_fot,1,5,8,3,0.5469655972168534
imagenet_r,m3_fot,1,5,9,4,0.480092771550058
imagenet_r,m3_fot,1,6,6,0,0.7873227689741451
imagenet_r,m3_fot,1,6,7,1,0.5300250208507089
imagenet_r,m3_fot,1,6,8,2,0.5191826522101751
imagenet_r,m3_fot,1,6,9,3,0.4683069224353628
imagenet_r,m3_fot,1,7,7,0,0.7953355544978582
imagenet_r,m3_fot,1,7,8,1,0.5763921941932413
imagenet_r,m3_fot,1,7,9,2,0.5459305092812946
imagenet_r,m3_fot,1,8,8,0,0.7808922226608764
imagenet_r,m3_fot,1,8,9,1,0.439005132254244
imagenet_r,m3_fot,1,9,9,0,0.7027583367641005
imagenet_r,m3_fot,2,0,0,0,0.7842287694974004
imagenet_r,m3_fot,2,0,1,1,0.5862218370883883
imagenet_r,m3_fot,2,0,2,2,0.5758232235701907
imagenet_r,m3_fot,2,0,3,3,0.5268630849220104
imagenet_r,m3_fot,2,0,4,4,0.5069324090121318
imagenet_r,m3_fot,2,0,5,5,0.5121317157712305
imagenet_r,m3_fot,2,0,6,6,0.5064991334488734
imagenet_r,m3_fot,2,0,7,7,0.5125649913344887
imagenet_r,m3_fot,2,0,8,8,0.5281629116117851
imagenet_r,m3_fot,2,0,9,9,0.5086655112651647
imagenet_r,m3_fot,2,1,1,0,0.7197396963123645
imagenet_r,m3_fot,2,1,2,1,0.5579175704989154
imagenet_r,m3_fot,2,1,3,2,0.5683297180043384
imagenet_r,m3_fot,2,1,4,3,0.5535791757049892
imagenet_r,m3_fot,2,1,5,4,0.5752711496746203
imagenet_r,m3_fot,2,1,6,5,0.5652928416485901
imagenet_r,m3_fot,2,1,7,6,0.5691973969631237
imagenet_r,m3_fot,2,1,8,7,0.559652928416486
imagenet_r,m3_fot,2,1,9,8,0.5357917570498916
imagenet_r,m3_fot,2,2,2,0,0.7749062109212171
imagenet_r,m3_fot,2,2,3,1,0.5031263026260943
imagenet_r,m3_fot,2,2,4,2,0.5460608586911213
imagenet_r,m3_fot,2,2,5,3,0.5464776990412672
imagenet_r,m3_fot,2,2,6,4,0.5523134639433097
imagenet_r,m3_fot,2,2,7,5,0.5756565235514798
imagenet_r,m3_fot,2,2,8,6,0.602334305960817
imagenet_r,m3_fot,2,2,9,7,0.5894122551062942
imagenet_r,m3_fot,2,3,3,0,0.7463330457290768
imagenet_r,m3_fot,2,3,4,1,0.4003451251078516
imagenet_r,m3_fot,2,3,5,2,0.4158757549611734
imagenet_r,m3_fot,2,3,6,3,0.40509059534081104
imagenet_r,m3_fot,2,3,7,4,0.4430543572044866
imagenet_r,m3_fot,2,3,8,5,0.4685073339085418
imagenet_r,m3_fot,2,3,9,6,0.4430543572044866
imagenet_r,m3_fot,2,4,4,0,0.7472766884531591
imagenet_r,m3_fot,2,4,5,1,0.4610021786492375
imagenet_r,m3_fot,2,4,6,2,0.44052287581699345
imagenet_r,m3_fot,2,4,7,3,0.4736383442265795
imagenet_r,m3_fot,2,4,8,4,0.48845315904139436
imagenet_r,m3_fot,2,4,9,5,0.47799564270152506
imagenet_r,m3_fot,2,5,5,0,0.741267787839586
imagenet_r,m3_fot,2,5,6,1,0.47477360931435963
imagenet_r,m3_fot,2,5,7,2,0.4833980163863734
imagenet_r,m3_fot,2,5,8,3,0.5200517464424321
imagenet_r,m3_fot,2,5,9,4,0.4898663216903838
imagenet_r,m3_fot,2,6,6,0,0.7920830130668717
imagenet_r,m3_fot,2,6,7,1,0.48001537279016143
imagenet_r,m3_fot,2,6,8,2,0.4796310530361261
imagenet_r,m3_fot,2,6,9,3,0.4423520368946964
imagenet_r,m3_fot,2,7,7,0,0.7528868360277137
imagenet_r,m3_fot,2,7,8,1,0.5943033102386451
imagenet_r,m3_fot,2,7,9,2,0.5642802155504234
imagenet_r,m3_fot,2,8,8,0,0.735410094637224
imagenet_r,m3_fot,2,8,9,1,0.39353312302839116
imagenet_r,m3_fot,2,9,9,0,0.693029490616622
imagenet_r,m3_fot,3,0,0,0,0.7905109489051095
imagenet_r,m3_fot,3,0,1,1,0.6558394160583941
imagenet_r,m3_fot,3,0,2,2,0.5587591240875912
imagenet_r,m3_fot,3,0,3,3,0.5072992700729927
imagenet_r,m3_fot,3,0,4,4,0.5284671532846715
imagenet_r,m3_fot,3,0,5,5,0.4744525547445255
imagenet_r,m3_fot,3,0,6,6,0.472992700729927
imagenet_r,m3_fot,3,0,7,7,0.4576642335766423
imagenet_r,m3_fot,3,0,8,8,0.4572992700729927
imagenet_r,m3_fot,3,0,9,9,0.4551094890510949
imagenet_r,m3_fot,3,1,1,0,0.736592311343142
imagenet_r,m3_fot,3,1,2,1,0.5790223065970574
imagenet_r,m3_fot,3,1,3,2,0.6174655908875178
imagenet_r,m3_fot,3,1,4,3,0.6312292358803987
imagenet_r,m3_fot,3,1,5,4,0.6079734219269103
imagenet_r,m3_fot,3,1,6,5,0.580920740389179
imagenet_r,m3_fot,3,1,7,6,0.5291884195538681
imagenet_r,m3_fot,3,1,8,7,0.5481727574750831
imagenet_r,m3_fot,3,1,9,8,0.561936402467964
imagenet_r,m3_fot,3,2,2,0,0.7306897976042958
imagenet_r,m3_fot,3,2,3,1,0.48451053283767037
imagenet_r,m3_fot,3,2,4,2,0.4849235852953325
imagenet_r,m3_fot,3,2,5,3,0.436183395291202
imagenet_r,m3_fot,3,2,6,4,0.4774886410574143
imagenet_r,m3_fot,3,2,7,5,0.45353159851301117
imagenet_r,m3_fot,3,2,8,6,0.46551011978521273
imagenet_r,m3_fot,3,2,9,7,0.4836844279223461
imagenet_r,m3_fot,3,3,3,0,0.7020602218700476
imagenet_r,m3_fot,3,3,4,1,0.4346275752773376
imagenet_r,m3_fot,3,3,5,2,0.3847068145800317
imagenet_r,m3_fot,3,3,6,3,0.39619651347068147
imagenet_r,m3_fot,3,3,7,4,0.3787638668779715
imagenet_r,m3_fot,3,3,8,5,0.40332805071315375
imagenet_r,m3_fot,3,3,9,6,0.4223454833597464
imagenet_r,m3_fot,3,4,4,0,0.7833197056418643
imagenet_r,m3_fot,3,4,5,1,0.47015535568274736
imagenet_r,m3_fot,3,4,6,2,0.4677023712183156
imagenet_r,m3_fot,3,4,7,3,0.49141455437448894
imagenet_r,m3_fot,3,4,8,4,0.48528209321340965
imagenet_r,m3_fot,3,4,9,5,0.4991823385118561
imagenet_r,m3_fot,3,5,5,0,0.7602905569007264
imagenet_r,m3_fot,3,5,6,1,0.4495560936238902
imagenet_r,m3_fot,3,5,7,2,0.44552058111380144
imagenet_r,m3_fot,3,5,8,3,0.45076674737691685
imagenet_r,m3_fot,3,5,9,4,0.4774011299435028
imagenet_r,m3_fot,3,6,6,0,0.7915921288014311
imagenet_r,m3_fot,3,6,7,1,0.4597495527728086
imagenet_r,m3_fot,3,6,8,2,0.4807692307692308
imagenet_r,m3_fot,3,6,9,3,0.4977638640429338
imagenet_r,m3_fot,3,7,7,0,0.7568506368197607
imagenet_r,m3_fot,3,7,8,1,0.41875723658818986
imagenet_r,m3_fot,3,7,9,2,0.45658047086067155
imagenet_r,m3_fot,3,8,8,0,0.7766308835672997
imagenet_r,m3_fot,3,8,9,1,0.5041288191577209
imagenet_r,m3_fot,3,9,9,0,0.7578084997439836
imagenet_r,m3_fot,4,0,0,0,0.7401852668725187
imagenet_r,m3_fot,4,0,1,1,0.5253639170710189
imagenet_r,m3_fot,4,0,2,2,0.46360829289810324
imagenet_r,m3_fot,4,0,3,3,0.4516982796647552
imagenet_r,m3_fot,4,0,4,4,0.44287604764005295
imagenet_r,m3_fot,4,0,5,5,0.4406704896338774
imagenet_r,m3_fot,4,0,6,6,0.43890604322893695
imagenet_r,m3_fot,4,0,7,7,0.4199382443758271
imagenet_r,m3_fot,4,0,8,8,0.42964269960299956
imagenet_r,m3_fot,4,0,9,9,0.43890604322893695
imagenet_r,m3_fot,4,1,1,0,0.6794573643410853
imagenet_r,m3_fot,4,1,2,1,0.6437984496124031
imagenet_r,m3_fot,4,1,3,2,0.577906976744186
imagenet_r,m3_fot,4,1,4,3,0.5131782945736434
imagenet_r,m3_fot,4,1,5,4,0.5558139534883721
imagenet_r,m3_fot,4,1,6,5,0.5426356589147286
imagenet_r,m3_fot,4,1,7,6,0.546124031007752
imagenet_r,m3_fot,4,1,8,7,0.5263565891472868
imagenet_r,m3_fot,4,1,9,8,0.5542635658914729
imagenet_r,m3_fot,4,2,2,0,0.669260700389105
imagenet_r,m3_fot,4,2,3,1,0.43795936013834846
imagenet_r,m3_fot,4,2,4,2,0.4522265456117596
imagenet_r,m3_fot,4,2,5,3,0.44963251188932124
imagenet_r,m3_fot,4,2,6,4,0.5019455252918288
imagenet_r,m3_fot,4,2,7,5,0.46735840899265024
imagenet_r,m3_fot,4,2,8,6,0.47038478166882836
imagenet_r,m3_fot,4,2,9,7,0.503242542153048
imagenet_r,m3_fot,4,3,3,0,0.7966903073286052
imagenet_r,m3_fot,4,3,4,1,0.4996059889676911
imagenet_r,m3_fot,4,3,5,2,0.5220646178092987
imagenet_r,m3_fot,4,3,6,3,0.5468873128447597
imagenet_r,m3_fot,4,3,7,4,0.524822695035461
imagenet_r,m3_fot,4,3,8,5,0.5031520882584712
imagenet_r,m3_fot,4,3,9,6,0.5445232466509062
imagenet_r,m3_fot,4,4,4,0,0.7181594083812654
imagenet_r,m3_fot,4,4,5,1,0.4991783073130649
imagenet_r,m3_fot,4,4,6,2,0.5184880854560394
imagenet_r,m3_fot,4,4,7,3,0.47370583401807725
imagenet_r,m3_fot,4,4,8,4,0.47493837304847986
imagenet_r,m3_fot,4,4,9,5,0.4942481511914544
imagenet_r,m3_fot,4,5,5,0,0.7647849462365591
imagenet_r,m3_fot,4,5,6,1,0.4771505376344086
imagenet_r,m3_fot,4,5,7,2,0.47580645161290325
imagenet_r,m3_fot,4,5,8,3,0.45474910394265233
imagenet_r,m3_fot,4,5,9,4,0.47939068100358423
imagenet_r,m3_fot,4,6,6,0,0.7432036804684232
imagenet_r,m3_fot,4,6,7,1,0.4696779590129653
imagenet_r,m3_fot,4,6,8,2,0.4466750313676286
imagenet_r,m3_fot,4,6,9,3,0.46758678377248014
imagenet_r,m3_fot,4,7,7,0,0.8121295029639762
imagenet_r,m3_fot,4,7,8,1,0.6210670314637483
imagenet_r,m3_fot,4,7,9,2,0.6324669402644779
imagenet_r,m3_fot,4,8,8,0,0.7716535433070866
imagenet_r,m3_fot,4,8,9,1,0.48611686697057604
imagenet_r,m3_fot,4,9,9,0,0.7109894407508799
imagenet_r,m4_proto,0,0,0,0,0.554159445407279
imagenet_r,m4_proto,0,0,1,1,0.4527729636048527
imagenet_r,m4_proto,0,0,2,2,0.4207105719237435
imagenet_r,m4_proto,0,0,3,3,0.3830155979202773
imagenet_r,m4_proto,0,0,4,4,0.3721837088388215
imagenet_r,m4_proto,0,0,5,5,0.35181975736568455
imagenet_r,m4_proto,0,0,6,6,0.3440207972270364
imagenet_r,m4_proto,0,0,7,7,0.3362218370883882
imagenet_r,m4_proto,0,0,8,8,0.3245233968804159
imagenet_r,m4_proto,0,0,9,9,0.32062391681109187
imagenet_r,m4_proto,0,1,1,0,0.5146124523506989
imagenet_r,m4_proto,0,1,2,1,0.481999152901313
imagenet_r,m4_proto,0,1,3,2,0.4379500211774672
imagenet_r,m4_proto,0,1,4,3,0.4171961033460398
imagenet_r,m4_proto,0,1,5,4,0.3955950868276154
imagenet_r,m4_proto,0,1,6,5,0.3905124947056332
imagenet_r,m4_proto,0,1,7,6,0.3841592545531554
imagenet_r,m4_proto,0,1,8,7,0.3790766624311732
imagenet_r,m4_proto,0,1,9,8,0.3756882676831851
imagenet_r,m4_proto,0,2,2,0,0.3320227173438183
imagenet_r,m4_proto,0,2,3,1,0.3180428134556575
imagenet_r,m4_proto,0,2,4,2,0.3106159895150721
imagenet_r,m4_proto,0,2,5,3,0.3010048055919616
imagenet_r,m4_proto,0,2,6,4,0.2966360856269113
imagenet_r,m4_proto,0,2,7,5,0.2887723896898209
imagenet_r,m4_proto,0,2,8,6,0.28265618173875057
imagenet_r,m4_proto,0,2,9,7,0.27697684578418524
imagenet_r,m4_proto,0,3,3,0,0.35822784810126584
imagenet_r,m4_proto,0,3,4,1,0.34514767932489454
imagenet_r,m4_proto,0,3,5,2,0.32869198312236286
imagenet_r,m4_proto,0,3,6,3,0.3261603375527426
imagenet_r,m4_proto,0,3,7,4,0.31940928270042196
imagenet_r,m4_proto,0,3,8,5,0.31772151898734174
imagenet_r,m4_proto,0,3,9,6,0.31645569620253167
imagenet_r,m4_proto,0,4,4,0,0.3002867677181483
imagenet_r,m4_proto,0,4,5,1,0.2896353953297829
imagenet_r,m4_proto,0,4,6,2,0.28390004096681687
imagenet_r,m4_proto,0,4,7,3,0.27980335927898403
imagenet_r,m4_proto,0,4,8,4,0.2744776730848013
imagenet_r,m4_proto,0,4,9,5,0.26833265055305205
imagenet_r,m4_proto,0,5,5,0,0.5359811246559182
imagenet_r,m4_proto,0,5,6,1,0.5285096342902084
imagenet_r,m4_proto,0,5,7,2,0.522611089264648
imagenet_r,m4_proto,0,5,8,3,0.5206449075894612
imagenet_r,m4_proto,0,5,9,4,0.5151395988989382
imagenet_r,m4_proto,0,6,6,0,0.32792485055508114
imagenet_r,m4_proto,0,6,7,1,0.322801024765158
imagenet_r,m4_proto,0,6,8,2,0.3189581554227156
imagenet_r,m4_proto,0,6,9,3,0.3138343296327925
imagenet_r,m4_proto,0,7,7,0,0.38853790613718414
imagenet_r,m4_proto,0,7,8,1,0.35379061371841153
imagenet_r,m4_proto,0,7,9,2,0.3506317689530686
imagenet_r,m4_proto,0,8,8,0,0.24632892804698972
imagenet_r,m4_proto,0,8,9,1,0.24302496328928047
imagenet_r,m4_proto,0,9,9,0,0.34036144578313254
imagenet_r,m4_proto,1,0,0,0,0.453719723183391
imagenet_r,m4_proto,1,0,1,1,0.3953287197231834
imagenet_r,m4_proto,1,0,2,2,0.370242214532872
imagenet_r,m4_proto,1,0,3,3,0.361159169550173
imagenet_r,m4_proto,1,0,4,4,0.3499134948096886
imagenet_r,m4_proto,1,0,5,5,0.3429930795847751
imagenet_r,m4_proto,1,0,6,6,0.3356401384083045
imagenet_r,m4_proto,1,0,7,7,0.33174740484429066
imagenet_r,m4_proto,1,0,8,8,0.3226643598615917
imagenet_r,m4_proto,1,0,9,9,0.3153114186851211
imagenet_r,m4_proto,1,1,1,0,0.361024575977847
imagenet_r,m4_proto,1,1,2,1,0.32052613361024573
imagenet_r,m4_proto,1,1,3,2,0.3066805122879889
imagenet_r,m4_proto,1,1,4,3,0.2980269989615784
imagenet_r,m4_proto,1,1,5,4,0.2900657667012807
imagenet_r,m4_proto,1,1,6,5,0.26929733471789546
imagenet_r,m4_proto,1,1,7,6,0.2686050536517826
imagenet_r,m4_proto,1,1,8,7,0.2609899619245414
imagenet_r,m4_proto,1,1,9,8,0.2547594323295258
imagenet_r,m4_proto,1,2,2,0,0.49096098953377737
imagenet_r,m4_proto,1,2,3,1,0.4543292102759277
imagenet_r,m4_proto,1,2,4,2,0.42721217887725976
imagenet_r,m4_proto,1,2,5,3,0.4196003805899144
imagenet_r,m4_proto,1,2,6,4,0.4048525214081827
imagenet_r,m4_proto,1,2,7,5,0.40199809705042816
imagenet_r,m4_proto,1,2,8,6,0.3815413891531874
imagenet_r,m4_proto,1,2,9,7,0.37012369172216936
imagenet_r,m4_proto,1,3,3,0,0.30254300673148843
imagenet_r,m4_proto,1,3,4,1,0.2916978309648467
imagenet_r,m4_proto,1,3,5,2,0.28459237097980555
imagenet_r,m4_proto,1,3,6,3,0.2666417352281227
imagenet_r,m4_proto,1,3,7,4,0.2636499626028422
imagenet_r,m4_proto,1,3,8,5,0.2617801047120419
imagenet_r,m4_proto,1,3,9,6,0.24906507105459985
imagenet_r,m4_proto,1,4,4,0,0.3676703645007924
imagenet_r,m4_proto,1,4,5,1,0.36344426835710514
imagenet_r,m4_proto,1,4,6,2,0.3502377179080824
imagenet_r,m4_proto,1,4,7,3,0.3481246698362388
imagenet_r,m4_proto,1,4,8,4,0.33914421553090335
imagenet_r,m4_proto,1,4,9,5,0.32435287902799786
imagenet_r,m4_proto,1,5,5,0,0.31039814456899883
imagenet_r,m4_proto,1,5,6,1,0.29300347893312717
imagenet_r,m4_proto,1,5,7,2,0.28063393892539623
imagenet_r,m4_proto,1,5,8,3,0.2740626207962891
imagenet_r,m4_proto,1,5,9,4,0.2674913026671821
imagenet_r,m4_proto,1,6,6,0,0.3286071726438699
imagenet_r,m4_proto,1,6,7,1,0.3202668890742285
imagenet_r,m4_proto,1,6,8,2,0.3127606338615513
imagenet_r,m4_proto,1,6,9,3,0.3031693077564637
imagenet_r,m4_proto,1,7,7,0,0.27415516420752023
imagenet_r,m4_proto,1,7,8,1,0.27082341742027605
imagenet_r,m4_proto,1,7,9,2,0.26844359828653025
imagenet_r,m4_proto,1,8,8,0,0.3300434267666798
imagenet_r,m4_proto,1,8,9,1,0.3201737070667193
imagenet_r,m4_proto,1,9,9,0,0.3379991766158913
imagenet_r,m4_proto,2,0,0,0,0.3847487001733102
imagenet_r,m4_proto,2,0,1,1,0.36395147313691506
imagenet_r,m4_proto,2,0,2,2,0.3214904679376083
imagenet_r,m4_proto,2,0,3,3,0.29766031195840553
imagenet_r,m4_proto,2,0,4,4,0.2738301559792028
imagenet_r,m4_proto,2,0,5,5,0.2690641247833622
imagenet_r,m4_proto,2,0,6,6,0.26603119584055457
imagenet_r,m4_proto,2,0,7,7,0.2616984402079723
imagenet_r,m4_proto,2,0,8,8,0.25606585788561526
imagenet_r,m4_proto,2,0,9,9,0.24826689774696706
imagenet_r,m4_proto,2,1,1,0,0.4177874186550976
imagenet_r,m4_proto,2,1,2,1,0.3657266811279826
imagenet_r,m4_proto,2,1,3,2,0.35704989154013017
imagenet_r,m4_proto,2,1,4,3,0.351409978308026
imagenet_r,m4_proto,2,1,5,4,0.3418655097613883
imagenet_r,m4_proto,2,1,6,5,0.33796095444685464
imagenet_r,m4_proto,2,1,7,6,0.3344902386117137
imagenet_r,m4_proto,2,1,8,7,0.32277657266811277
imagenet_r,m4_proto,2,1,9,8,0.3210412147505423
imagenet_r,m4_proto,2,2,2,0,0.4389328887036265
imagenet_r,m4_proto,2,2,3,1,0.4126719466444352
imagenet_r,m4_proto,2,2,4,2,0.38432680283451437
imagenet_r,m4_proto,2,2,5,3,0.3730721133805752
imagenet_r,m4_proto,2,2,6,4,0.37015423092955396
imagenet_r,m4_proto,2,2,7,5,0.3614005835764902
imagenet_r,m4_proto,2,2,8,6,0.3484785327219675
imagenet_r,m4_proto,2,2,9,7,0.342642767819925
imagenet_r,m4_proto,2,3,3,0,0.3999137187230371
imagenet_r,m4_proto,2,3,4,1,0.3826574633304573
imagenet_r,m4_proto,2,3,5,2,0.3714408973252804
imagenet_r,m4_proto,2,3,6,3,0.3654012079378775
imagenet_r,m4_proto,2,3,7,4,0.361518550474547
imagenet_r,m4_proto,2,3,8,5,0.3533218291630716
imagenet_r,m4_proto,2,3,9,6,0.3472821397756687
imagenet_r,m4_proto,2,4,4,0,0.3054466230936819
imagenet_r,m4_proto,2,4,5,1,0.29978213507625273
imagenet_r,m4_proto,2,4,6,2,0.2954248366013072
imagenet_r,m4_proto,2,4,7,3,0.28932461873638343
imagenet_r,m4_proto,2,4,8,4,0.28104575163398693
imagenet_r,m4_proto,2,4,9,5,0.2788671023965142
imagenet_r,m4_proto,2,5,5,0,0.34799482535575677
imagenet_r,m4_proto,2,5,6,1,0.3423889607589478
imagenet_r,m4_proto,2,5,7,2,0.3303147908581285
imagenet_r,m4_proto,2,5,8,3,0.32255282449331607
imagenet_r,m4_proto,2,5,9,4,0.31953428201811124
imagenet_r,m4_proto,2,6,6,0,0.2578785549577248
imagenet_r,m4_proto,2,6,7,1,0.25403535741737127
imagenet_r,m4_proto,2,6,8,2,0.23597232897770945
imagenet_r,m4_proto,2,6,9,3,0.23328209069946196
imagenet_r,m4_proto,2,7,7,0,0.3933795227097768
imagenet_r,m4_proto,2,7,8,1,0.38645111624326406
imagenet_r,m4_proto,2,7,9,2,0.3806774441878368
imagenet_r,m4_proto,2,8,8,0,0.375
imagenet_r,m4_proto,2,8,9,1,0.3418769716088328
imagenet_r,m4_proto,2,9,9,0,0.33109919571045576
imagenet_r,m4_proto,3,0,0,0,0.5427007299270074
imagenet_r,m4_proto,3,0,1,1,0.4923357664233577
imagenet_r,m4_proto,3,0,2,2,0.4448905109489051
imagenet_r,m4_proto,3,0,3,3,0.41058394160583944
imagenet_r,m4_proto,3,0,4,4,0.39927007299270073
imagenet_r,m4_proto,3,0,5,5,0.38248175182481753
imagenet_r,m4_proto,3,0,6,6,0.377007299270073
imagenet_r,m4_proto,3,0,7,7,0.36678832116788324
imagenet_r,m4_proto,3,0,8,8,0.354014598540146
imagenet_r,m4_proto,3,0,9,9,0.34927007299270074
imagenet_r,m4_proto,3,1,1,0,0.48172757475083056
imagenet_r,m4_proto,3,1,2,1,0.44565733270052205
imagenet_r,m4_proto,3,1,3,2,0.40863787375415284
imagenet_r,m4_proto,3,1,4,3,0.3977218794494542
imagenet_r,m4_proto,3,1,5,4,0.3849074513526341
imagenet_r,m4_proto,3,1,6,5,0.38158519221642145
imagenet_r,m4_proto,3,1,7,6,0.3706691979117228
imagenet_r,m4_proto,3,1,8,7,0.3540579022306597
imagenet_r,m4_proto,3,1,9,8,0.3483626008542952
imagenet_r,m4_proto,3,2,2,0,0.43866171003717475
imagenet_r,m4_proto,3,2,3,1,0.40644361833952913
imagenet_r,m4_proto,3,2,4,2,0.39735646427096244
imagenet_r,m4_proto,3,2,5,3,0.3833126807104502
imagenet_r,m4_proto,3,2,6,4,0.38042131350681535
imagenet_r,m4_proto,3,2,7,5,0.37092110698058656
imagenet_r,m4_proto,3,2,8,6,0.35150764147046676
imagenet_r,m4_proto,3,2,9,7,0.34779016935150764
imagenet_r,m4_proto,3,3,3,0,0.43898573692551507
imagenet_r,m4_proto,3,3,4,1,0.4235340729001585
imagenet_r,m4_proto,3,3,5,2,0.40729001584786056
imagenet_r,m4_proto,3,3,6,3,0.393026941362916
imagenet_r,m4_proto,3,3,7,4,0.3724247226624406
imagenet_r,m4_proto,3,3,8,5,0.3526148969889065
imagenet_r,m4_proto,3,3,9,6,0.3486529318541997
imagenet_r,m4_proto,3,4,4,0,0.3593622240392477
imagenet_r,m4_proto,3,4,5,1,0.34955028618152084
imagenet_r,m4_proto,3,4,6,2,0.3409648405560098
imagenet_r,m4_proto,3,4,7,3,0.32829108748977925
imagenet_r,m4_proto,3,4,8,4,0.3017170891251022
imagenet_r,m4_proto,3,4,9,5,0.29476696647587897
imagenet_r,m4_proto,3,5,5,0,0.34261501210653755
imagenet_r,m4_proto,3,5,6,1,0.33817594834543985
imagenet_r,m4_proto,3,5,7,2,0.3301049233252623
imagenet_r,m4_proto,3,5,8,3,0.3192090395480226
imagenet_r,m4_proto,3,5,9,4,0.31759483454398707
imagenet_r,m4_proto,3,6,6,0,0.31976744186046513
imagenet_r,m4_proto,3,6,7,1,0.3041144901610018
imagenet_r,m4_proto,3,6,8,2,0.29874776386404295
imagenet_r,m4_proto,3,6,9,3,0.2947227191413238
imagenet_r,m4_proto,3,7,7,0,0.36781165573137786
imagenet_r,m4_proto,3,7,8,1,0.36125048243921265
imagenet_r,m4_proto,3,7,9,2,0.35275955229641065
imagenet_r,m4_proto,3,8,8,0,0.439719240297275
imagenet_r,m4_proto,3,8,9,1,0.43724194880264244
imagenet_r,m4_proto,3,9,9,0,0.38044034818228367
imagenet_r,m4_proto,4,0,0,0,0.5368328187031319
imagenet_r,m4_proto,4,0,1,1,0.49801499779444197
imagenet_r,m4_proto,4,0,2,2,0.466696074106749
imagenet_r,m4_proto,4,0,3,3,0.44596382884869873
imagenet_r,m4_proto,4,0,4,4,0.4349360388178209
imagenet_r,m4_proto,4,0,5,5,0.4190560211733569
imagenet_r,m4_proto,4,0,6,6,0.41243934715483016
imagenet_r,m4_proto,4,0,7,7,0.3886193206881341
imagenet_r,m4_proto,4,0,8,8,0.3846493162770181
imagenet_r,m4_proto,4,0,9,9,0.37891486546096165
imagenet_r,m4_proto,4,1,1,0,0.3883720930232558
imagenet_r,m4_proto,4,1,2,1,0.3798449612403101
imagenet_r,m4_proto,4,1,3,2,0.3670542635658915
imagenet_r,m4_proto,4,1,4,3,0.363953488372093
imagenet_r,m4_proto,4,1,5,4,0.3484496124031008
imagenet_r,m4_proto,4,1,6,5,0.3178294573643411
imagenet_r,m4_proto,4,1,7,6,0.3081395348837209
imagenet_r,m4_proto,4,1,8,7,0.30116279069767443
imagenet_r,m4_proto,4,1,9,8,0.2988372093023256
imagenet_r,m4_proto,4,2,2,0,0.3908344141807177
imagenet_r,m4_proto,4,2,3,1,0.3674881106787722
imagenet_r,m4_proto,4,2,4,2,0.353220925205361
imagenet_r,m4_proto,4,2,5,3,0.33117163856463466
imagenet_r,m4_proto,4,2,6,4,0.32511889321227844
imagenet_r,m4_proto,4,2,7,5,0.3143104193687851
imagenet_r,m4_proto,4,2,8,6,0.3125810635538262
imagenet_r,m4_proto,4,2,9,7,0.3030696065715521
imagenet_r,m4_proto,4,3,3,0,0.2994483845547675
imagenet_r,m4_proto,4,3,4,1,0.2899921197793538
imagenet_r,m4_proto,4,3,5,2,0.27344365642237983
imagenet_r,m4_proto,4,3,6,3,0.264381402679275
imagenet_r,m4_proto,4,3,7,4,0.24783293932230102
imagenet_r,m4_proto,4,3,8,5,0.2454688731284476
imagenet_r,m4_proto,4,3,9,6,0.23837667454688732
imagenet_r,m4_proto,4,4,4,0,0.30156121610517667
imagenet_r,m4_proto,4,4,5,1,0.2953985209531635
imagenet_r,m4_proto,4,4,6,2,0.29046836483155297
imagenet_r,m4_proto,4,4,7,3,0.2789646672144618
imagenet_r,m4_proto,4,4,8,4,0.2682826622843057
imagenet_r,m4_proto,4,4,9,5,0.26622843056696793
imagenet_r,m4_proto,4,5,5,0,0.3727598566308244
imagenet_r,m4_proto,4,5,6,1,0.3624551971326165
imagenet_r,m4_proto,4,5,7,2,0.35528673835125446
imagenet_r,m4_proto,4,5,8,3,0.3517025089605735
imagenet_r,m4_proto,4,5,9,4,0.3431899641577061
imagenet_r,m4_proto,4,6,6,0,0.27352572145545795
imagenet_r,m4_proto,4,6,7,1,0.26265161020493516
imagenet_r,m4_proto,4,6,8,2,0.25177749895441237
imagenet_r,m4_proto,4,6,9,3,0.24884985361773318
imagenet_r,m4_proto,4,7,7,0,0.43091655266757867
imagenet_r,m4_proto,4,7,8,1,0.426812585499316
imagenet_r,m4_proto,4,7,9,2,0.416780665754674
imagenet_r,m4_proto,4,8,8,0,0.30294239535847495
imagenet_r,m4_proto,4,8,9,1,0.30128470783257355
imagenet_r,m4_proto,4,9,9,0,0.36292530308955806
imagenet_r,m5_hybrid_replay,0,0,0,0,0.7876949740034662
imagenet_r,m5_hybrid_replay,0,0,1,1,0.8050259965337955
imagenet_r,m5_hybrid_replay,0,0,2,2,0.7569324090121318
imagenet_r,m5_hybrid_replay,0,0,3,3,0.7248700173310225
imagenet_r,m5_hybrid_replay,0,0,4,4,0.7032062391681109
