dataset,method,seed,task_k,task_T,elapsed,acc
cub200,m4_proto,3,1,1,0,0.59
cub200,m4_proto,3,1,2,1,0.578
cub200,m4_proto,3,1,3,2,0.57
cub200,m4_proto,3,1,4,3,0.564
cub200,m4_proto,3,1,5,4,0.548
cub200,m4_proto,3,1,6,5,0.538
cub200,m4_proto,3,1,7,6,0.526
cub200,m4_proto,3,1,8,7,0.508
cub200,m4_proto,3,1,9,8,0.506
cub200,m4_proto,3,2,2,0,0.7074148296593187
cub200,m4_proto,3,2,3,1,0.6633266533066132
cub200,m4_proto,3,2,4,2,0.6412825651302605
cub200,m4_proto,3,2,5,3,0.6332665330661322
cub200,m4_proto,3,2,6,4,0.625250501002004
cub200,m4_proto,3,2,7,5,0.6212424849699398
cub200,m4_proto,3,2,8,6,0.6152304609218436
cub200,m4_proto,3,2,9,7,0.6152304609218436
cub200,m4_proto,3,3,3,0,0.7831325301204819
cub200,m4_proto,3,3,4,1,0.7811244979919679
cub200,m4_proto,3,3,5,2,0.7610441767068273
cub200,m4_proto,3,3,6,3,0.7570281124497992
cub200,m4_proto,3,3,7,4,0.7369477911646586
cub200,m4_proto,3,3,8,5,0.7188755020080321
cub200,m4_proto,3,3,9,6,0.714859437751004
cub200,m4_proto,3,4,4,0,0.638
cub200,m4_proto,3,4,5,1,0.604
cub200,m4_proto,3,4,6,2,0.59
cub200,m4_proto,3,4,7,3,0.576
cub200,m4_proto,3,4,8,4,0.544
cub200,m4_proto,3,4,9,5,0.542
cub200,m4_proto,3,5,5,0,0.602
cub200,m4_proto,3,5,6,1,0.578
cub200,m4_proto,3,5,7,2,0.576
cub200,m4_proto,3,5,8,3,0.532
cub200,m4_proto,3,5,9,4,0.528
cub200,m4_proto,3,6,6,0,0.6412825651302605
cub200,m4_proto,3,6,7,1,0.6332665330661322
cub200,m4_proto,3,6,8,2,0.6332665330661322
cub200,m4_proto,3,6,9,3,0.627254509018036
cub200,m4_proto,3,7,7,0,0.636
cub200,m4_proto,3,7,8,1,0.632
cub200,m4_proto,3,7,9,2,0.628
cub200,m4_proto,3,8,8,0,0.6172344689378757
cub200,m4_proto,3,8,9,1,0.6112224448897795
cub200,m4_proto,3,9,9,0,0.4649298597194389
cub200,m4_proto,4,0,0,0,0.72
cub200,m4_proto,4,0,1,1,0.688
cub200,m4_proto,4,0,2,2,0.622
cub200,m4_proto,4,0,3,3,0.574
cub200,m4_proto,4,0,4,4,0.562
cub200,m4_proto,4,0,5,5,0.544
cub200,m4_proto,4,0,6,6,0.544
cub200,m4_proto,4,0,7,7,0.534
cub200,m4_proto,4,0,8,8,0.532
cub200,m4_proto,4,0,9,9,0.526
cub200,m4_proto,4,1,1,0,0.668
cub200,m4_proto,4,1,2,1,0.632
cub200,m4_proto,4,1,3,2,0.6
cub200,m4_proto,4,1,4,3,0.532
cub200,m4_proto,4,1,5,4,0.514
cub200,m4_proto,4,1,6,5,0.508
cub200,m4_proto,4,1,7,6,0.508
cub200,m4_proto,4,1,8,7,0.486
cub200,m4_proto,4,1,9,8,0.476
cub200,m4_proto,4,2,2,0,0.746
cub200,m4_proto,4,2,3,1,0.718
cub200,m4_proto,4,2,4,2,0.68
cub200,m4_proto,4,2,5,3,0.644
cub200,m4_proto,4,2,6,4,0.642
cub200,m4_proto,4,2,7,5,0.628
cub200,m4_proto,4,2,8,6,0.626
cub200,m4_proto,4,2,9,7,0.622
cub200,m4_proto,4,3,3,0,0.7234468937875751
cub200,m4_proto,4,3,4,1,0.6913827655310621
cub200,m4_proto,4,3,5,2,0.6352705410821643
cub200,m4_proto,4,3,6,3,0.625250501002004
cub200,m4_proto,4,3,7,4,0.6212424849699398
cub200,m4_proto,4,3,8,5,0.6212424849699398
cub200,m4_proto,4,3,9,6,0.5971943887775552
cub200,m4_proto,4,4,4,0,0.802
cub200,m4_proto,4,4,5,1,0.796
cub200,m4_proto,4,4,6,2,0.784
cub200,m4_proto,4,4,7,3,0.784
cub200,m4_proto,4,4,8,4,0.766
cub200,m4_proto,4,4,9,5,0.762
cub200,m4_proto,4,5,5,0,0.7690763052208835
cub200,m4_proto,4,5,6,1,0.7690763052208835
cub200,m4_proto,4,5,7,2,0.7570281124497992
cub200,m4_proto,4,5,8,3,0.7208835341365462
cub200,m4_proto,4,5,9,4,0.7028112449799196
cub200,m4_proto,4,6,6,0,0.5
cub200,m4_proto,4,6,7,1,0.494
cub200,m4_proto,4,6,8,2,0.49
cub200,m4_proto,4,6,9,3,0.486
cub200,m4_proto,4,7,7,0,0.42570281124497994
cub200,m4_proto,4,7,8,1,0.42570281124497994
cub200,m4_proto,4,7,9,2,0.42168674698795183
cub200,m4_proto,4,8,8,0,0.598
cub200,m4_proto,4,8,9,1,0.586
cub200,m4_proto,4,9,9,0,0.6132264529058116
cub200,m5_hybrid_replay,0,0,0,0,0.85
cub200,m5_hybrid_replay,0,0,1,1,0.944
cub200,m5_hybrid_replay,0,0,2,2,0.922
cub200,m5_hybrid_replay,0,0,3,3,0.918
cub200,m5_hybrid_replay,0,0,4,4,0.932
cub200,m5_hybrid_replay,0,0,5,5,0.928
cub200,m5_hybrid_replay,0,0,6,6,0.926
cub200,m5_hybrid_replay,0,0,7,7,0.918
cub200,m5_hybrid_replay,0,0,8,8,0.922
cub200,m5_hybrid_replay,0,0,9,9,0.918
cub200,m5_hybrid_replay,0,1,1,0,0.3714859437751004
cub200,m5_hybrid_replay,0,1,2,1,0.9477911646586346
cub200,m5_hybrid_replay,0,1,3,2,0.8775100401606426
cub200,m5_hybrid_replay,0,1,4,3,0.8694779116465864
cub200,m5_hybrid_replay,0,1,5,4,0.8473895582329317
cub200,m5_hybrid_replay,0,1,6,5,0.8775100401606426
cub200,m5_hybrid_replay,0,1,7,6,0.8534136546184738
cub200,m5_hybrid_replay,0,1,8,7,0.8413654618473896
cub200,m5_hybrid_replay,0,1,9,8,0.8293172690763052
cub200,m5_hybrid_replay,0,2,2,0,0.184
cub200,m5_hybrid_replay,0,2,3,1,0.892
cub200,m5_hybrid_replay,0,2,4,2,0.832
cub200,m5_hybrid_replay,0,2,5,3,0.78
cub200,m5_hybrid_replay,0,2,6,4,0.786
cub200,m5_hybrid_replay,0,2,7,5,0.772
cub200,m5_hybrid_replay,0,2,8,6,0.774
cub200,m5_hybrid_replay,0,2,9,7,0.776
cub200,m5_hybrid_replay,0,3,3,0,0.262
cub200,m5_hybrid_replay,0,3,4,1,0.848
cub200,m5_hybrid_replay,0,3,5,2,0.852
cub200,m5_hybrid_replay,0,3,6,3,0.858
cub200,m5_hybrid_replay,0,3,7,4,0.852
cub200,m5_hybrid_replay,0,3,8,5,0.858
cub200,m5_hybrid_replay,0,3,9,6,0.856
cub200,m5_hybrid_replay,0,4,4,0,0.31
cub200,m5_hybrid_replay,0,4,5,1,0.856
cub200,m5_hybrid_replay,0,4,6,2,0.842
cub200,m5_hybrid_replay,0,4,7,3,0.84
cub200,m5_hybrid_replay,0,4,8,4,0.844
cub200,m5_hybrid_replay,0,4,9,5,0.856
cub200,m5_hybrid_replay,0,5,5,0,0.12625250501002003
cub200,m5_hybrid_replay,0,5,6,1,0.7855711422845691
cub200,m5_hybrid_replay,0,5,7,2,0.7875751503006012
cub200,m5_hybrid_replay,0,5,8,3,0.7775551102204409
cub200,m5_hybrid_replay,0,5,9,4,0.7394789579158316
cub200,m5_hybrid_replay,0,6,6,0,0.06212424849699399
cub200,m5_hybrid_replay,0,6,7,1,0.7635270541082164
cub200,m5_hybrid_replay,0,6,8,2,0.7895791583166333
cub200,m5_hybrid_replay,0,6,9,3,0.8136272545090181
cub200,m5_hybrid_replay,0,7,7,0,0.058
cub200,m5_hybrid_replay,0,7,8,1,0.712
cub200,m5_hybrid_replay,0,7,9,2,0.716
cub200,m5_hybrid_replay,0,8,8,0,0.186
cub200,m5_hybrid_replay,0,8,9,1,0.882
cub200,m5_hybrid_replay,0,9,9,0,0.05823293172690763
cub200,m5_hybrid_replay,1,0,0,0,0.9458917835671342
cub200,m5_hybrid_replay,1,0,1,1,0.8877755511022044
cub200,m5_hybrid_replay,1,0,2,2,0.8777555110220441
cub200,m5_hybrid_replay,1,0,3,3,0.8677354709418837
cub200,m5_hybrid_replay,1,0,4,4,0.8577154308617234
cub200,m5_hybrid_replay,1,0,5,5,0.845691382765531
cub200,m5_hybrid_replay,1,0,6,6,0.8276553106212425
cub200,m5_hybrid_replay,1,0,7,7,0.8236472945891784
cub200,m5_hybrid_replay,1,0,8,8,0.8296593186372746
cub200,m5_hybrid_replay,1,0,9,9,0.8476953907815631
cub200,m5_hybrid_replay,1,1,1,0,0.568
cub200,m5_hybrid_replay,1,1,2,1,0.942
cub200,m5_hybrid_replay,1,1,3,2,0.944
cub200,m5_hybrid_replay,1,1,4,3,0.932
cub200,m5_hybrid_replay,1,1,5,4,0.908
cub200,m5_hybrid_replay,1,1,6,5,0.914
cub200,m5_hybrid_replay,1,1,7,6,0.9
cub200,m5_hybrid_replay,1,1,8,7,0.886
cub200,m5_hybrid_replay,1,1,9,8,0.87
cub200,m5_hybrid_replay,1,2,2,0,0.37349397590361444
cub200,m5_hybrid_replay,1,2,3,1,0.8172690763052208
cub200,m5_hybrid_replay,1,2,4,2,0.821285140562249
cub200,m5_hybrid_replay,1,2,5,3,0.8032128514056225
cub200,m5_hybrid_replay,1,2,6,4,0.8132530120481928
cub200,m5_hybrid_replay,1,2,7,5,0.8393574297188755
cub200,m5_hybrid_replay,1,2,8,6,0.8192771084337349
cub200,m5_hybrid_replay,1,2,9,7,0.8112449799196787
cub200,m5_hybrid_replay,1,3,3,0,0.32665330661322645
cub200,m5_hybrid_replay,1,3,4,1,0.8476953907815631
cub200,m5_hybrid_replay,1,3,5,2,0.8476953907815631
cub200,m5_hybrid_replay,1,3,6,3,0.8617234468937875
cub200,m5_hybrid_replay,1,3,7,4,0.8617234468937875
cub200,m5_hybrid_replay,1,3,8,5,0.843687374749499
cub200,m5_hybrid_replay,1,3,9,6,0.8416833667334669
cub200,m5_hybrid_replay,1,4,4,0,0.2
cub200,m5_hybrid_replay,1,4,5,1,0.83
cub200,m5_hybrid_replay,1,4,6,2,0.846
cub200,m5_hybrid_replay,1,4,7,3,0.818
cub200,m5_hybrid_replay,1,4,8,4,0.774
cub200,m5_hybrid_replay,1,4,9,5,0.782
cub200,m5_hybrid_replay,1,5,5,0,0.124
cub200,m5_hybrid_replay,1,5,6,1,0.776
cub200,m5_hybrid_replay,1,5,7,2,0.786
cub200,m5_hybrid_replay,1,5,8,3,0.788
cub200,m5_hybrid_replay,1,5,9,4,0.77
cub200,m5_hybrid_replay,1,6,6,0,0.112
cub200,m5_hybrid_replay,1,6,7,1,0.784
cub200,m5_hybrid_replay,1,6,8,2,0.766
cub200,m5_hybrid_replay,1,6,9,3,0.738
cub200,m5_hybrid_replay,1,7,7,0,0.036072144288577156
cub200,m5_hybrid_replay,1,7,8,1,0.7595190380761523
cub200,m5_hybrid_replay,1,7,9,2,0.8096192384769539
cub200,m5_hybrid_replay,1,8,8,0,0.06613226452905811
cub200,m5_hybrid_replay,1,8,9,1,0.7875751503006012
cub200,m5_hybrid_replay,1,9,9,0,0.11
cub200,m5_hybrid_replay,2,0,0,0,0.938
cub200,m5_hybrid_replay,2,0,1,1,0.908
cub200,m5_hybrid_replay,2,0,2,2,0.898
cub200,m5_hybrid_replay,2,0,3,3,0.882
cub200,m5_hybrid_replay,2,0,4,4,0.842
cub200,m5_hybrid_replay,2,0,5,5,0.84
cub200,m5_hybrid_replay,2,0,6,6,0.852
cub200,m5_hybrid_replay,2,0,7,7,0.852
cub200,m5_hybrid_replay,2,0,8,8,0.836
cub200,m5_hybrid_replay,2,0,9,9,0.842
cub200,m5_hybrid_replay,2,1,1,0,0.544
cub200,m5_hybrid_replay,2,1,2,1,0.978
cub200,m5_hybrid_replay,2,1,3,2,0.976
cub200,m5_hybrid_replay,2,1,4,3,0.97
cub200,m5_hybrid_replay,2,1,5,4,0.962
cub200,m5_hybrid_replay,2,1,6,5,0.956
cub200,m5_hybrid_replay,2,1,7,6,0.962
cub200,m5_hybrid_replay,2,1,8,7,0.946
cub200,m5_hybrid_replay,2,1,9,8,0.94
cub200,m5_hybrid_replay,2,2,2,0,0.396
cub200,m5_hybrid_replay,2,2,3,1,0.904
cub200,m5_hybrid_replay,2,2,4,2,0.858
cub200,m5_hybrid_replay,2,2,5,3,0.836
cub200,m5_hybrid_replay,2,2,6,4,0.798
cub200,m5_hybrid_replay,2,2,7,5,0.8
cub200,m5_hybrid_replay,2,2,8,6,0.778
cub200,m5_hybrid_replay,2,2,9,7,0.77
cub200,m5_hybrid_replay,2,3,3,0,0.23340040241448692
cub200,m5_hybrid_replay,2,3,4,1,0.8209255533199196
cub200,m5_hybrid_replay,2,3,5,2,0.7847082494969819
cub200,m5_hybrid_replay,2,3,6,3,0.738430583501006
cub200,m5_hybrid_replay,2,3,7,4,0.7364185110663984
cub200,m5_hybrid_replay,2,3,8,5,0.7364185110663984
cub200,m5_hybrid_replay,2,3,9,6,0.7183098591549296
cub200,m5_hybrid_replay,2,4,4,0,0.236
cub200,m5_hybrid_replay,2,4,5,1,0.816
cub200,m5_hybrid_replay,2,4,6,2,0.768
cub200,m5_hybrid_replay,2,4,7,3,0.776
cub200,m5_hybrid_replay,2,4,8,4,0.818
cub200,m5_hybrid_replay,2,4,9,5,0.83
cub200,m5_hybrid_replay,2,5,5,0,0.218
cub200,m5_hybrid_replay,2,5,6,1,0.89
cub200,m5_hybrid_replay,2,5,7,2,0.894
cub200,m5_hybrid_replay,2,5,8,3,0.91
cub200,m5_hybrid_replay,2,5,9,4,0.914
cub200,m5_hybrid_replay,2,6,6,0,0.224
cub200,m5_hybrid_replay,2,6,7,1,0.818
cub200,m5_hybrid_replay,2,6,8,2,0.82
cub200,m5_hybrid_replay,2,6,9,3,0.8
cub200,m5_hybrid_replay,2,7,7,0,0.036072144288577156
cub200,m5_hybrid_replay,2,7,8,1,0.6913827655310621
cub200,m5_hybrid_replay,2,7,9,2,0.6633266533066132
cub200,m5_hybrid_replay,2,8,8,0,0.02404809619238477
cub200,m5_hybrid_replay,2,8,9,1,0.7695390781563126
cub200,m5_hybrid_replay,2,9,9,0,0.022044088176352707
cub200,m5_hybrid_replay,3,0,0,0,0.892
cub200,m5_hybrid_replay,3,0,1,1,0.884
cub200,m5_hybrid_replay,3,0,2,2,0.886
cub200,m5_hybrid_replay,3,0,3,3,0.906
cub200,m5_hybrid_replay,3,0,4,4,0.912
cub200,m5_hybrid_replay,3,0,5,5,0.914
cub200,m5_hybrid_replay,3,0,6,6,0.892
cub200,m5_hybrid_replay,3,0,7,7,0.896
cub200,m5_hybrid_replay,3,0,8,8,0.886
cub200,m5_hybrid_replay,3,0,9,9,0.874
cub200,m5_hybrid_replay,3,1,1,0,0.428
cub200,m5_hybrid_replay,3,1,2,1,0.876
cub200,m5_hybrid_replay,3,1,3,2,0.89
cub200,m5_hybrid_replay,3,1,4,3,0.852
cub200,m5_hybrid_replay,3,1,5,4,0.854
cub200,m5_hybrid_replay,3,1,6,5,0.856
cub200,m5_hybrid_replay,3,1,7,6,0.866
cub200,m5_hybrid_replay,3,1,8,7,0.886
cub200,m5_hybrid_replay,3,1,9,8,0.892
cub200,m5_hybrid_replay,3,2,2,0,0.5290581162324649
cub200,m5_hybrid_replay,3,2,3,1,0.8577154308617234
cub200,m5_hybrid_replay,3,2,4,2,0.8517034068136272
cub200,m5_hybrid_replay,3,2,5,3,0.8857715430861723
cub200,m5_hybrid_replay,3,2,6,4,0.9078156312625251
cub200,m5_hybrid_replay,3,2,7,5,0.9098196392785571
cub200,m5_hybrid_replay,3,2,8,6,0.9098196392785571
cub200,m5_hybrid_replay,3,2,9,7,0.9158316633266533
cub200,m5_hybrid_replay,3,3,3,0,0.3815261044176707
cub200,m5_hybrid_replay,3,3,4,1,0.8995983935742972
cub200,m5_hybrid_replay,3,3,5,2,0.9216867469879518
cub200,m5_hybrid_replay,3,3,6,3,0.8835341365461847
cub200,m5_hybrid_replay,3,3,7,4,0.8734939759036144
cub200,m5_hybrid_replay,3,3,8,5,0.8755020080321285
cub200,m5_hybrid_replay,3,3,9,6,0.8734939759036144
cub200,m5_hybrid_replay,3,4,4,0,0.164
cub200,m5_hybrid_replay,3,4,5,1,0.84
cub200,m5_hybrid_replay,3,4,6,2,0.858
cub200,m5_hybrid_replay,3,4,7,3,0.824
cub200,m5_hybrid_replay,3,4,8,4,0.82
cub200,m5_hybrid_replay,3,4,9,5,0.78
cub200,m5_hybrid_replay,3,5,5,0,0.03
cub200,m5_hybrid_replay,3,5,6,1,0.778
cub200,m5_hybrid_replay,3,5,7,2,0.81
cub200,m5_hybrid_replay,3,5,8,3,0.834
cub200,m5_hybrid_replay,3,5,9,4,0.768
cub200,m5_hybrid_replay,3,6,6,0,0.16633266533066132
cub200,m5_hybrid_replay,3,6,7,1,0.7915831663326653
cub200,m5_hybrid_replay,3,6,8,2,0.8016032064128257
cub200,m5_hybrid_replay,3,6,9,3,0.8336673346693386
cub200,m5_hybrid_replay,3,7,7,0,0.124
cub200,m5_hybrid_replay,3,7,8,1,0.846
cub200,m5_hybrid_replay,3,7,9,2,0.846
cub200,m5_hybrid_replay,3,8,8,0,0.05811623246492986
cub200,m5_hybrid_replay,3,8,9,1,0.6933867735470942
cub200,m5_hybrid_replay,3,9,9,0,0.1683366733466934
cub200,m5_hybrid_replay,4,0,0,0,0.918
cub200,m5_hybrid_replay,4,0,1,1,0.936
cub200,m5_hybrid_replay,4,0,2,2,0.878
cub200,m5_hybrid_replay,4,0,3,3,0.864
cub200,m5_hybrid_replay,4,0,4,4,0.784
cub200,m5_hybrid_replay,4,0,5,5,0.784
cub200,m5_hybrid_replay,4,0,6,6,0.776
cub200,m5_hybrid_replay,4,0,7,7,0.776
cub200,m5_hybrid_replay,4,0,8,8,0.778
cub200,m5_hybrid_replay,4,0,9,9,0.8
cub200,m5_hybrid_replay,4,1,1,0,0.506
cub200,m5_hybrid_replay,4,1,2,1,0.946
cub200,m5_hybrid_replay,4,1,3,2,0.948
cub200,m5_hybrid_replay,4,1,4,3,0.922
cub200,m5_hybrid_replay,4,1,5,4,0.854
cub200,m5_hybrid_replay,4,1,6,5,0.878
cub200,m5_hybrid_replay,4,1,7,6,0.898
cub200,m5_hybrid_replay,4,1,8,7,0.88
cub200,m5_hybrid_replay,4,1,9,8,0.846
cub200,m5_hybrid_replay,4,2,2,0,0.344
cub200,m5_hybrid_replay,4,2,3,1,0.942
cub200,m5_hybrid_replay,4,2,4,2,0.926
cub200,m5_hybrid_replay,4,2,5,3,0.914
cub200,m5_hybrid_replay,4,2,6,4,0.9
cub200,m5_hybrid_replay,4,2,7,5,0.92
cub200,m5_hybrid_replay,4,2,8,6,0.896
cub200,m5_hybrid_replay,4,2,9,7,0.904
cub200,m5_hybrid_replay,4,3,3,0,0.36072144288577157
cub200,m5_hybrid_replay,4,3,4,1,0.9178356713426854
cub200,m5_hybrid_replay,4,3,5,2,0.8877755511022044
cub200,m5_hybrid_replay,4,3,6,3,0.8897795591182365
cub200,m5_hybrid_replay,4,3,7,4,0.8877755511022044
cub200,m5_hybrid_replay,4,3,8,5,0.875751503006012
cub200,m5_hybrid_replay,4,3,9,6,0.8697394789579158
cub200,m5_hybrid_replay,4,4,4,0,0.222
cub200,m5_hybrid_replay,4,4,5,1,0.894
cub200,m5_hybrid_replay,4,4,6,2,0.932
cub200,m5_hybrid_replay,4,4,7,3,0.932
cub200,m5_hybrid_replay,4,4,8,4,0.934
cub200,m5_hybrid_replay,4,4,9,5,0.926
cub200,m5_hybrid_replay,4,5,5,0,0.26104417670682734
cub200,m5_hybrid_replay,4,5,6,1,0.891566265060241
cub200,m5_hybrid_replay,4,5,7,2,0.891566265060241
cub200,m5_hybrid_replay,4,5,8,3,0.8855421686746988
cub200,m5_hybrid_replay,4,5,9,4,0.8012048192771084
cub200,m5_hybrid_replay,4,6,6,0,0.136
cub200,m5_hybrid_replay,4,6,7,1,0.666
cub200,m5_hybrid_replay,4,6,8,2,0.64
cub200,m5_hybrid_replay,4,6,9,3,0.696
cub200,m5_hybrid_replay,4,7,7,0,0.03413654618473896
cub200,m5_hybrid_replay,4,7,8,1,0.6726907630522089
cub200,m5_hybrid_replay,4,7,9,2,0.7028112449799196
cub200,m5_hybrid_replay,4,8,8,0,0.044
cub200,m5_hybrid_replay,4,8,9,1,0.804
cub200,m5_hybrid_replay,4,9,9,0,0.0781563126252505
cub200,m8_analytic,0,0,0,0,1.0
cub200,m8_analytic,0,0,1,1,1.0
cub200,m8_analytic,0,0,2,2,1.0
cub200,m8_analytic,0,0,3,3,0.998
cub200,m8_analytic,0,0,4,4,0.996
cub200,m8_analytic,0,0,5,5,0.986
cub200,m8_analytic,0,0,6,6,0.982
cub200,m8_analytic,0,0,7,7,0.978
cub200,m8_analytic,0,0,8,8,0.974
cub200,m8_analytic,0,0,9,9,0.97
cub200,m8_analytic,0,1,1,0,1.0
cub200,m8_analytic,0,1,2,1,0.9979919678714859
cub200,m8_analytic,0,1,3,2,0.9959839357429718
cub200,m8_analytic,0,1,4,3,0.9879518072289156
cub200,m8_analytic,0,1,5,4,0.9879518072289156
cub200,m8_analytic,0,1,6,5,0.9839357429718876
cub200,m8_analytic,0,1,7,6,0.9779116465863453
cub200,m8_analytic,0,1,8,7,0.9759036144578314
cub200,m8_analytic,0,1,9,8,0.9738955823293173
cub200,m8_analytic,0,2,2,0,1.0
cub200,m8_analytic,0,2,3,1,0.996
cub200,m8_analytic,0,2,4,2,0.992
cub200,m8_analytic,0,2,5,3,0.99
cub200,m8_analytic,0,2,6,4,0.986
cub200,m8_analytic,0,2,7,5,0.976
cub200,m8_analytic,0,2,8,6,0.976
cub200,m8_analytic,0,2,9,7,0.974
cub200,m8_analytic,0,3,3,0,0.994
cub200,m8_analytic,0,3,4,1,0.994
cub200,m8_analytic,0,3,5,2,0.992
cub200,m8_analytic,0,3,6,3,0.988
cub200,m8_analytic,0,3,7,4,0.976
cub200,m8_analytic,0,3,8,5,0.976
cub200,m8_analytic,0,3,9,6,0.972
cub200,m8_analytic,0,4,4,0,0.99
cub200,m8_analytic,0,4,5,1,0.986
cub200,m8_analytic,0,4,6,2,0.982
cub200,m8_analytic,0,4,7,3,0.974
cub200,m8_analytic,0,4,8,4,0.972
cub200,m8_analytic,0,4,9,5,0.968
cub200,m8_analytic,0,5,5,0,0.9819639278557114
cub200,m8_analytic,0,5,6,1,0.9759519038076152
cub200,m8_analytic,0,5,7,2,0.9719438877755511
cub200,m8_analytic,0,5,8,3,0.9659318637274549
cub200,m8_analytic,0,5,9,4,0.9599198396793587
cub200,m8_analytic,0,6,6,0,0.9859719438877755
cub200,m8_analytic,0,6,7,1,0.9839679358717435
cub200,m8_analytic,0,6,8,2,0.9839679358717435
cub200,m8_analytic,0,6,9,3,0.9859719438877755
cub200,m8_analytic,0,7,7,0,0.994
cub200,m8_analytic,0,7,8,1,0.984
cub200,m8_analytic,0,7,9,2,0.976
cub200,m8_analytic,0,8,8,0,0.992
cub200,m8_analytic,0,8,9,1,0.99
cub200,m8_analytic,0,9,9,0,0.9678714859437751
cub200,m8_analytic,1,0,0,0,1.0
cub200,m8_analytic,1,0,1,1,1.0
cub200,m8_analytic,1,0,2,2,0.9979959919839679
cub200,m8_analytic,1,0,3,3,0.9979959919839679
cub200,m8_analytic,1,0,4,4,0.9979959919839679
cub200,m8_analytic,1,0,5,5,0.9959919839679359
cub200,m8_analytic,1,0,6,6,0.9959919839679359
cub200,m8_analytic,1,0,7,7,0.9919839679358717
cub200,m8_analytic,1,0,8,8,0.9919839679358717
cub200,m8_analytic,1,0,9,9,0.9899799599198397
cub200,m8_analytic,1,1,1,0,1.0
cub200,m8_analytic,1,1,2,1,1.0
cub200,m8_analytic,1,1,3,2,0.996
cub200,m8_analytic,1,1,4,3,0.994
cub200,m8_analytic,1,1,5,4,0.992
cub200,m8_analytic,1,1,6,5,0.986
cub200,m8_analytic,1,1,7,6,0.98
cub200,m8_analytic,1,1,8,7,0.972
cub200,m8_analytic,1,1,9,8,0.962
cub200,m8_analytic,1,2,2,0,0.9959839357429718
cub200,m8_analytic,1,2,3,1,0.9939759036144579
cub200,m8_analytic,1,2,4,2,0.9899598393574297
cub200,m8_analytic,1,2,5,3,0.9879518072289156
cub200,m8_analytic,1,2,6,4,0.9859437751004017
cub200,m8_analytic,1,2,7,5,0.9819277108433735
cub200,m8_analytic,1,2,8,6,0.9779116465863453
cub200,m8_analytic,1,2,9,7,0.9738955823293173
cub200,m8_analytic,1,3,3,0,0.9959919839679359
cub200,m8_analytic,1,3,4,1,0.9879759519038076
cub200,m8_analytic,1,3,5,2,0.9859719438877755
cub200,m8_analytic,1,3,6,3,0.9779559118236473
cub200,m8_analytic,1,3,7,4,0.9719438877755511
cub200,m8_analytic,1,3,8,5,0.9679358717434869
cub200,m8_analytic,1,3,9,6,0.9639278557114228
cub200,m8_analytic,1,4,4,0,0.996
cub200,m8_analytic,1,4,5,1,0.99
cub200,m8_analytic,1,4,6,2,0.986
cub200,m8_analytic,1,4,7,3,0.984
cub200,m8_analytic,1,4,8,4,0.98
cub200,m8_analytic,1,4,9,5,0.978
cub200,m8_analytic,1,5,5,0,0.982
cub200,m8_analytic,1,5,6,1,0.98
cub200,m8_analytic,1,5,7,2,0.976
cub200,m8_analytic,1,5,8,3,0.972
cub200,m8_analytic,1,5,9,4,0.972
cub200,m8_analytic,1,6,6,0,0.976
cub200,m8_analytic,1,6,7,1,0.974
cub200,m8_analytic,1,6,8,2,0.968
cub200,m8_analytic,1,6,9,3,0.968
cub200,m8_analytic,1,7,7,0,0.9819639278557114
cub200,m8_analytic,1,7,8,1,0.9759519038076152
cub200,m8_analytic,1,7,9,2,0.9759519038076152
cub200,m8_analytic,1,8,8,0,0.9679358717434869
cub200,m8_analytic,1,8,9,1,0.9659318637274549
cub200,m8_analytic,1,9,9,0,0.988
cub200,m8_analytic,2,0,0,0,1.0
cub200,m8_analytic,2,0,1,1,1.0
cub200,m8_analytic,2,0,2,2,1.0
cub200,m8_analytic,2,0,3,3,0.996
cub200,m8_analytic,2,0,4,4,0.99
cub200,m8_analytic,2,0,5,5,0.986
cub200,m8_analytic,2,0,6,6,0.976
cub200,m8_analytic,2,0,7,7,0.968
cub200,m8_analytic,2,0,8,8,0.958
cub200,m8_analytic,2,0,9,9,0.952
cub200,m8_analytic,2,1,1,0,1.0
cub200,m8_analytic,2,1,2,1,1.0
cub200,m8_analytic,2,1,3,2,0.998
cub200,m8_analytic,2,1,4,3,0.994
cub200,m8_analytic,2,1,5,4,0.992
cub200,m8_analytic,2,1,6,5,0.988
cub200,m8_analytic,2,1,7,6,0.986
cub200,m8_analytic,2,1,8,7,0.98
cub200,m8_analytic,2,1,9,8,0.976
cub200,m8_analytic,2,2,2,0,0.998
cub200,m8_analytic,2,2,3,1,0.994
cub200,m8_analytic,2,2,4,2,0.992
cub200,m8_analytic,2,2,5,3,0.992
cub200,m8_analytic,2,2,6,4,0.992
cub200,m8_analytic,2,2,7,5,0.988
cub200,m8_analytic,2,2,8,6,0.984
cub200,m8_analytic,2,2,9,7,0.982
cub200,m8_analytic,2,3,3,0,1.0
cub200,m8_analytic,2,3,4,1,0.9979879275653923
cub200,m8_analytic,2,3,5,2,0.9959758551307847
cub200,m8_analytic,2,3,6,3,0.993963782696177
cub200,m8_analytic,2,3,7,4,0.9899396378269618
cub200,m8_analytic,2,3,8,5,0.9899396378269618
cub200,m8_analytic,2,3,9,6,0.9859154929577465
cub200,m8_analytic,2,4,4,0,0.99
cub200,m8_analytic,2,4,5,1,0.982
cub200,m8_analytic,2,4,6,2,0.98
cub200,m8_analytic,2,4,7,3,0.976
