dataset,method,seed,task_k,task_T,elapsed,acc
cub200,m8_analytic,2,4,8,4,0.97
cub200,m8_analytic,2,4,9,5,0.966
cub200,m8_analytic,2,5,5,0,0.996
cub200,m8_analytic,2,5,6,1,0.996
cub200,m8_analytic,2,5,7,2,0.994
cub200,m8_analytic,2,5,8,3,0.994
cub200,m8_analytic,2,5,9,4,0.992
cub200,m8_analytic,2,6,6,0,0.98
cub200,m8_analytic,2,6,7,1,0.974
cub200,m8_analytic,2,6,8,2,0.97
cub200,m8_analytic,2,6,9,3,0.968
cub200,m8_analytic,2,7,7,0,0.9839679358717435
cub200,m8_analytic,2,7,8,1,0.9779559118236473
cub200,m8_analytic,2,7,9,2,0.9679358717434869
cub200,m8_analytic,2,8,8,0,0.9859719438877755
cub200,m8_analytic,2,8,9,1,0.9819639278557114
cub200,m8_analytic,2,9,9,0,0.9659318637274549
cub200,m8_analytic,3,0,0,0,1.0
cub200,m8_analytic,3,0,1,1,1.0
cub200,m8_analytic,3,0,2,2,1.0
cub200,m8_analytic,3,0,3,3,0.994
cub200,m8_analytic,3,0,4,4,0.99
cub200,m8_analytic,3,0,5,5,0.99
cub200,m8_analytic,3,0,6,6,0.986
cub200,m8_analytic,3,0,7,7,0.982
cub200,m8_analytic,3,0,8,8,0.978
cub200,m8_analytic,3,0,9,9,0.98
cub200,m8_analytic,3,1,1,0,1.0
cub200,m8_analytic,3,1,2,1,1.0
cub200,m8_analytic,3,1,3,2,0.994
cub200,m8_analytic,3,1,4,3,0.992
cub200,m8_analytic,3,1,5,4,0.988
cub200,m8_analytic,3,1,6,5,0.98
cub200,m8_analytic,3,1,7,6,0.976
cub200,m8_analytic,3,1,8,7,0.976
cub200,m8_analytic,3,1,9,8,0.97
cub200,m8_analytic,3,2,2,0,1.0
cub200,m8_analytic,3,2,3,1,0.9939879759519038
cub200,m8_analytic,3,2,4,2,0.9919839679358717
cub200,m8_analytic,3,2,5,3,0.9859719438877755
cub200,m8_analytic,3,2,6,4,0.9799599198396793
cub200,m8_analytic,3,2,7,5,0.9799599198396793
cub200,m8_analytic,3,2,8,6,0.9759519038076152
cub200,m8_analytic,3,2,9,7,0.9739478957915831
cub200,m8_analytic,3,3,3,0,0.9959839357429718
cub200,m8_analytic,3,3,4,1,0.9939759036144579
cub200,m8_analytic,3,3,5,2,0.9879518072289156
cub200,m8_analytic,3,3,6,3,0.9859437751004017
cub200,m8_analytic,3,3,7,4,0.9839357429718876
cub200,m8_analytic,3,3,8,5,0.9779116465863453
cub200,m8_analytic,3,3,9,6,0.9759036144578314
cub200,m8_analytic,3,4,4,0,0.994
cub200,m8_analytic,3,4,5,1,0.992
cub200,m8_analytic,3,4,6,2,0.99
cub200,m8_analytic,3,4,7,3,0.986
cub200,m8_analytic,3,4,8,4,0.984
cub200,m8_analytic,3,4,9,5,0.982
cub200,m8_analytic,3,5,5,0,0.986
cub200,m8_analytic,3,5,6,1,0.984
cub200,m8_analytic,3,5,7,2,0.976
cub200,m8_analytic,3,5,8,3,0.974
cub200,m8_analytic,3,5,9,4,0.97
cub200,m8_analytic,3,6,6,0,0.9919839679358717
cub200,m8_analytic,3,6,7,1,0.9839679358717435
cub200,m8_analytic,3,6,8,2,0.9819639278557114
cub200,m8_analytic,3,6,9,3,0.9819639278557114
cub200,m8_analytic,3,7,7,0,0.99
cub200,m8_analytic,3,7,8,1,0.984
cub200,m8_analytic,3,7,9,2,0.982
cub200,m8_analytic,3,8,8,0,0.9719438877755511
cub200,m8_analytic,3,8,9,1,0.9719438877755511
cub200,m8_analytic,3,9,9,0,0.9498997995991983
cub200,m8_analytic,4,0,0,0,1.0
cub200,m8_analytic,4,0,1,1,1.0
cub200,m8_analytic,4,0,2,2,0.998
cub200,m8_analytic,4,0,3,3,0.996
cub200,m8_analytic,4,0,4,4,0.996
cub200,m8_analytic,4,0,5,5,0.994
cub200,m8_analytic,4,0,6,6,0.988
cub200,m8_analytic,4,0,7,7,0.98
cub200,m8_analytic,4,0,8,8,0.976
cub200,m8_analytic,4,0,9,9,0.974
cub200,m8_analytic,4,1,1,0,1.0
cub200,m8_analytic,4,1,2,1,1.0
cub200,m8_analytic,4,1,3,2,0.998
cub200,m8_analytic,4,1,4,3,0.996
cub200,m8_analytic,4,1,5,4,0.994
cub200,m8_analytic,4,1,6,5,0.988
cub200,m8_analytic,4,1,7,6,0.986
cub200,m8_analytic,4,1,8,7,0.986
cub200,m8_analytic,4,1,9,8,0.986
cub200,m8_analytic,4,2,2,0,1.0
cub200,m8_analytic,4,2,3,1,0.998
cub200,m8_analytic,4,2,4,2,0.992
cub200,m8_analytic,4,2,5,3,0.988
cub200,m8_analytic,4,2,6,4,0.986
cub200,m8_analytic,4,2,7,5,0.986
cub200,m8_analytic,4,2,8,6,0.98
cub200,m8_analytic,4,2,9,7,0.98
cub200,m8_analytic,4,3,3,0,0.9979959919839679
cub200,m8_analytic,4,3,4,1,0.9979959919839679
cub200,m8_analytic,4,3,5,2,0.9959919839679359
cub200,m8_analytic,4,3,6,3,0.9879759519038076
cub200,m8_analytic,4,3,7,4,0.9819639278557114
cub200,m8_analytic,4,3,8,5,0.9799599198396793
cub200,m8_analytic,4,3,9,6,0.9759519038076152
cub200,m8_analytic,4,4,4,0,0.992
cub200,m8_analytic,4,4,5,1,0.99
cub200,m8_analytic,4,4,6,2,0.984
cub200,m8_analytic,4,4,7,3,0.978
cub200,m8_analytic,4,4,8,4,0.974
cub200,m8_analytic,4,4,9,5,0.972
cub200,m8_analytic,4,5,5,0,0.9899598393574297
cub200,m8_analytic,4,5,6,1,0.9879518072289156
cub200,m8_analytic,4,5,7,2,0.9819277108433735
cub200,m8_analytic,4,5,8,3,0.9799196787148594
cub200,m8_analytic,4,5,9,4,0.9738955823293173
cub200,m8_analytic,4,6,6,0,0.966
cub200,m8_analytic,4,6,7,1,0.962
cub200,m8_analytic,4,6,8,2,0.962
cub200,m8_analytic,4,6,9,3,0.956
cub200,m8_analytic,4,7,7,0,0.9759036144578314
cub200,m8_analytic,4,7,8,1,0.9718875502008032
cub200,m8_analytic,4,7,9,2,0.9658634538152611
cub200,m8_analytic,4,8,8,0,0.992
cub200,m8_analytic,4,8,9,1,0.99
cub200,m8_analytic,4,9,9,0,0.9639278557114228
