ablation,elapsed,auc,tpr_at_1pct_fpr,tpr_at_1pct_fpr_ci_lo,tpr_at_1pct_fpr_ci_hi,tpr_at_0.1pct_fpr,tpr_at_0.1pct_fpr_ci_lo,tpr_at_0.1pct_fpr_ci_hi,n_pos,n_neg
trajectory,0,0.5667994905911385,0.0273542425692769,0.026651989151301125,0.02806991900593005,0.006138954277732738,0.00580519114105883,0.006486812219271478,204758,204742
trajectory,1,0.5815551124173983,0.03215010252015145,0.031349529039379695,0.032965431659436634,0.0074259305466656544,0.007039076432204208,0.007828392599662755,184354,184196
trajectory,2,0.5873239674148436,0.03553178629645232,0.03464046775417483,0.03643959311583393,0.009401881597343053,0.00894016870084687,0.009881081904946031,163797,163803
trajectory,3,0.5907369281296079,0.039420273682154866,0.03841886857552151,0.040440358910009466,0.011912566781514597,0.011357392221884928,0.012487608585067403,143378,143272
trajectory,4,0.5926162162935167,0.04094874901409138,0.03984796008554366,0.042071249548263544,0.01154631127879463,0.010956714376699338,0.012159105624785081,122983,122717
trajectory,5,0.5968986606498676,0.044504889200861826,0.04325093716123786,0.04578467782501774,0.013307595566084643,0.012615259398952944,0.014027649792334526,102573,102177
trajectory,6,0.5995224089818705,0.0478656641848336,0.04641496119999515,0.04934843571605825,0.015561215163959398,0.014725461590312561,0.016431464788337204,82063,81737
trajectory,7,0.5948108482145281,0.04506772338974242,0.0434424933966825,0.04673600139137684,0.015022574463247475,0.014076559106044476,0.01601469077764226,61574,61276
trajectory,8,0.5847580475999664,0.03624281958913446,0.03445628717654914,0.038095273514377206,0.009687469574530231,0.008762962916077165,0.01068222681097153,41084,40816
trajectory,9,0.59502697798003,0.04415432008214757,0.04137924771409672,0.047059889147253196,0.012077649014718106,0.010625800634823566,0.013670557716649536,20451,20499
last_round,0,0.5667994905911385,0.0273542425692769,0.026651989151301125,0.02806991900593005,0.006138954277732738,0.00580519114105883,0.006486812219271478,204758,204742
last_round,1,0.5703504504141786,0.02961150829382601,0.0288424062947707,0.03039544868863718,0.006536337698124261,0.0061735569466616295,0.006914763808173795,184354,184196
last_round,2,0.5731422103460949,0.03343773084977136,0.03257232435937741,0.03431970216072563,0.009658296549997863,0.00919030992010321,0.010143759477452113,163797,163803
last_round,3,0.5767528855135624,0.0371814364825845,0.03620795818538114,0.03817368813826229,0.011403423119307006,0.010860249708990676,0.011966488019612344,143378,143272
last_round,4,0.5781535762089534,0.03665547270760999,0.035612110772323825,0.03772075508144969,0.010863290048218047,0.010291439094915355,0.011458377200217978,122983,122717
last_round,5,0.582485078267342,0.0396888069959931,0.03850222825864582,0.040901502957072386,0.013034619246780342,0.012349424715870121,0.01374754996823761,102573,102177
last_round,6,0.5872117114185172,0.04529446888366255,0.04388171103227827,0.04673948235092542,0.015573400923680586,0.01473732064568856,0.016443976260040006,82063,81737
last_round,7,0.5840183477947093,0.04091012440315717,0.03935910597221409,0.042504597608058164,0.013495956085360705,0.012599437657987924,0.01443874812820377,61574,61276
last_round,8,0.5769949931627493,0.03502580079836433,0.033268835225360505,0.036848870513986394,0.009176321682406776,0.008276943159443231,0.01014605561309051,41084,40816
last_round,9,0.5895098338935372,0.040389223020879175,0.037732109169499525,0.043177975990282454,0.011784264828125763,0.010350538321959483,0.013359172349176683,20451,20499
