dataset,method,family,view,quantity,elapsed,raw,raw_ci_lo,raw_ci_hi,norm,norm_ci_lo,norm_ci_hi,n_seeds
cub200,m8_analytic,F5,aggregate,leak_tpr1,0,1.0,1.0,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_tpr1,1,1.0,1.0,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_tpr1,2,1.0,1.0,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_tpr1,3,1.0,1.0,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_tpr1,4,1.0,1.0,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_tpr1,5,1.0,1.0,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_tpr1,6,1.0,1.0,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_auc,0,0.9999995708903426,0.9999931340330571,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_auc,1,0.9999995708903426,0.9999931340330571,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_auc,2,0.9999995708903426,0.9999931340330571,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_auc,3,0.9999995708903426,0.9999931340330571,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_auc,4,0.9999995708903426,0.9999931340330571,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_auc,5,0.9999995708903426,0.9999931340330571,1.0,1.0,1.0,1.0,3
cub200,m8_analytic,F5,aggregate,leak_auc,6,0.9999995708903426,0.9999931340330571,1.0,1.0,1.0,1.0,3
