dataset,method,seed,task_k,task_T,elapsed,acc,acc_train
cifar100,m8_analytic,0,0,0,0,0.978,0.996
cifar100,m8_analytic,0,0,1,1,0.954,0.97
cifar100,m8_analytic,0,0,2,2,0.938,0.953
cifar100,m8_analytic,0,0,3,3,0.929,0.9445
cifar100,m8_analytic,0,0,4,4,0.922,0.92825
cifar100,m8_analytic,0,0,5,5,0.909,0.9205
cifar100,m8_analytic,0,0,6,6,0.897,0.89425
cifar100,m8_analytic,0,0,7,7,0.887,0.88175
cifar100,m8_analytic,0,0,8,8,0.866,0.865
cifar100,m8_analytic,0,0,9,9,0.864,0.861
cifar100,m8_analytic,0,1,1,0,0.958,0.97725
cifar100,m8_analytic,0,1,2,1,0.944,0.96575
cifar100,m8_analytic,0,1,3,2,0.933,0.95475
cifar100,m8_analytic,0,1,4,3,0.925,0.94425
cifar100,m8_analytic,0,1,5,4,0.918,0.93325
cifar100,m8_analytic,0,1,6,5,0.912,0.918
cifar100,m8_analytic,0,1,7,6,0.88,0.88725
cifar100,m8_analytic,0,1,8,7,0.871,0.871
cifar100,m8_analytic,0,1,9,8,0.858,0.85225
cifar100,m8_analytic,0,2,2,0,0.939,0.95875
cifar100,m8_analytic,0,2,3,1,0.931,0.9495
cifar100,m8_analytic,0,2,4,2,0.925,0.94175
cifar100,m8_analytic,0,2,5,3,0.917,0.93475
cifar100,m8_analytic,0,2,6,4,0.91,0.9215
cifar100,m8_analytic,0,2,7,5,0.91,0.92075
cifar100,m8_analytic,0,2,8,6,0.896,0.901
cifar100,m8_analytic,0,2,9,7,0.885,0.89025
cifar100,m8_analytic,0,3,3,0,0.927,0.959
cifar100,m8_analytic,0,3,4,1,0.929,0.95375
cifar100,m8_analytic,0,3,5,2,0.919,0.946
cifar100,m8_analytic,0,3,6,3,0.907,0.93125
cifar100,m8_analytic,0,3,7,4,0.904,0.925
cifar100,m8_analytic,0,3,8,5,0.901,0.92075
cifar100,m8_analytic,0,3,9,6,0.895,0.91675
cifar100,m8_analytic,0,4,4,0,0.932,0.95175
cifar100,m8_analytic,0,4,5,1,0.907,0.92
cifar100,m8_analytic,0,4,6,2,0.897,0.91525
cifar100,m8_analytic,0,4,7,3,0.888,0.90925
cifar100,m8_analytic,0,4,8,4,0.884,0.90475
cifar100,m8_analytic,0,4,9,5,0.879,0.8995
cifar100,m8_analytic,0,5,5,0,0.941,0.94275
cifar100,m8_analytic,0,5,6,1,0.932,0.9275
cifar100,m8_analytic,0,5,7,2,0.929,0.9255
cifar100,m8_analytic,0,5,8,3,0.927,0.92325
cifar100,m8_analytic,0,5,9,4,0.922,0.92025
cifar100,m8_analytic,0,6,6,0,0.869,0.8895
cifar100,m8_analytic,0,6,7,1,0.856,0.883
cifar100,m8_analytic,0,6,8,2,0.846,0.878
cifar100,m8_analytic,0,6,9,3,0.844,0.873
cifar100,m8_analytic,0,7,7,0,0.921,0.92275
cifar100,m8_analytic,0,7,8,1,0.918,0.91875
cifar100,m8_analytic,0,7,9,2,0.911,0.911
cifar100,m8_analytic,0,8,8,0,0.838,0.8415
cifar100,m8_analytic,0,8,9,1,0.835,0.8345
cifar100,m8_analytic,0,9,9,0,0.94,0.95025
cifar100,m8_analytic,1,0,0,0,0.986,0.9965
cifar100,m8_analytic,1,0,1,1,0.976,0.987
cifar100,m8_analytic,1,0,2,2,0.96,0.973
cifar100,m8_analytic,1,0,3,3,0.955,0.96625
cifar100,m8_analytic,1,0,4,4,0.948,0.96125
cifar100,m8_analytic,1,0,5,5,0.918,0.93975
cifar100,m8_analytic,1,0,6,6,0.909,0.9305
cifar100,m8_analytic,1,0,7,7,0.9,0.9195
cifar100,m8_analytic,1,0,8,8,0.881,0.906
cifar100,m8_analytic,1,0,9,9,0.879,0.90375
cifar100,m8_analytic,1,1,1,0,0.96,0.9845
cifar100,m8_analytic,1,1,2,1,0.949,0.96475
cifar100,m8_analytic,1,1,3,2,0.941,0.9525
cifar100,m8_analytic,1,1,4,3,0.938,0.942
cifar100,m8_analytic,1,1,5,4,0.929,0.931
cifar100,m8_analytic,1,1,6,5,0.913,0.9205
cifar100,m8_analytic,1,1,7,6,0.906,0.9145
cifar100,m8_analytic,1,1,8,7,0.908,0.90925
cifar100,m8_analytic,1,1,9,8,0.901,0.90125
cifar100,m8_analytic,1,2,2,0,0.896,0.9355
cifar100,m8_analytic,1,2,3,1,0.878,0.916
cifar100,m8_analytic,1,2,4,2,0.867,0.898
cifar100,m8_analytic,1,2,5,3,0.86,0.888
cifar100,m8_analytic,1,2,6,4,0.849,0.882
cifar100,m8_analytic,1,2,7,5,0.835,0.86525
cifar100,m8_analytic,1,2,8,6,0.82,0.84775
cifar100,m8_analytic,1,2,9,7,0.806,0.833
cifar100,m8_analytic,1,3,3,0,0.917,0.928
cifar100,m8_analytic,1,3,4,1,0.902,0.91125
cifar100,m8_analytic,1,3,5,2,0.895,0.902
cifar100,m8_analytic,1,3,6,3,0.887,0.89525
cifar100,m8_analytic,1,3,7,4,0.887,0.89075
cifar100,m8_analytic,1,3,8,5,0.881,0.88475
cifar100,m8_analytic,1,3,9,6,0.88,0.8825
cifar100,m8_analytic,1,4,4,0,0.931,0.94
cifar100,m8_analytic,1,4,5,1,0.923,0.9335
cifar100,m8_analytic,1,4,6,2,0.914,0.9265
cifar100,m8_analytic,1,4,7,3,0.898,0.91525
cifar100,m8_analytic,1,4,8,4,0.894,0.90875
cifar100,m8_analytic,1,4,9,5,0.888,0.8945
cifar100,m8_analytic,1,5,5,0,0.922,0.9255
cifar100,m8_analytic,1,5,6,1,0.913,0.9125
cifar100,m8_analytic,1,5,7,2,0.91,0.9065
cifar100,m8_analytic,1,5,8,3,0.897,0.892
cifar100,m8_analytic,1,5,9,4,0.89,0.88
cifar100,m8_analytic,1,6,6,0,0.9,0.90075
cifar100,m8_analytic,1,6,7,1,0.894,0.89425
cifar100,m8_analytic,1,6,8,2,0.893,0.889
cifar100,m8_analytic,1,6,9,3,0.887,0.88625
cifar100,m8_analytic,1,7,7,0,0.924,0.93625
cifar100,m8_analytic,1,7,8,1,0.917,0.92625
cifar100,m8_analytic,1,7,9,2,0.913,0.9225
cifar100,m8_analytic,1,8,8,0,0.886,0.89625
cifar100,m8_analytic,1,8,9,1,0.877,0.8865
cifar100,m8_analytic,1,9,9,0,0.912,0.9185
cifar100,m8_analytic,2,0,0,0,0.978,0.999
cifar100,m8_analytic,2,0,1,1,0.964,0.98775
cifar100,m8_analytic,2,0,2,2,0.962,0.9785
cifar100,m8_analytic,2,0,3,3,0.949,0.957
cifar100,m8_analytic,2,0,4,4,0.94,0.94375
cifar100,m8_analytic,2,0,5,5,0.929,0.9335
cifar100,m8_analytic,2,0,6,6,0.926,0.928
cifar100,m8_analytic,2,0,7,7,0.919,0.922
cifar100,m8_analytic,2,0,8,8,0.915,0.917
cifar100,m8_analytic,2,0,9,9,0.894,0.89225
cifar100,m8_analytic,2,1,1,0,0.963,0.9805
cifar100,m8_analytic,2,1,2,1,0.944,0.95925
cifar100,m8_analytic,2,1,3,2,0.93,0.94625
cifar100,m8_analytic,2,1,4,3,0.928,0.941
cifar100,m8_analytic,2,1,5,4,0.925,0.938
cifar100,m8_analytic,2,1,6,5,0.926,0.9355
cifar100,m8_analytic,2,1,7,6,0.91,0.91925
cifar100,m8_analytic,2,1,8,7,0.906,0.915
cifar100,m8_analytic,2,1,9,8,0.904,0.9105
cifar100,m8_analytic,2,2,2,0,0.916,0.943
cifar100,m8_analytic,2,2,3,1,0.909,0.9295
cifar100,m8_analytic,2,2,4,2,0.878,0.89125
cifar100,m8_analytic,2,2,5,3,0.867,0.88175
cifar100,m8_analytic,2,2,6,4,0.858,0.87175
cifar100,m8_analytic,2,2,7,5,0.847,0.86125
cifar100,m8_analytic,2,2,8,6,0.84,0.85
cifar100,m8_analytic,2,2,9,7,0.825,0.83525
cifar100,m8_analytic,2,3,3,0,0.927,0.953
cifar100,m8_analytic,2,3,4,1,0.903,0.93075
cifar100,m8_analytic,2,3,5,2,0.894,0.923
cifar100,m8_analytic,2,3,6,3,0.878,0.89775
cifar100,m8_analytic,2,3,7,4,0.865,0.88425
cifar100,m8_analytic,2,3,8,5,0.857,0.87575
cifar100,m8_analytic,2,3,9,6,0.841,0.86125
cifar100,m8_analytic,2,4,4,0,0.919,0.93
cifar100,m8_analytic,2,4,5,1,0.882,0.888
cifar100,m8_analytic,2,4,6,2,0.884,0.88475
cifar100,m8_analytic,2,4,7,3,0.872,0.873
cifar100,m8_analytic,2,4,8,4,0.868,0.86775
