dataset,unit,eps,gamma,delta,n_shadows,n_pos,n_neg,auc,tpr1,tpr1_ci_hi,bound_at_1pct_fpr,tpr01,tpr01_ci_hi,bound_at_0.1pct_fpr,audit_passed,eps_lb,threshold,direction,thresholds,tpr_lo,fpr_hi,interval_scope
cifar100,U1,1.0,1.0,1e-05,1024,51325,51175,0.4996744287138271,0.009547004383828543,0.010426342843852649,0.027192818284590452,0.0008377983438869947,0.0011283448194833905,0.0027282818284590452,1,0.0,-95563.03365401074,TPR/FPR,102500,0.9999416338071513,0.9999989976889364,one-sided 95% Clopper-Pearson pointwise; threshold maximum is not a simultaneous certificate
