dataset,backbone,n_per_class,ref_quality,class,trial,anisotropy_ratio,mean_cos,median_cos,frac_above_0.8,n_records,ref_pool_size
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,141,9,34.03062132603117,0.5120132785970206,0.5120132785970206,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,129,10,34.03062132603117,0.6122962460146881,0.6122962460146881,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,90,11,34.03062132603117,0.5416154897807031,0.5416154897807031,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,52,12,34.03062132603117,0.5903000210246693,0.5903000210246693,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,48,13,34.03062132603117,0.5211117893443933,0.5211117893443933,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,111,14,34.03062132603117,0.6325433262554754,0.6325433262554754,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,41,15,34.03062132603117,0.8418794568044782,0.8418794568044782,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,85,16,34.03062132603117,0.9838038939583117,0.9838038939583117,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,50,17,34.03062132603117,0.5520869182586216,0.5520869182586216,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,46,18,34.03062132603117,0.5674054828039334,0.5674054828039334,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,31,19,34.03062132603117,0.5047851347679986,0.5047851347679986,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,168,20,34.03062132603117,0.5095471633801913,0.5095471633801913,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,172,21,34.03062132603117,0.9990472316642147,0.9990472316642147,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,140,22,34.03062132603117,0.9990317457074416,0.9990317457074416,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,22,23,34.03062132603117,0.9999931601571668,0.9999931601571668,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_full,188,24,34.03062132603117,0.9999187746154841,0.9999187746154841,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,103,0,34.03062132603117,0.7655697848658041,0.7655697848658041,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,173,1,34.03062132603117,0.5730877732115899,0.5730877732115899,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,150,2,34.03062132603117,0.9998001583412266,0.9998001583412266,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,72,3,34.03062132603117,0.564459477408707,0.564459477408707,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,21,4,34.03062132603117,0.4254347351307699,0.4254347351307699,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,4,5,34.03062132603117,0.9995362227799123,0.9995362227799123,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,79,6,34.03062132603117,0.7610076163196805,0.7610076163196805,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,111,7,34.03062132603117,0.9999774686827694,0.9999774686827694,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,122,8,34.03062132603117,0.692647161310628,0.692647161310628,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,4,9,34.03062132603117,0.7338977669421937,0.7338977669421937,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,109,10,34.03062132603117,0.6837181389186496,0.6837181389186496,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,34,11,34.03062132603117,0.9998985688059772,0.9998985688059772,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,71,12,34.03062132603117,0.9824374449381621,0.9824374449381621,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,168,13,34.03062132603117,0.7305386420948135,0.7305386420948135,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,50,14,34.03062132603117,0.9995803015487302,0.9995803015487302,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,156,15,34.03062132603117,0.9989459158062709,0.9989459158062709,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,45,16,34.03062132603117,0.46155662048124396,0.46155662048124396,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,86,17,34.03062132603117,0.9933150974010533,0.9933150974010533,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,25,18,34.03062132603117,0.9934430817507017,0.9934430817507017,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,130,19,34.03062132603117,0.9961302312822573,0.9961302312822573,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,93,20,34.03062132603117,0.9952175946865942,0.9952175946865942,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,42,21,34.03062132603117,0.9999836504697275,0.9999836504697275,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,72,22,34.03062132603117,0.7576820972584768,0.7576820972584768,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,155,23,34.03062132603117,0.8292268796042774,0.8292268796042774,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,clean_small_pool,60,24,34.03062132603117,0.9971973265197263,0.9971973265197263,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,130,0,34.03062132603117,0.9996353904396984,0.9996353904396984,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,32,1,34.03062132603117,0.9991649894269906,0.9991649894269906,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,76,2,34.03062132603117,0.9980176557669544,0.9980176557669544,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,23,3,34.03062132603117,0.7205061547867125,0.7205061547867125,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,8,4,34.03062132603117,0.9995453962691773,0.9995453962691773,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,147,5,34.03062132603117,0.6546471259703012,0.6546471259703012,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,170,6,34.03062132603117,0.9998975363935871,0.9998975363935871,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,72,7,34.03062132603117,0.9967336138151122,0.9967336138151122,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,67,8,34.03062132603117,0.6298756214792862,0.6298756214792862,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,175,9,34.03062132603117,0.6200855323436877,0.6200855323436877,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,189,10,34.03062132603117,0.7180057561760109,0.7180057561760109,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,57,11,34.03062132603117,0.5790341995147072,0.5790341995147072,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,89,12,34.03062132603117,0.9999623740581427,0.9999623740581427,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,22,13,34.03062132603117,0.3685655586312675,0.3685655586312675,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,173,14,34.03062132603117,0.5958892423566671,0.5958892423566671,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,119,15,34.03062132603117,0.7622479667220294,0.7622479667220294,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,37,16,34.03062132603117,0.9917965912547464,0.9917965912547464,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,172,17,34.03062132603117,0.5068018963137398,0.5068018963137398,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,56,18,34.03062132603117,0.9969084831028003,0.9969084831028003,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,102,19,34.03062132603117,0.9945728318221767,0.9945728318221767,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,177,20,34.03062132603117,0.6655553752598953,0.6655553752598953,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,159,21,34.03062132603117,0.6580433056881226,0.6580433056881226,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,3,22,34.03062132603117,0.6834413770974093,0.6834413770974093,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,77,23,34.03062132603117,0.487685600644313,0.487685600644313,0.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,2,noisy_full,188,24,34.03062132603117,0.9969397869772889,0.9969397869772889,1.0,2,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,21,0,34.03062132603117,0.8663244131547759,0.851726788458184,1.0,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,169,1,34.03062132603117,0.8241514558404799,0.8643886017702123,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,54,2,34.03062132603117,0.8570846956144891,0.8652256622521451,0.5,4,5
