key,value,ci_lo,ci_hi,unit,source_csv,row_filter,value_column,ci_lo_column,ci_hi_column,note
fx9_m9_gap_summary__cifar100__U1__0.5__gap_m9_minus_m8,-0.5177333333333333,-0.5391147228497442,-0.49635194381692244,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cifar100"", ""eps"": ""0.5"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cifar100__U1__1__gap_m9_minus_m8,-0.28729999999999994,-0.31948180990657965,-0.25511819009342024,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cifar100"", ""eps"": ""1"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cifar100__U1__2__gap_m9_minus_m8,-0.19356666666666664,-0.20080626968413598,-0.1863270636491973,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cifar100"", ""eps"": ""2"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cifar100__U1__4__gap_m9_minus_m8,-0.07280000000000002,-0.07379365508468787,-0.07180634491531217,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cifar100"", ""eps"": ""4"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cifar100__U1__8__gap_m9_minus_m8,-0.06533333333333331,-0.06788285426478231,-0.06278381240188431,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cifar100"", ""eps"": ""8"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cifar100__U1__inf__gap_m9_minus_m8,0.000200000000000052,0.00019999999999989275,0.00020000000000021124,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cifar100"", ""eps"": ""inf"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cifar100__U2__0.5__gap_m9_minus_m8,-0.8692333333333333,-0.8910772721678438,-0.8473893944988228,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cifar100"", ""eps"": ""0.5"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cifar100__U2__1__gap_m9_minus_m8,-0.8685666666666666,-0.888199738073554,-0.8489335952597792,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cifar100"", ""eps"": ""1"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cifar100__U2__2__gap_m9_minus_m8,-0.8688333333333332,-0.8855940542717298,-0.8520726123949367,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cifar100"", ""eps"": ""2"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cifar100__U2__4__gap_m9_minus_m8,-0.8677666666666667,-0.8801732704590025,-0.8553600628743309,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cifar100"", ""eps"": ""4"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cifar100__U2__8__gap_m9_minus_m8,-0.8661666666666665,-0.8726317911632868,-0.8597015421700462,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cifar100"", ""eps"": ""8"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cifar100__U2__inf__gap_m9_minus_m8,-0.0028999999999999395,-0.005721438076640269,-7.856192335960925e-05,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cifar100"", ""eps"": ""inf"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cub200__U1__0.5__gap_m9_minus_m8,-0.8634166232040078,-0.8715761833942973,-0.8552570630137183,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cub200"", ""eps"": ""0.5"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cub200__U1__1__gap_m9_minus_m8,-0.8539301956157965,-0.8705998418574734,-0.8372605493741196,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cub200"", ""eps"": ""1"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cub200__U1__2__gap_m9_minus_m8,-0.8209982831304101,-0.8472225708530707,-0.7947739954077495,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cub200"", ""eps"": ""2"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cub200__U1__4__gap_m9_minus_m8,-0.7830602361839943,-0.806064620793715,-0.7600558515742737,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cub200"", ""eps"": ""4"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cub200__U1__8__gap_m9_minus_m8,-0.710165262474864,-0.7450076005012719,-0.6753229244484561,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cub200"", ""eps"": ""8"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cub200__U1__inf__gap_m9_minus_m8,-0.003481911520928397,-0.0035536499557001352,-0.003410173086156659,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cub200"", ""eps"": ""inf"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cub200__U2__0.5__gap_m9_minus_m8,-0.8681252193174612,-0.8706427598197112,-0.8656076788152113,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cub200"", ""eps"": ""0.5"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cub200__U2__1__gap_m9_minus_m8,-0.8677333054380286,-0.8718819253798958,-0.8635846854961614,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cub200"", ""eps"": ""1"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cub200__U2__2__gap_m9_minus_m8,-0.8659847042147993,-0.8755772247687256,-0.8563921836608731,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cub200"", ""eps"": ""2"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cub200__U2__4__gap_m9_minus_m8,-0.8653385009443623,-0.8750795565525991,-0.8555974453361255,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cub200"", ""eps"": ""4"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cub200__U2__8__gap_m9_minus_m8,-0.8639561751941692,-0.8739023657227976,-0.8540099846655409,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cub200"", ""eps"": ""8"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__cub200__U2__inf__gap_m9_minus_m8,-0.023820291757694328,-0.03438398737664549,-0.013256596138743167,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""cub200"", ""eps"": ""inf"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__imagenet_r__U1__0.5__gap_m9_minus_m8,-0.6204587194243752,-0.6239561455531144,-0.6169612932956361,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""imagenet_r"", ""eps"": ""0.5"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__imagenet_r__U1__1__gap_m9_minus_m8,-0.5531144722536228,-0.584957896658505,-0.5212710478487406,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""imagenet_r"", ""eps"": ""1"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__imagenet_r__U1__2__gap_m9_minus_m8,-0.4322311266401257,-0.44586581851475604,-0.41859643476549535,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""imagenet_r"", ""eps"": ""2"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__imagenet_r__U1__4__gap_m9_minus_m8,-0.3111710483896928,-0.32007226156207963,-0.30226983521730594,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""imagenet_r"", ""eps"": ""4"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__imagenet_r__U1__8__gap_m9_minus_m8,-0.2502142939756822,-0.2617269551020659,-0.23870163284929846,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""imagenet_r"", ""eps"": ""8"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__imagenet_r__U1__inf__gap_m9_minus_m8,-0.0009619950895593347,-0.0010609556884167571,-0.0008630344907019122,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""imagenet_r"", ""eps"": ""inf"", ""unit"": ""U1""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__imagenet_r__U2__0.5__gap_m9_minus_m8,-0.630867950307556,-0.6354434193070106,-0.6262924813081014,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""imagenet_r"", ""eps"": ""0.5"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__imagenet_r__U2__1__gap_m9_minus_m8,-0.6305120785077535,-0.6323024430966039,-0.6287217139189031,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""imagenet_r"", ""eps"": ""1"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__imagenet_r__U2__2__gap_m9_minus_m8,-0.6293040100696434,-0.6307364238546799,-0.627871596284607,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""imagenet_r"", ""eps"": ""2"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__imagenet_r__U2__4__gap_m9_minus_m8,-0.629250232414483,-0.6313733125770932,-0.6271271522518728,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""imagenet_r"", ""eps"": ""4"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__imagenet_r__U2__8__gap_m9_minus_m8,-0.6286573659100033,-0.6321905302517314,-0.6251242015682752,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""imagenet_r"", ""eps"": ""8"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_m9_gap_summary__imagenet_r__U2__inf__gap_m9_minus_m8,-0.011472458863911536,-0.017160321950557576,-0.005784595777265497,gap_m9_minus_m8,results/fx9_m9_gap_summary.csv,"{""dataset"": ""imagenet_r"", ""eps"": ""inf"", ""unit"": ""U2""}",gap_m9_minus_m8,gap_m9_minus_m8_ci_lo,gap_m9_minus_m8_ci_hi,n_seeds=3
fx9_gate_comparison__cifar100__m1_glfc__last_before,0.8039999999999999,,,last_before,results/fx9_gate_comparison.csv,"{""dataset"": ""cifar100"", ""method"": ""m1_glfc""}",last_before,,,gate_pass=False
fx9_gate_comparison__cifar100__m1_glfc__last_after,0.798,,,last_after,results/fx9_gate_comparison.csv,"{""dataset"": ""cifar100"", ""method"": ""m1_glfc""}",last_after,,,gate_pass=False
fx9_gate_comparison__cifar100__m1_glfc__bwt_before,-0.002296296296296303,,,bwt_before,results/fx9_gate_comparison.csv,"{""dataset"": ""cifar100"", ""method"": ""m1_glfc""}",bwt_before,,,gate_pass=False
fx9_gate_comparison__cifar100__m1_glfc__bwt_after,0.003407407407407423,,,bwt_after,results/fx9_gate_comparison.csv,"{""dataset"": ""cifar100"", ""method"": ""m1_glfc""}",bwt_after,,,gate_pass=False
fx9_gate_comparison__cifar100__m2_target__last_before,0.7976666666666666,,,last_before,results/fx9_gate_comparison.csv,"{""dataset"": ""cifar100"", ""method"": ""m2_target""}",last_before,,,gate_pass=True
fx9_gate_comparison__cifar100__m2_target__last_after,0.8383333333333334,,,last_after,results/fx9_gate_comparison.csv,"{""dataset"": ""cifar100"", ""method"": ""m2_target""}",last_after,,,gate_pass=True
fx9_gate_comparison__cifar100__m2_target__bwt_before,-0.0019999999999999935,,,bwt_before,results/fx9_gate_comparison.csv,"{""dataset"": ""cifar100"", ""method"": ""m2_target""}",bwt_before,,,gate_pass=True
fx9_gate_comparison__cifar100__m2_target__bwt_after,-0.033259259259259266,,,bwt_after,results/fx9_gate_comparison.csv,"{""dataset"": ""cifar100"", ""method"": ""m2_target""}",bwt_after,,,gate_pass=True
fx9_gate_comparison__cifar100__m5_hybrid_replay__last_before,0.8226666666666667,,,last_before,results/fx9_gate_comparison.csv,"{""dataset"": ""cifar100"", ""method"": ""m5_hybrid_replay""}",last_before,,,gate_pass=True
fx9_gate_comparison__cifar100__m5_hybrid_replay__last_after,0.8533333333333334,,,last_after,results/fx9_gate_comparison.csv,"{""dataset"": ""cifar100"", ""method"": ""m5_hybrid_replay""}",last_after,,,gate_pass=True
fx9_gate_comparison__cifar100__m5_hybrid_replay__bwt_before,-0.023814814814814816,,,bwt_before,results/fx9_gate_comparison.csv,"{""dataset"": ""cifar100"", ""method"": ""m5_hybrid_replay""}",bwt_before,,,gate_pass=True
fx9_gate_comparison__cifar100__m5_hybrid_replay__bwt_after,-0.042814814814814826,,,bwt_after,results/fx9_gate_comparison.csv,"{""dataset"": ""cifar100"", ""method"": ""m5_hybrid_replay""}",bwt_after,,,gate_pass=True
fx9_gate_comparison__cub200__m1_glfc__last_before,0.051197526182210684,,,last_before,results/fx9_gate_comparison.csv,"{""dataset"": ""cub200"", ""method"": ""m1_glfc""}",last_before,,,gate_pass=False
fx9_gate_comparison__cub200__m1_glfc__last_after,0.12869006291509866,,,last_after,results/fx9_gate_comparison.csv,"{""dataset"": ""cub200"", ""method"": ""m1_glfc""}",last_after,,,gate_pass=False
fx9_gate_comparison__cub200__m1_glfc__bwt_before,0.2569095346610013,,,bwt_before,results/fx9_gate_comparison.csv,"{""dataset"": ""cub200"", ""method"": ""m1_glfc""}",bwt_before,,,gate_pass=False
fx9_gate_comparison__cub200__m1_glfc__bwt_after,0.36041038400246367,,,bwt_after,results/fx9_gate_comparison.csv,"{""dataset"": ""cub200"", ""method"": ""m1_glfc""}",bwt_after,,,gate_pass=False
fx9_gate_comparison__cub200__m2_target__last_before,0.0005649717514124294,,,last_before,results/fx9_gate_comparison.csv,"{""dataset"": ""cub200"", ""method"": ""m2_target""}",last_before,,,gate_pass=False
fx9_gate_comparison__cub200__m2_target__last_after,0.17130799225959528,,,last_after,results/fx9_gate_comparison.csv,"{""dataset"": ""cub200"", ""method"": ""m2_target""}",last_after,,,gate_pass=False
fx9_gate_comparison__cub200__m2_target__bwt_before,0.7098915222794685,,,bwt_before,results/fx9_gate_comparison.csv,"{""dataset"": ""cub200"", ""method"": ""m2_target""}",bwt_before,,,gate_pass=False
fx9_gate_comparison__cub200__m2_target__bwt_after,0.4811717949038401,,,bwt_after,results/fx9_gate_comparison.csv,"{""dataset"": ""cub200"", ""method"": ""m2_target""}",bwt_after,,,gate_pass=False
fx9_gate_comparison__cub200__m5_hybrid_replay__last_before,0.10257883835584469,,,last_before,results/fx9_gate_comparison.csv,"{""dataset"": ""cub200"", ""method"": ""m5_hybrid_replay""}",last_before,,,gate_pass=False
fx9_gate_comparison__cub200__m5_hybrid_replay__last_after,0.2819627176988827,,,last_after,results/fx9_gate_comparison.csv,"{""dataset"": ""cub200"", ""method"": ""m5_hybrid_replay""}",last_after,,,gate_pass=False
fx9_gate_comparison__cub200__m5_hybrid_replay__bwt_before,0.47385479228683214,,,bwt_before,results/fx9_gate_comparison.csv,"{""dataset"": ""cub200"", ""method"": ""m5_hybrid_replay""}",bwt_before,,,gate_pass=False
fx9_gate_comparison__cub200__m5_hybrid_replay__bwt_after,0.31372325574666765,,,bwt_after,results/fx9_gate_comparison.csv,"{""dataset"": ""cub200"", ""method"": ""m5_hybrid_replay""}",bwt_after,,,gate_pass=False
fx9_gate_comparison__imagenet_r__m1_glfc__last_before,0.2682984996150452,,,last_before,results/fx9_gate_comparison.csv,"{""dataset"": ""imagenet_r"", ""method"": ""m1_glfc""}",last_before,,,gate_pass=False
fx9_gate_comparison__imagenet_r__m1_glfc__last_after,0.38160499341418724,,,last_after,results/fx9_gate_comparison.csv,"{""dataset"": ""imagenet_r"", ""method"": ""m1_glfc""}",last_after,,,gate_pass=False
fx9_gate_comparison__imagenet_r__m1_glfc__bwt_before,0.08937149244865385,,,bwt_before,results/fx9_gate_comparison.csv,"{""dataset"": ""imagenet_r"", ""method"": ""m1_glfc""}",bwt_before,,,gate_pass=False
fx9_gate_comparison__imagenet_r__m1_glfc__bwt_after,0.11655704951377956,,,bwt_after,results/fx9_gate_comparison.csv,"{""dataset"": ""imagenet_r"", ""method"": ""m1_glfc""}",bwt_after,,,gate_pass=False
fx9_gate_comparison__imagenet_r__m2_target__last_before,0.20236217409616095,,,last_before,results/fx9_gate_comparison.csv,"{""dataset"": ""imagenet_r"", ""method"": ""m2_target""}",last_before,,,gate_pass=False
fx9_gate_comparison__imagenet_r__m2_target__last_after,0.4439173111642269,,,last_after,results/fx9_gate_comparison.csv,"{""dataset"": ""imagenet_r"", ""method"": ""m2_target""}",last_after,,,gate_pass=False
fx9_gate_comparison__imagenet_r__m2_target__bwt_before,0.2515680738289379,,,bwt_before,results/fx9_gate_comparison.csv,"{""dataset"": ""imagenet_r"", ""method"": ""m2_target""}",bwt_before,,,gate_pass=False
fx9_gate_comparison__imagenet_r__m2_target__bwt_after,0.09766127045648347,,,bwt_after,results/fx9_gate_comparison.csv,"{""dataset"": ""imagenet_r"", ""method"": ""m2_target""}",bwt_after,,,gate_pass=False
fx9_gate_comparison__imagenet_r__m5_hybrid_replay__last_before,0.3554096885219076,,,last_before,results/fx9_gate_comparison.csv,"{""dataset"": ""imagenet_r"", ""method"": ""m5_hybrid_replay""}",last_before,,,gate_pass=False
fx9_gate_comparison__imagenet_r__m5_hybrid_replay__last_after,0.460656542488552,,,last_after,results/fx9_gate_comparison.csv,"{""dataset"": ""imagenet_r"", ""method"": ""m5_hybrid_replay""}",last_after,,,gate_pass=False
fx9_gate_comparison__imagenet_r__m5_hybrid_replay__bwt_before,0.12974690205631426,,,bwt_before,results/fx9_gate_comparison.csv,"{""dataset"": ""imagenet_r"", ""method"": ""m5_hybrid_replay""}",bwt_before,,,gate_pass=False
fx9_gate_comparison__imagenet_r__m5_hybrid_replay__bwt_after,0.06533447554457032,,,bwt_after,results/fx9_gate_comparison.csv,"{""dataset"": ""imagenet_r"", ""method"": ""m5_hybrid_replay""}",bwt_after,,,gate_pass=False
fx9_dose_summary__cifar100__m2_target__1__forgetting,0.13555555555555557,0.1086076401530144,0.16250347095809672,forgetting,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""1"", ""method"": ""m2_target""}",forgetting,forgetting_ci_lo,forgetting_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__1__tpr1,0.024544637572621746,0.019878153684139387,0.029211121461104106,tpr1,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""1"", ""method"": ""m2_target""}",tpr1,tpr1_ci_lo,tpr1_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__1__final_acc,0.789,0.7726197534015565,0.8053802465984435,final_acc,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""1"", ""method"": ""m2_target""}",final_acc,final_acc_ci_lo,final_acc_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__2__forgetting,0.10240740740740743,0.09061818244017317,0.1141966323746417,forgetting,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""2"", ""method"": ""m2_target""}",forgetting,forgetting_ci_lo,forgetting_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__2__tpr1,0.029556678660291297,0.022812772633757056,0.03630058468682554,tpr1,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""2"", ""method"": ""m2_target""}",tpr1,tpr1_ci_lo,tpr1_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__2__final_acc,0.8093666666666667,0.7996266502279964,0.819106683105337,final_acc,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""2"", ""method"": ""m2_target""}",final_acc,final_acc_ci_lo,final_acc_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__5__forgetting,0.07303703703703704,0.06199527498108766,0.08407879909298642,forgetting,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""5"", ""method"": ""m2_target""}",forgetting,forgetting_ci_lo,forgetting_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__5__tpr1,0.03406187384727361,0.031137855502196707,0.03698589219235052,tpr1,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""5"", ""method"": ""m2_target""}",tpr1,tpr1_ci_lo,tpr1_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__5__final_acc,0.8227000000000001,0.8081662020777072,0.837233797922293,final_acc,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""5"", ""method"": ""m2_target""}",final_acc,final_acc_ci_lo,final_acc_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__10__forgetting,0.048962962962962965,0.038311013107052636,0.059614912818873295,forgetting,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""10"", ""method"": ""m2_target""}",forgetting,forgetting_ci_lo,forgetting_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__10__tpr1,0.03725107854913393,0.030295957720961976,0.04420619937730589,tpr1,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""10"", ""method"": ""m2_target""}",tpr1,tpr1_ci_lo,tpr1_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__10__final_acc,0.8328333333333333,0.8217535964322366,0.8439130702344301,final_acc,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""10"", ""method"": ""m2_target""}",final_acc,final_acc_ci_lo,final_acc_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__20__forgetting,0.033259259259259266,0.024940553092698464,0.04157796542582007,forgetting,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""20"", ""method"": ""m2_target""}",forgetting,forgetting_ci_lo,forgetting_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__20__tpr1,0.042509340650898085,0.038174651816872844,0.046844029484923326,tpr1,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""20"", ""method"": ""m2_target""}",tpr1,tpr1_ci_lo,tpr1_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__20__final_acc,0.8363666666666667,0.8274745176919613,0.8452588156413721,final_acc,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""20"", ""method"": ""m2_target""}",final_acc,final_acc_ci_lo,final_acc_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__50__forgetting,0.01740740740740741,0.008377304826198733,0.026437509988616086,forgetting,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""50"", ""method"": ""m2_target""}",forgetting,forgetting_ci_lo,forgetting_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__50__tpr1,0.04594879331364593,0.04019792546648706,0.0516996611608048,tpr1,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""50"", ""method"": ""m2_target""}",tpr1,tpr1_ci_lo,tpr1_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m2_target__50__final_acc,0.8388,0.826599873897398,0.851000126102602,final_acc,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""50"", ""method"": ""m2_target""}",final_acc,final_acc_ci_lo,final_acc_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m5_hybrid_replay__1__forgetting,0.15281481481481482,0.1248481395900427,0.18078149003958693,forgetting,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""1"", ""method"": ""m5_hybrid_replay""}",forgetting,forgetting_ci_lo,forgetting_ci_hi,n_seeds=3
fx9_dose_summary__cifar100__m5_hybrid_replay__1__tpr1,0.037509111550939105,0.028432958639554123,0.04658526446232408,tpr1,results/fx9_dose_summary.csv,"{""dataset"": ""cifar100"", ""knob_value"": ""1"", ""method"": ""m5_hybrid_replay""}",tpr1,tpr1_ci_lo,tpr1_ci_hi,n_seeds=3
