key,value,ci_lo,ci_hi,unit,source_csv,row_filter,value_column,ci_lo_column,ci_hi_column,note
retention_curves__cifar100__m2_target__full__leak_tpr1__0__raw,0.03169317240371026,0.026555046104682622,0.03766651048324312,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""0"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__0__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""0"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__1__raw,0.036322877239721246,0.030226129735115695,0.04297902785646976,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""1"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__1__norm,1.2134176020847534,1.101755008035231,1.3381907697219486,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""1"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__2__raw,0.03939310255202326,0.0328634154856084,0.04543006965369514,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""2"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__2__norm,1.354947169783063,1.1636205448230497,1.5463290924036244,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""2"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__3__raw,0.039669260384346726,0.03322011376266257,0.046982050759745264,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""3"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__3__norm,1.3676773425389959,1.2237422306188044,1.5857777194780835,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""3"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__4__raw,0.041244984486427654,0.0352088672660462,0.047868743302552266,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""4"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__4__norm,1.4403142106169642,1.2780305659809823,1.6452287933907535,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""4"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__5__raw,0.042317126658977564,0.035288688703978145,0.04923833110048355,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""5"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__5__norm,1.4897372342576438,1.3045487593787513,1.6843018462030535,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""5"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__6__raw,0.04202472424828214,0.035441321456213065,0.049201888849980585,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""6"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m2_target__full__leak_tpr1__6__norm,1.476258227810186,1.229537089898034,1.8476570059389146,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""6"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__acc__0__raw,0.9089499999999999,0.8861987500000003,0.92680125,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""0"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__0__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""0"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__1__raw,0.78865,0.7637987500000001,0.8118012500000001,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""1"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__1__norm,0.8829456158095383,0.8522025388293121,0.9114271405924289,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""1"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__2__raw,0.7530000000000001,0.7219474999999999,0.7784512499999998,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""2"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__2__norm,0.8510658990119034,0.8134735360458851,0.8780481543176364,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""2"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__3__raw,0.7572999999999999,0.72439625,0.78530625,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""3"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__3__norm,0.8616415289371019,0.8283937534908935,0.8928528645806864,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""3"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__4__raw,0.7513500000000001,0.7232987500000002,0.7794512499999999,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""4"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__4__norm,0.8583446332707205,0.8250227602173699,0.8943076308878078,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""4"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__5__raw,0.7501500000000001,0.7341987500000002,0.7675000000000001,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""5"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__5__norm,0.8595376102670118,0.841824271802624,0.8830113275583742,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""5"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__6__raw,0.74685,0.7286499999999999,0.7665087500000001,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""6"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__acc__6__norm,0.8576314405011983,0.8392888570837514,0.8781208535508751,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""6"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m3_fot__full__leak_auc__0__raw,0.5702032172578567,0.5619960505649524,0.5793909348537902,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""0"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__0__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""0"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__1__raw,0.5850405639149369,0.5773102091807268,0.5941056837753357,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""1"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__1__norm,1.2113485284097807,1.162344401322105,1.2814428345879298,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""1"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__2__raw,0.5925930346121184,0.584013340692389,0.6024981026449154,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""2"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__2__norm,1.31892865069166,1.264102876787964,1.3878887357201783,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""2"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__3__raw,0.5965763971583483,0.5879015308782293,0.6065534802521413,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""3"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__3__norm,1.3756691064972535,1.315612547167006,1.4481193186814199,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""3"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__4__raw,0.5995048095273426,0.5905306275632385,0.6096053293808908,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""4"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__4__norm,1.4173824706902114,1.3493163664431815,1.5009158994735077,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""4"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__5__raw,0.6012589161357146,0.5922612980821259,0.6115209777948962,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""5"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__5__norm,1.442368599202372,1.3707009425647079,1.5334070190041935,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""5"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__6__raw,0.6032249020457731,0.5944584960723001,0.6131041880755705,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""6"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_auc__6__norm,1.4703728130667795,1.3908189391542594,1.5733038380244697,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""6"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__0__raw,0.028893392784758817,0.02408747047989648,0.033841629643030426,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""0"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__0__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""0"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__1__raw,0.03161734900689096,0.026714933222179906,0.03736370774316157,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""1"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__1__norm,1.1441750697275264,1.0102573275573916,1.3188078447541247,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""1"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__2__raw,0.03411430887717876,0.02782934834269258,0.04105304520153122,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""2"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__2__norm,1.2763355503110922,1.1002433928534714,1.4845203924492663,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""2"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__3__raw,0.03578435346574787,0.03010964239132035,0.0434172792250481,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""3"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__3__norm,1.364728599013087,1.184170838916107,1.6304699722824423,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""3"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__4__raw,0.036513984596676125,0.030370562530817612,0.04225405716041798,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""4"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__4__norm,1.4033469212615317,1.2095098224001641,1.62789665323969,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""4"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__5__raw,0.036919335224969596,0.031839035758316724,0.04210745033408213,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""5"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__5__norm,1.4248015447328897,1.2206991324546894,1.744360390268045,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""5"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__6__raw,0.03769760843129307,0.03306427895553826,0.042674776237639815,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""6"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m3_fot__full__leak_tpr1__6__norm,1.4659944217978975,1.1717971759293238,1.960926010773333,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""6"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m4_proto__aggregate__acc__0__raw,0.8686999999999999,0.8472362499999998,0.8890562499999998,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""0"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__0__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""0"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__1__raw,0.8454499999999999,0.8258987499999997,0.8625012499999998,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""1"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__1__norm,0.9960201644998675,0.9889164762480841,1.0041056770854397,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""1"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__2__raw,0.8242499999999999,0.8022000000000002,0.84170125,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""2"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__2__norm,0.9802640978019063,0.9672571195055538,0.9907929824351027,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""2"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__3__raw,0.81005,0.7862962500000001,0.8282999999999999,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""3"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__3__norm,0.968706538884305,0.9498904340675239,0.9841320031937723,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""3"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__4__raw,0.7977000000000001,0.7759974999999998,0.8168000000000001,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""4"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__4__norm,0.9574099288877745,0.9388608382086635,0.9744423974692136,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""4"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__5__raw,0.7873499999999999,0.7659975,0.8034012499999998,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""5"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__5__norm,0.9474569385686396,0.9324588478271921,0.9605712748630293,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""5"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__6__raw,0.77645,0.7563487500000001,0.79260125,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""6"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__acc__6__norm,0.9361501238656985,0.9199255336347217,0.9509935101710071,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""6"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__cifar100__m4_proto__aggregate__leak_auc__0__raw,0.681064434196777,0.6761605472213414,0.6860730302906889,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""0"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m4_proto__aggregate__leak_auc__0__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""0"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m4_proto__aggregate__leak_auc__1__raw,0.681064434196777,0.6761605472213414,0.6860730302906889,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""1"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m4_proto__aggregate__leak_auc__1__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""1"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m4_proto__aggregate__leak_auc__2__raw,0.681064434196777,0.6761605472213414,0.6860730302906889,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""2"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m4_proto__aggregate__leak_auc__2__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""2"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m4_proto__aggregate__leak_auc__3__raw,0.681064434196777,0.6761605472213414,0.6860730302906889,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""3"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m4_proto__aggregate__leak_auc__3__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""3"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m4_proto__aggregate__leak_auc__4__raw,0.681064434196777,0.6761605472213414,0.6860730302906889,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""4"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m4_proto__aggregate__leak_auc__4__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""4"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__cifar100__m4_proto__aggregate__leak_auc__5__raw,0.681064434196777,0.6761605472213414,0.6860730302906889,raw,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""5"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__cifar100__m4_proto__aggregate__leak_auc__5__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""cifar100"", ""elapsed"": ""5"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
