dataset,method,family,view,ablation,elapsed,auc,auc_ci_lo,auc_ci_hi,tpr1,tpr1_ci_lo,tpr1_ci_hi,tpr01,tpr01_ci_lo,tpr01_ci_hi,n_seeds,n_shadows
cub200,m4_proto,F2,global,trajectory,0,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,trajectory,1,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,trajectory,2,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,trajectory,3,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,trajectory,4,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,trajectory,5,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,trajectory,6,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,last_round,0,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,last_round,1,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,last_round,2,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,last_round,3,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,last_round,4,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,last_round,5,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
cub200,m4_proto,F2,global,last_round,6,0.9889042539208681,0.986447708660362,0.9909540345368026,0.832434802377318,0.8077790707525885,0.8576444939227216,0.64785164496119,0.6041608275246018,0.690191728615954,3,"n/a (per-seed, see a1_lira_pertask_*)"
