dataset,method,last_before,last_after,bwt_before,bwt_after,gate_pass
cifar100,m1_glfc,0.8039999999999999,0.798,-0.002296296296296303,0.003407407407407423,False
cifar100,m2_target,0.7976666666666666,0.8383333333333334,-0.0019999999999999935,-0.033259259259259266,True
cifar100,m5_hybrid_replay,0.8226666666666667,0.8533333333333334,-0.023814814814814816,-0.042814814814814826,True
cub200,m1_glfc,0.051197526182210684,0.12869006291509866,0.2569095346610013,0.36041038400246367,False
cub200,m2_target,0.0005649717514124294,0.17130799225959528,0.7098915222794685,0.4811717949038401,False
cub200,m5_hybrid_replay,0.10257883835584469,0.2819627176988827,0.47385479228683214,0.31372325574666765,False
imagenet_r,m1_glfc,0.2682984996150452,0.38160499341418724,0.08937149244865385,0.11655704951377956,False
imagenet_r,m2_target,0.20236217409616095,0.4439173111642269,0.2515680738289379,0.09766127045648347,False
imagenet_r,m5_hybrid_replay,0.3554096885219076,0.460656542488552,0.12974690205631426,0.06533447554457032,False
