ablation,elapsed,auc,tpr_at_1pct_fpr,tpr_at_1pct_fpr_ci_lo,tpr_at_1pct_fpr_ci_hi,tpr_at_0.1pct_fpr,tpr_at_0.1pct_fpr_ci_lo,tpr_at_0.1pct_fpr_ci_hi,n_pos,n_neg
trajectory,0,0.5624690147443017,0.029868054337445674,0.029135818914746026,0.03061360769243648,0.006514451655654953,0.006170950244630494,0.0068720003594717706,205236,204264
trajectory,1,0.5858513222216424,0.045615972628250935,0.04466888716025356,0.046577351107333846,0.010632538599796444,0.010169796218030696,0.011110734025405657,184716,183834
trajectory,2,0.5926678541099477,0.05131610207177188,0.050253646004177636,0.05239443942414957,0.012238134978892415,0.011711853962796132,0.012781745724477593,164159,163441
trajectory,3,0.5980543872368872,0.053879580495550077,0.052717340038947756,0.055059875486545874,0.013447262496692154,0.012857888015314702,0.014056401974381252,143598,143052
trajectory,4,0.6026364394798863,0.05535705585240284,0.054086279066881154,0.056648821352678055,0.013723547658876456,0.013081171216663507,0.014388970692818304,123146,122554
trajectory,5,0.6098598242303706,0.05967372778183589,0.05823238373709653,0.06114000672818266,0.01596299001704407,0.015205198915264742,0.016748299030899524,102675,102075
trajectory,6,0.6173917505334032,0.06358276092638745,0.06192457395411542,0.06527180807470824,0.017968512552428425,0.017071673613324238,0.018899573718865435,82255,81545
trajectory,7,0.6269400097132293,0.06240888917684408,0.060513289023521294,0.0643457479060204,0.02155884544364897,0.0204276275955054,0.022735340541027285,61738,61112
trajectory,8,0.6487496650621405,0.07463741620962827,0.07211232906625141,0.07722290049429964,0.03137111517367459,0.02970534643330075,0.03310363646574875,41025,40875
trajectory,9,0.6795007461679307,0.09704558794756407,0.09302087758489944,0.10118529432905363,0.054637057327333205,0.051560750186929294,0.057840765835334124,20444,20506
last_round,0,0.5624690147443017,0.029868054337445674,0.029135818914746026,0.03061360769243648,0.006514451655654953,0.006170950244630494,0.0068720003594717706,205236,204264
last_round,1,0.5726647862204726,0.041349964269473134,0.04044650820241133,0.04226785013361089,0.012673509603932523,0.012168338834828396,0.01319405928033214,184716,183834
last_round,2,0.5794229385954069,0.045827520879147654,0.04482094146616739,0.04685017918053251,0.013188433165406709,0.012642136676482126,0.013752020922641373,164159,163441
last_round,3,0.5849277682053612,0.048252761180517835,0.047150011286081976,0.0493737971746689,0.01431774815805234,0.0137096472254205,0.014945574131493127,143598,143052
last_round,4,0.5888381441141122,0.05200331314049989,0.05076971301669149,0.05325806293599617,0.013885956506910496,0.013239796332366474,0.014555154487781165,123146,122554
last_round,5,0.595973717745388,0.05830046262478695,0.056874880990325706,0.05975105814051881,0.016196737277818358,0.015433438669186016,0.016987538883323935,102675,102075
last_round,6,0.6034127497114147,0.062184669624946814,0.060543736361410104,0.06385656347478919,0.01655826393532308,0.015697202296987383,0.017453660212962383,82255,81545
last_round,7,0.6094958017188632,0.0587644562506074,0.05692198300208743,0.06064853831315392,0.02027924454954809,0.0191818813534015,0.021422018810740767,61738,61112
last_round,8,0.6239285477826416,0.07144424131627057,0.06897008439827991,0.07397925655581318,0.028104814137720903,0.026526816823148183,0.029750063914650626,41025,40875
last_round,9,0.6330706701932022,0.08648014087262766,0.08266182883068517,0.09041651358248548,0.05072392878106046,0.04775560591643328,0.05382081931031664,20444,20506
