dataset,method,family,attack,fpr,tpr,seed
cifar100,m4_proto,F2,A1_LiRA,0.00012603829296797275,0.122200488997555,0
cifar100,m4_proto,F2,A1_LiRA,0.0001320088400831418,0.122200488997555,0
cifar100,m4_proto,F2,A1_LiRA,0.00013826221737646565,0.122200488997555,0
cifar100,m4_proto,F2,A1_LiRA,0.0001448118227674533,0.122200488997555,0
cifar100,m4_proto,F2,A1_LiRA,0.00015167168884709225,0.1223960880195599,0
cifar100,m4_proto,F2,A1_LiRA,0.00015885651294280528,0.1223960880195599,0
cifar100,m4_proto,F2,A1_LiRA,0.0001663816886076129,0.1223960880195599,0
cifar100,m4_proto,F2,A1_LiRA,0.00017426333860096508,0.1223960880195599,0
cifar100,m4_proto,F2,A1_LiRA,0.00018251834943190426,0.1223960880195599,0
cifar100,m4_proto,F2,A1_LiRA,0.00019116440753857018,0.1223960880195599,0
cifar100,m4_proto,F2,A1_LiRA,0.00020022003718155845,0.12327628361858191,0
cifar100,m4_proto,F2,A1_LiRA,0.00020970464013232327,0.12327628361858191,0
cifar100,m4_proto,F2,A1_LiRA,0.0002196385372416547,0.12327628361858191,0
cifar100,m4_proto,F2,A1_LiRA,0.0002300430119772917,0.12327628361858191,0
cifar100,m4_proto,F2,A1_LiRA,0.00024094035602395243,0.12327628361858191,0
cifar100,m4_proto,F2,A1_LiRA,0.0002523539170434766,0.1325672371638142,0
cifar100,m4_proto,F2,A1_LiRA,0.00026430814869741055,0.1325672371638142,0
cifar100,m4_proto,F2,A1_LiRA,0.00027682866303920667,0.1325672371638142,0
cifar100,m4_proto,F2,A1_LiRA,0.0002899422853882875,0.1325672371638142,0
cifar100,m4_proto,F2,A1_LiRA,0.0003036771118035457,0.13398533007334965,0
cifar100,m4_proto,F2,A1_LiRA,0.0003180625692794119,0.13398533007334965,0
cifar100,m4_proto,F2,A1_LiRA,0.00033312947879346737,0.13398533007334965,0
cifar100,m4_proto,F2,A1_LiRA,0.0003489101213406774,0.1363325183374083,0
cifar100,m4_proto,F2,A1_LiRA,0.00036543830709572547,0.1363325183374083,0
cifar100,m4_proto,F2,A1_LiRA,0.0003827494478516311,0.1363325183374083,0
cifar100,m4_proto,F2,A1_LiRA,0.0004008806328898465,0.1388753056234719,0
cifar100,m4_proto,F2,A1_LiRA,0.000419870708444391,0.1388753056234719,0
cifar100,m4_proto,F2,A1_LiRA,0.00043976036093027214,0.14097799511002446,0
cifar100,m4_proto,F2,A1_LiRA,0.00046059220411451035,0.14097799511002446,0
cifar100,m4_proto,F2,A1_LiRA,0.00048241087041653687,0.14097799511002446,0
cifar100,m4_proto,F2,A1_LiRA,0.0005052631065335679,0.142640586797066,0
cifar100,m4_proto,F2,A1_LiRA,0.0005291978735958442,0.142640586797066,0
cifar100,m4_proto,F2,A1_LiRA,0.0005542664520663107,0.15163814180929094,0
cifar100,m4_proto,F2,A1_LiRA,0.0005805225516094895,0.15163814180929094,0
cifar100,m4_proto,F2,A1_LiRA,0.0006080224261649427,0.1521760391198044,0
cifar100,m4_proto,F2,A1_LiRA,0.0006368249944718586,0.15227383863080685,0
cifar100,m4_proto,F2,A1_LiRA,0.0006669919663030121,0.15227383863080685,0
cifar100,m4_proto,F2,A1_LiRA,0.0006985879746785249,0.1530562347188264,0
cifar100,m4_proto,F2,A1_LiRA,0.0007316807143427193,0.1554523227383863,0
cifar100,m4_proto,F2,A1_LiRA,0.0007663410868007462,0.1554523227383863,0
cifar100,m4_proto,F2,A1_LiRA,0.0008026433522257174,0.1576039119804401,0
cifar100,m4_proto,F2,A1_LiRA,0.0008406652885618325,0.1591687041564792,0
cifar100,m4_proto,F2,A1_LiRA,0.0008804883581643465,0.1593643031784841,0
cifar100,m4_proto,F2,A1_LiRA,0.0009221978823334322,0.1593643031784841,0
cifar100,m4_proto,F2,A1_LiRA,0.0009658832241158709,0.16073349633251835,0
cifar100,m4_proto,F2,A1_LiRA,0.001011637979766207,0.16376528117359412,0
cifar100,m4_proto,F2,A1_LiRA,0.001059560179277616,0.1647921760391198,0
cifar100,m4_proto,F2,A1_LiRA,0.0011097524964120721,0.1656234718826406,0
cifar100,m4_proto,F2,A1_LiRA,0.0011623224686798518,0.16704156479217605,0
cifar100,m4_proto,F2,A1_LiRA,0.001217382727739662,0.17134474327628363,0
cifar100,m4_proto,F2,A1_LiRA,0.0012750512407130128,0.17574572127139365,0
cifar100,m4_proto,F2,A1_LiRA,0.0013354515629298987,0.17618581907090464,0
cifar100,m4_proto,F2,A1_LiRA,0.0013987131026472386,0.17731051344743276,0
cifar100,m4_proto,F2,A1_LiRA,0.0014649713983072847,0.17907090464547679,0
cifar100,m4_proto,F2,A1_LiRA,0.0015343684089300133,0.17936430317848412,0
cifar100,m4_proto,F2,A1_LiRA,0.0016070528182616384,0.18337408312958436,0
cifar100,m4_proto,F2,A1_LiRA,0.0016831803533309566,0.18415647921760392,0
cifar100,m4_proto,F2,A1_LiRA,0.001762914118095948,0.18498777506112468,0
cifar100,m4_proto,F2,A1_LiRA,0.0018464249428955426,0.1858679706601467,0
cifar100,m4_proto,F2,A1_LiRA,0.0019338917504552321,0.18982885085574572,0
cifar100,m4_proto,F2,A1_LiRA,0.0020255019392306666,0.19070904645476772,0
cifar100,m4_proto,F2,A1_LiRA,0.00212145178491063,0.196479217603912,0
cifar100,m4_proto,F2,A1_LiRA,0.002221946860939524,0.20146699266503668,0
cifar100,m4_proto,F2,A1_LiRA,0.0023272024789604074,0.2017114914425428,0
cifar100,m4_proto,F2,A1_LiRA,0.002437444150122222,0.20229828850855747,0
cifar100,m4_proto,F2,A1_LiRA,0.0025529080682395165,0.2034718826405868,0
cifar100,m4_proto,F2,A1_LiRA,0.0026738416158399465,0.2050366748166259,0
cifar100,m4_proto,F2,A1_LiRA,0.002800503894183631,0.2130562347188264,0
cifar100,m4_proto,F2,A1_LiRA,0.0029331662783900424,0.21858190709046454,0
cifar100,m4_proto,F2,A1_LiRA,0.003072112998861759,0.222200488997555,0
cifar100,m4_proto,F2,A1_LiRA,0.0032176417502507355,0.22973105134474328,0
cifar100,m4_proto,F2,A1_LiRA,0.003370064329271928,0.23383863080684597,0
cifar100,m4_proto,F2,A1_LiRA,0.00352970730273065,0.23525672371638143,0
cifar100,m4_proto,F2,A1_LiRA,0.0036969127071950283,0.23853300733496333,0
cifar100,m4_proto,F2,A1_LiRA,0.003872038781812557,0.24112469437652811,0
cifar100,m4_proto,F2,A1_LiRA,0.004055460735840828,0.24655256723716382,0
cifar100,m4_proto,F2,A1_LiRA,0.0042475715525368985,0.2484596577017115,0
cifar100,m4_proto,F2,A1_LiRA,0.004448782831127585,0.25491442542787285,0
cifar100,m4_proto,F2,A1_LiRA,0.004659525668664682,0.25775061124694376,0
cifar100,m4_proto,F2,A1_LiRA,0.004880251583654433,0.26567237163814184,0
cifar100,m4_proto,F2,A1_LiRA,0.005111433483440166,0.26772616136919314,0
cifar100,m4_proto,F2,A1_LiRA,0.0053535666774107244,0.27061124694376526,0
cifar100,m4_proto,F2,A1_LiRA,0.005607169938205458,0.277359413202934,0
cifar100,m4_proto,F2,A1_LiRA,0.005872786613189483,0.2797555012224939,0
cifar100,m4_proto,F2,A1_LiRA,0.006150985788580504,0.28577017114914427,0
cifar100,m4_proto,F2,A1_LiRA,0.00644236350872137,0.2902689486552567,0
cifar100,m4_proto,F2,A1_LiRA,0.006747544053110693,0.2950611246943765,0
cifar100,m4_proto,F2,A1_LiRA,0.0070671812739274914,0.2976528117359413,0
cifar100,m4_proto,F2,A1_LiRA,0.007401959996915644,0.2993154034229829,0
cifar100,m4_proto,F2,A1_LiRA,0.007752597488629464,0.30312958435207826,0
cifar100,m4_proto,F2,A1_LiRA,0.008119844993184008,0.30557457212713934,0
cifar100,m4_proto,F2,A1_LiRA,0.008504489341802677,0.30963325183374085,0
cifar100,m4_proto,F2,A1_LiRA,0.00890735463861044,0.3132518337408313,0
cifar100,m4_proto,F2,A1_LiRA,0.009329304026284686,0.31594132029339855,0
cifar100,m4_proto,F2,A1_LiRA,0.009771241535346501,0.323080684596577,0
cifar100,m4_proto,F2,A1_LiRA,0.010234114021054527,0.32728606356968215,0
cifar100,m4_proto,F2,A1_LiRA,0.010718913192051276,0.33511002444987775,0
cifar100,m4_proto,F2,A1_LiRA,0.011226677735108135,0.33823960880195597,0
cifar100,m4_proto,F2,A1_LiRA,0.01175849554052157,0.3432762836185819,0
cifar100,m4_proto,F2,A1_LiRA,0.012315506032928261,0.3487041564792176,0
cifar100,m4_proto,F2,A1_LiRA,0.01289890261253308,0.3536430317848411,0
cifar100,m4_proto,F2,A1_LiRA,0.013509935211980266,0.35750611246943764,0
cifar100,m4_proto,F2,A1_LiRA,0.01414991297434576,0.3623471882640587,0
cifar100,m4_proto,F2,A1_LiRA,0.014820207057988586,0.3665036674816626,0
cifar100,m4_proto,F2,A1_LiRA,0.01552225357427048,0.36987775061124695,0
cifar100,m4_proto,F2,A1_LiRA,0.016257556664437952,0.37486552567237164,0
cifar100,m4_proto,F2,A1_LiRA,0.017027691722258997,0.3784841075794621,0
cifar100,m4_proto,F2,A1_LiRA,0.017834308769319095,0.38224938875305625,0
cifar100,m4_proto,F2,A1_LiRA,0.01867913599020783,0.38547677261613694,0
cifar100,m4_proto,F2,A1_LiRA,0.01956398343517065,0.3891931540342298,0
cifar100,m4_proto,F2,A1_LiRA,0.020490746898158482,0.3940831295843521,0
cifar100,m4_proto,F2,A1_LiRA,0.021461411978584036,0.3978484107579462,0
cifar100,m4_proto,F2,A1_LiRA,0.02247805833548725,0.4036674816625917,0
cifar100,m4_proto,F2,A1_LiRA,0.02354286414322418,0.4119315403422983,0
cifar100,m4_proto,F2,A1_LiRA,0.024658110758226038,0.4177506112469438,0
cifar100,m4_proto,F2,A1_LiRA,0.025826187606826773,0.42469437652811737,0
cifar100,m4_proto,F2,A1_LiRA,0.027049597304631343,0.4328117359413203,0
cifar100,m4_proto,F2,A1_LiRA,0.02833096101839324,0.4383863080684597,0
cifar100,m4_proto,F2,A1_LiRA,0.029673024081888696,0.44381418092909536,0
cifar100,m4_proto,F2,A1_LiRA,0.03107866187782014,0.4510513447432763,0
cifar100,m4_proto,F2,A1_LiRA,0.0325508859983506,0.4571149144254279,0
cifar100,m4_proto,F2,A1_LiRA,0.03409285069746811,0.46298288508557456,0
cifar100,m4_proto,F2,A1_LiRA,0.03570785964900463,0.46767726161369194,0
cifar100,m4_proto,F2,A1_LiRA,0.03739937302478798,0.47378973105134475,0
cifar100,m4_proto,F2,A1_LiRA,0.039171014908092605,0.48004889975550125,0
cifar100,m4_proto,F2,A1_LiRA,0.04102658105827194,0.48596577017114917,0
cifar100,m4_proto,F2,A1_LiRA,0.04297004704320839,0.49511002444987773,0
cifar100,m4_proto,F2,A1_LiRA,0.04500557675700498,0.49907090464547677,0
cifar100,m4_proto,F2,A1_LiRA,0.047137531341167244,0.5065036674816626,0
cifar100,m4_proto,F2,A1_LiRA,0.049370478528390035,0.5143765281173595,0
cifar100,m4_proto,F2,A1_LiRA,0.05170920242896761,0.5219559902200489,0
cifar100,m4_proto,F2,A1_LiRA,0.054158713780794704,0.5278239608801956,0
cifar100,m4_proto,F2,A1_LiRA,0.05672426068491978,0.5338875305623472,0
cifar100,m4_proto,F2,A1_LiRA,0.05941133984965034,0.5431295843520783,0
cifar100,m4_proto,F2,A1_LiRA,0.06222570836730231,0.5533496332518337,0
cifar100,m4_proto,F2,A1_LiRA,0.06517339604882427,0.5623960880195599,0
cifar100,m4_proto,F2,A1_LiRA,0.06826071834272386,0.571442542787286,0
cifar100,m4_proto,F2,A1_LiRA,0.07149428986597577,0.5815158924205379,0
cifar100,m4_proto,F2,A1_LiRA,0.07488103857590023,0.5890953545232274,0
cifar100,m4_proto,F2,A1_LiRA,0.07842822061337681,0.5981418092909535,0
cifar100,m4_proto,F2,A1_LiRA,0.0821434358491943,0.6060146699266503,0
cifar100,m4_proto,F2,A1_LiRA,0.086034644166845,0.6127139364303178,0
cifar100,m4_proto,F2,A1_LiRA,0.09011018251665019,0.6227383863080684,0
cifar100,m4_proto,F2,A1_LiRA,0.09437878277775381,0.6310513447432763,0
cifar100,m4_proto,F2,A1_LiRA,0.09884959046625587,0.6396088019559902,0
cifar100,m4_proto,F2,A1_LiRA,0.10353218432956626,0.6479217603911981,0
cifar100,m4_proto,F2,A1_LiRA,0.1084365968689611,0.6581418092909536,0
cifar100,m4_proto,F2,A1_LiRA,0.11357333583431052,0.6644987775061124,0
cifar100,m4_proto,F2,A1_LiRA,0.11895340673703195,0.67320293398533,0
cifar100,m4_proto,F2,A1_LiRA,0.12458833642950082,0.6821026894865526,0
cifar100,m4_proto,F2,A1_LiRA,0.1304901978014403,0.6924205378973105,0
cifar100,m4_proto,F2,A1_LiRA,0.13667163564620075,0.7012713936430318,0
cifar100,m4_proto,F2,A1_LiRA,0.14314589375234785,0.7109535452322738,0
cifar100,m4_proto,F2,A1_LiRA,0.14992684327860456,0.7209779951100245,0
cifar100,m4_proto,F2,A1_LiRA,0.15702901247293774,0.7291931540342298,0
cifar100,m4_proto,F2,A1_LiRA,0.16446761779946645,0.7378973105134474,0
cifar100,m4_proto,F2,A1_LiRA,0.17225859653987874,0.7473838630806846,0
cifar100,m4_proto,F2,A1_LiRA,0.18041864093920718,0.756039119804401,0
cifar100,m4_proto,F2,A1_LiRA,0.18896523396912096,0.7660635696821516,0
cifar100,m4_proto,F2,A1_LiRA,0.19791668678535573,0.7739853300733497,0
cifar100,m4_proto,F2,A1_LiRA,0.2072921779595372,0.7833740831295843,0
cifar100,m4_proto,F2,A1_LiRA,0.21711179456945054,0.7939364303178484,0
cifar100,m4_proto,F2,A1_LiRA,0.22739657523579276,0.8031784841075794,0
cifar100,m4_proto,F2,A1_LiRA,0.23816855519761582,0.8126650366748166,0
cifar100,m4_proto,F2,A1_LiRA,0.24945081352303167,0.8207823960880195,0
cifar100,m4_proto,F2,A1_LiRA,0.2612675225563329,0.8302200488997555,0
cifar100,m4_proto,F2,A1_LiRA,0.27364399970746717,0.8396088019559902,0
cifar100,m4_proto,F2,A1_LiRA,0.286606761694825,0.8486063569682152,0
cifar100,m4_proto,F2,A1_LiRA,0.3001835813575589,0.8580440097799511,0
cifar100,m4_proto,F2,A1_LiRA,0.31440354715915003,0.8662591687041565,0
cifar100,m4_proto,F2,A1_LiRA,0.3292971255097151,0.874718826405868,0
cifar100,m4_proto,F2,A1_LiRA,0.34489622604057596,0.883960880195599,0
cifar100,m4_proto,F2,A1_LiRA,0.36123426997094304,0.8931051344743276,0
cifar100,m4_proto,F2,A1_LiRA,0.3783462617131929,0.9022982885085574,0
cifar100,m4_proto,F2,A1_LiRA,0.3962688638701478,0.9124205378973105,0
cifar100,m4_proto,F2,A1_LiRA,0.41504047578504766,0.9209779951100244,0
cifar100,m4_proto,F2,A1_LiRA,0.43470131581250265,0.930562347188264,0
cifar100,m4_proto,F2,A1_LiRA,0.4552935074866948,0.9379951100244499,0
cifar100,m4_proto,F2,A1_LiRA,0.47686116977144694,0.9466503667481663,0
cifar100,m4_proto,F2,A1_LiRA,0.499450511585514,0.9525672371638142,0
cifar100,m4_proto,F2,A1_LiRA,0.5231099308056264,0.9600488997555012,0
cifar100,m4_proto,F2,A1_LiRA,0.5478901179593945,0.9667481662591687,0
cifar100,m4_proto,F2,A1_LiRA,0.5738441648302393,0.9720293398533008,0
cifar100,m4_proto,F2,A1_LiRA,0.6010276782070382,0.9765281173594133,0
cifar100,m4_proto,F2,A1_LiRA,0.6294988990221888,0.9811735941320293,0
cifar100,m4_proto,F2,A1_LiRA,0.6593188271333549,0.9862591687041565,0
cifar100,m4_proto,F2,A1_LiRA,0.6905513520162331,0.990317848410758,0
cifar100,m4_proto,F2,A1_LiRA,0.7232633896483533,0.9933496332518338,0
cifar100,m4_proto,F2,A1_LiRA,0.7575250258771913,0.9956479217603912,0
cifar100,m4_proto,F2,A1_LiRA,0.7934096665797492,0.9977506112469438,0
cifar100,m4_proto,F2,A1_LiRA,0.8309941949353395,0.9990220048899755,0
cifar100,m4_proto,F2,A1_LiRA,0.8703591361485166,0.9996088019559902,0
cifar100,m4_proto,F2,A1_LiRA,0.9115888299750827,0.9998533007334963,0
cifar100,m4_proto,F2,A1_LiRA,0.9547716114208056,0.9999511002444987,0
cifar100,m4_proto,F2,A1_LiRA,1.0,1.0,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0,0.001444043321299639,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0001,0.003128760529482551,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00010473708979594497,0.003128760529482551,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00010969857978923841,0.003128760529482551,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00011489510001873086,0.003128760529482551,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00012033778407775893,0.003128760529482551,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00012603829296797275,0.003128760529482551,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0001320088400831418,0.003128760529482551,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00013826221737646565,0.003128760529482551,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0001448118227674533,0.003128760529482551,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00015167168884709225,0.0032250300842358603,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00015885651294280528,0.0032250300842358603,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0001663816886076129,0.0032250300842358603,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00017426333860096508,0.0032250300842358603,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00018251834943190426,0.0032250300842358603,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00019116440753857018,0.0032250300842358603,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00020022003718155845,0.0038507821901323704,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00020970464013232327,0.0038507821901323704,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0002196385372416547,0.0038507821901323704,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0002300430119772917,0.0038507821901323704,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00024094035602395243,0.0038507821901323704,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0002523539170434766,0.004235860409145607,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00026430814869741055,0.004235860409145607,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00027682866303920667,0.004235860409145607,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0002899422853882875,0.004235860409145607,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0003036771118035457,0.005583634175691937,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0003180625692794119,0.005583634175691937,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00033312947879346737,0.005583634175691937,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0003489101213406774,0.005776173285198556,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00036543830709572547,0.005776173285198556,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0003827494478516311,0.005776173285198556,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0004008806328898465,0.005872442839951865,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.000419870708444391,0.005872442839951865,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00043976036093027214,0.005872442839951865,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00046059220411451035,0.006594464500601685,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00048241087041653687,0.006594464500601685,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0005052631065335679,0.006690734055354994,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0005291978735958442,0.006690734055354994,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0005542664520663107,0.007990373044524669,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0005805225516094895,0.007990373044524669,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0006080224261649427,0.00842358604091456,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0006368249944718586,0.00842358604091456,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0006669919663030121,0.008808664259927797,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0006985879746785249,0.009193742478941036,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0007316807143427193,0.009193742478941036,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0007663410868007462,0.009675090252707581,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0008026433522257174,0.009867629362214199,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0008406652885618325,0.010782190132370638,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0008804883581643465,0.010782190132370638,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0009221978823334322,0.010782190132370638,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0009658832241158709,0.011552346570397111,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.001011637979766207,0.011648616125150422,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.001059560179277616,0.011648616125150422,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0011097524964120721,0.012033694344163659,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0011623224686798518,0.012129963898916967,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.001217382727739662,0.012129963898916967,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0012750512407130128,0.012178098676293622,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0013354515629298987,0.012851985559566787,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0013987131026472386,0.012900120336943441,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0014649713983072847,0.013285198555956678,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0015343684089300133,0.013477737665463297,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0016070528182616384,0.013477737665463297,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0016831803533309566,0.01362214199759326,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.001762914118095948,0.013718411552346571,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0018464249428955426,0.014007220216606497,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0019338917504552321,0.014151624548736462,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0020255019392306666,0.014199759326113117,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00212145178491063,0.014199759326113117,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.002221946860939524,0.014392298435619736,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0023272024789604074,0.015354993983152827,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.002437444150122222,0.015499398315282792,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0025529080682395165,0.015836341756919375,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0026738416158399465,0.015932611311672683,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.002800503894183631,0.016028880866425992,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0029331662783900424,0.016895306859205775,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.003072112998861759,0.017809867629362215,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0032176417502507355,0.018002406738868833,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.003370064329271928,0.018339350180505413,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00352970730273065,0.018676293622141998,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0036969127071950283,0.01944645006016847,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.003872038781812557,0.019494584837545126,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.004055460735840828,0.019590854392298435,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0042475715525368985,0.019687123947051743,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.004448782831127585,0.019783393501805056,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.004659525668664682,0.020505415162454875,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.004880251583654433,0.021034897713598073,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.005111433483440166,0.021323706377858003,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0053535666774107244,0.021564380264741275,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.005607169938205458,0.021756919374247893,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.005872786613189483,0.022478941034897712,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.006150985788580504,0.023393501805054152,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00644236350872137,0.02397111913357401,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.006747544053110693,0.02531889290012034,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.0070671812739274914,0.025800240673886882,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.007401959996915644,0.026089049338146812,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.007752597488629464,0.02690734055354994,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.008119844993184008,0.02762936221419976,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.008504489341802677,0.028014440433212995,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.00890735463861044,0.028832731648616126,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.009329304026284686,0.029554753309265946,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.009771241535346501,0.03032490974729242,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.010234114021054527,0.03143200962695548,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.010718913192051276,0.032394705174488565,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.011226677735108135,0.03335740072202166,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.01175849554052157,0.03456077015643803,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.012315506032928261,0.03581227436823105,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.01289890261253308,0.03629362214199759,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.013509935211980266,0.03754512635379061,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.01414991297434576,0.03884476534296029,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.014820207057988586,0.03956678700361011,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.01552225357427048,0.04028880866425993,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.016257556664437952,0.04197352587244284,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.017027691722258997,0.04303249097472924,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.017834308769319095,0.04404332129963899,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.01867913599020783,0.0451985559566787,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.01956398343517065,0.046113116726835136,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.020490746898158482,0.04799037304452467,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.021461411978584036,0.04977135980746089,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.02247805833548725,0.05155234657039711,0
cifar100,m5_hybrid_replay,F1,A1_LiRA,0.02354286414322418,0.05270758122743682,0
