dataset,method,family,view,h_acc,h_leak,ratio,ratio_type,ratio_ci_lo,ratio_ci_hi,n_valid,n_replicates,n_leak_censored,ci_interpretation
cifar100,m0_fedavg,F1,full,0.8735735138004246,6.0,6.868340105570957,lower_bound,6.194636862247977,7.492582289430506,2000,2000,2000,interval for lower-bound statistic; not an upper bound on true ratio
