ablation,elapsed,auc,tpr_at_1pct_fpr,tpr_at_1pct_fpr_ci_lo,tpr_at_1pct_fpr_ci_hi,tpr_at_0.1pct_fpr,tpr_at_0.1pct_fpr_ci_lo,tpr_at_0.1pct_fpr_ci_hi,n_pos,n_neg
trajectory,0,0.9996091424129684,0.9962760095759754,0.9959871808804154,0.9965490426541748,0.9727920699632486,0.9720389438445041,0.9735302673724903,184211,161070
trajectory,1,0.9995630022020795,0.9957436502891048,0.9954177908810705,0.9960519141699791,0.9696182605273514,0.9687792022424906,0.9704407803025304,165165,144720
trajectory,2,0.9995250335031458,0.9954264356099218,0.9950683408473951,0.995764787875795,0.9665239551478083,0.9655922620124671,0.9674372063929249,147150,129067
trajectory,3,0.9995368337148005,0.995816515467272,0.9954491515048517,0.9961613219274363,0.9765569922295648,0.9757169118437229,0.9773755686526125,129079,112761
trajectory,4,0.999523654451728,0.9956103099603945,0.9952052750349678,0.995989306229063,0.9777386391066847,0.9768570868345917,0.9785952986162524,111853,97788
trajectory,5,0.9995476734486366,0.9958879883691913,0.995453422208074,0.9962908724507791,0.9796677841790624,0.9787359715447411,0.9805692348107278,92169,80817
trajectory,6,0.9996001494829503,0.9961418385570748,0.9956661699415077,0.9965775715367711,0.9834494417254025,0.9824999943096239,0.984360365401007,73351,64049
trajectory,7,0.9995236101904138,0.9946103205833535,0.993953732694608,0.9952124576590796,0.9797280916059007,0.9784996299487358,0.9809042310422288,53621,46283
trajectory,8,0.9998188294330113,0.9981990967777685,0.9977051686931915,0.9986098343828197,0.9909123652785858,0.9898789839826292,0.9918655504679035,36093,31047
trajectory,9,0.999934380998282,0.9997828093609166,0.999443999927711,0.9999408197916687,0.9960905684964978,0.9950792152776515,0.9969398912558933,18417,15520
last_round,0,0.9996091424129684,0.9962760095759754,0.9959871808804154,0.9965490426541748,0.9727920699632486,0.9720389438445041,0.9735302673724903,184211,161070
last_round,1,0.9995630022020795,0.9957436502891048,0.9954177908810705,0.9960519141699791,0.9696182605273514,0.9687792022424906,0.9704407803025304,165165,144720
last_round,2,0.9995250335031458,0.9954264356099218,0.9950683408473951,0.995764787875795,0.9665239551478083,0.9655922620124671,0.9674372063929249,147150,129067
last_round,3,0.9995368337148005,0.995816515467272,0.9954491515048517,0.9961613219274363,0.9765569922295648,0.9757169118437229,0.9773755686526125,129079,112761
last_round,4,0.999523654451728,0.9956103099603945,0.9952052750349678,0.995989306229063,0.9777386391066847,0.9768570868345917,0.9785952986162524,111853,97788
last_round,5,0.9995476734486366,0.9958879883691913,0.995453422208074,0.9962908724507791,0.9796677841790624,0.9787359715447411,0.9805692348107278,92169,80817
last_round,6,0.9996001494829503,0.9961418385570748,0.9956661699415077,0.9965775715367711,0.9834494417254025,0.9824999943096239,0.984360365401007,73351,64049
last_round,7,0.9995236101904138,0.9946103205833535,0.993953732694608,0.9952124576590796,0.9797280916059007,0.9784996299487358,0.9809042310422288,53621,46283
last_round,8,0.9998188294330113,0.9981990967777685,0.9977051686931915,0.9986098343828197,0.9909123652785858,0.9898789839826292,0.9918655504679035,36093,31047
last_round,9,0.999934380998282,0.9997828093609166,0.999443999927711,0.9999408197916687,0.9960905684964978,0.9950792152776515,0.9969398912558933,18417,15520
