ablation,elapsed,auc,tpr_at_1pct_fpr,tpr_at_1pct_fpr_ci_lo,tpr_at_1pct_fpr_ci_hi,tpr_at_0.1pct_fpr,tpr_at_0.1pct_fpr_ci_lo,tpr_at_0.1pct_fpr_ci_hi,n_pos,n_neg
trajectory,0,0.5595392449339958,0.029587883057414582,0.028857541784374746,0.030331604563713806,0.007274666353567375,0.006910820563631296,0.007652587997034007,204408,205092
trajectory,1,0.5702300657588039,0.03081063448050889,0.03002559146359047,0.03161051095918742,0.00707334311966509,0.006695415184253131,0.00746692979239932,183930,184620
trajectory,2,0.5703866246556354,0.029714048141649192,0.02889644544680526,0.030548376752006008,0.007238977983479967,0.006833835293008296,0.007661731621179427,163559,164041
trajectory,3,0.5710360913128423,0.027707773395231946,0.02686387504908789,0.028570860935311266,0.006136339837341617,0.0057384575764989,0.006554406711736037,143245,143405
trajectory,4,0.5677059567588341,0.02704156479217604,0.026141092354885508,0.027964482338499293,0.005623471882640587,0.005212704368100395,0.006057862109363542,122700,123000
trajectory,5,0.5660923044659626,0.0258444442270633,0.024880358929536328,0.026835556932782945,0.005536697741301222,0.005091014190231281,0.006010777050654526,102227,102523
trajectory,6,0.5655817978502412,0.02525382106073379,0.024189706933103478,0.026351762562928448,0.0059011105816809,0.005387862087242042,0.0064498389919506165,81849,81951
trajectory,7,0.5674136268055456,0.027442406839391763,0.026163314361249617,0.028766500408965202,0.006379299092866932,0.005764310465173129,0.007041700570395113,61292,61558
trajectory,8,0.5587370603311607,0.021842518140811923,0.02044591740436908,0.023307744083144375,0.0030152971170817806,0.0025066146987293672,0.0035966283292285543,40792,41108
trajectory,9,0.5557462232637222,0.0186399217221135,0.01683002209506934,0.020588501731593354,0.002446183953033268,0.0018161333448360936,0.0032237323559322025,20440,20510
last_round,0,0.5595392449339958,0.029587883057414582,0.028857541784374746,0.030331604563713806,0.007274666353567375,0.006910820563631296,0.007652587997034007,204408,205092
last_round,1,0.5358037271000482,0.019578100364269015,0.01894980191321061,0.020221604401834764,0.0035611373892241614,0.003294035435835453,0.003844068944904765,183930,184620
last_round,2,0.5337591275530289,0.020035583489749875,0.019361969979810545,0.020726284789973008,0.003809023043672314,0.0035162598328951932,0.004119584363611083,163559,164041
last_round,3,0.5348885731725239,0.01993786868651611,0.01922021402582268,0.02067504655597297,0.0039024049705050786,0.0035861229315247325,0.004239020273316374,143245,143405
last_round,4,0.5319823758125112,0.019853300733496334,0.01908006207997221,0.02064934748233203,0.003969030154849226,0.003624915149375739,0.004336903479722053,122700,123000
last_round,5,0.530671202154879,0.020708814696704395,0.01984457266061929,0.021600397439240967,0.004098721472800728,0.0037163069360531637,0.004509678149232134,102227,102523
last_round,6,0.5317562644664856,0.020097985314420457,0.019147503382098433,0.021082691996335397,0.004288384708426493,0.0038522553297994358,0.004760201646031223,81849,81951
last_round,7,0.5315342327254613,0.021307837890752464,0.02017914343694017,0.022482166932646968,0.005449324544801932,0.004881868251460651,0.006064347325281607,61292,61558
last_round,8,0.5271317541223237,0.017724063541870956,0.016465783688258646,0.019051643393080443,0.002304373406550304,0.0018625574679040778,0.0028192421846667897,40792,41108
last_round,9,0.5235577867127963,0.013943248532289627,0.012380745770967023,0.015646148374969304,0.0021037181996086105,0.001522876808725159,0.0028326600756808577,20440,20510
