ablation,elapsed,auc,tpr_at_1pct_fpr,tpr_at_1pct_fpr_ci_lo,tpr_at_1pct_fpr_ci_hi,tpr_at_0.1pct_fpr,tpr_at_0.1pct_fpr_ci_lo,tpr_at_0.1pct_fpr_ci_hi,n_pos,n_neg
trajectory,0,0.6728312362292357,0.06596741145477608,0.06489653674215135,0.06705057999435797,0.017538296419162845,0.016974431459735897,0.018115863384550825,204980,204520
trajectory,1,0.716725003972998,0.12724662024870634,0.12572938710274983,0.1287755724269489,0.06806643006149929,0.06692144768936577,0.06922500236844918,184555,183995
trajectory,2,0.7198987424690587,0.13459193874814074,0.1329438228395368,0.13625298023053428,0.07842408134402964,0.07712754869567322,0.07973553618802254,164044,163556
trajectory,3,0.7236257518921273,0.1391232146470461,0.13733533389460909,0.14092570858817793,0.08292689734089688,0.08150412651613624,0.08436656801507242,143319,143331
trajectory,4,0.726483659494906,0.14495512867452626,0.14299124498038784,0.14693577971824912,0.0881967666609713,0.08661703485915394,0.08979595909711502,122907,122793
trajectory,5,0.7257271854871838,0.1416275506718843,0.1394980451900779,0.14377736135760624,0.08359275126130786,0.0819050552801682,0.0853040591505843,102473,102277
trajectory,6,0.7299661662659055,0.1485423753612056,0.14611483928232472,0.15099479859997683,0.08865235256105441,0.08671554367793799,0.09061831365857757,82017,81783
trajectory,7,0.7329805283895039,0.14603407516100106,0.1432479771648539,0.14885370773064777,0.08282383630879596,0.08065424540808575,0.08503299300641583,61335,61515
trajectory,8,0.7388674378773,0.15796914227216224,0.15445215466454518,0.1615346070243003,0.09715553172301168,0.09430607445371555,0.10006214547568897,41027,40873
trajectory,9,0.7525111641859358,0.17895299145299146,0.1737388746449053,0.18425790550117604,0.11417055167055166,0.10985734404983982,0.11859301431872722,20592,20358
last_round,0,0.6728312362292357,0.06596741145477608,0.06489653674215135,0.06705057999435797,0.017538296419162845,0.016974431459735897,0.018115863384550825,204980,204520
last_round,1,0.6841494676391096,0.10985343122646365,0.10843019000839267,0.11128894020040343,0.06543306873289806,0.06430898385963311,0.06657082718089807,184555,183995
last_round,2,0.6836717480995912,0.11607861305503402,0.11453229075339867,0.1176385179696785,0.07308405062056521,0.07182905141584095,0.07435416257501265,164044,163556
last_round,3,0.6914132865848901,0.12315882751065804,0.12146164048902608,0.12487127626074955,0.0783427179927295,0.07695659894379248,0.0797459240900546,143319,143331
last_round,4,0.6984957572013291,0.13038313521605768,0.12850530484123232,0.13227842328665174,0.08397406168891926,0.08242926966987063,0.08553851539024775,122907,122793
last_round,5,0.7000477078430677,0.1275653098865067,0.12552842499687372,0.12962329961371608,0.0799332507099431,0.07827986106183898,0.08161046163597907,102473,102277
last_round,6,0.7059332797405732,0.13463062535815745,0.1323015019822791,0.13698562458590927,0.08423863345404002,0.08234643700938524,0.08616029775789592,82017,81783
last_round,7,0.7111593146399252,0.13542023314583843,0.13272143977992906,0.13815357089175434,0.07922067335126763,0.07709503951259096,0.08138621873610734,61335,61515
last_round,8,0.7219547525689347,0.14965754259390157,0.1462183257713534,0.15314641963696693,0.09303629317278865,0.0902421476078374,0.09588818598104314,41027,40873
last_round,9,0.7360259966452863,0.16972610722610723,0.16462147270669822,0.1749241604907791,0.10596348096348096,0.10179111496064414,0.1102474531138652,20592,20358
