dataset,method,replay_weight,lr,val_pass,final_avg_acc,last_task_acc,bwt,aia
cifar100,m1_glfc,0.5,0.1,True,0.8289166666666666,0.8099999999999999,-0.022407407407407414,0.8615607142857143
cifar100,m1_glfc,0.5,0.5,True,0.8293333333333334,0.7991666666666667,-0.009814814814814816,0.8572958333333335
cifar100,m1_glfc,1.0,0.1,True,0.8371666666666666,0.8058333333333333,-0.0064814814814814796,0.867324041005291
cifar100,m1_glfc,1.0,0.5,True,0.8386666666666667,0.7991666666666667,0.0022222222222222326,0.8652710317460318
cifar100,m1_glfc,2.0,0.1,True,0.8398333333333333,0.7975,-0.0010185185185185217,0.8688698743386244
cifar100,m1_glfc,2.0,0.5,True,0.8414999999999999,0.7958333333333334,0.005555555555555552,0.8687527116402117
