dataset,method,seed,task_k,task_T,elapsed,acc,acc_train
cifar100,m5_hybrid_replay,0,0,0,0,0.954,0.948
cifar100,m5_hybrid_replay,0,0,1,1,0.874,0.876
cifar100,m5_hybrid_replay,0,0,2,2,0.847,0.83075
cifar100,m5_hybrid_replay,0,0,3,3,0.869,0.85
cifar100,m5_hybrid_replay,0,0,4,4,0.842,0.81875
cifar100,m5_hybrid_replay,0,0,5,5,0.885,0.881
cifar100,m5_hybrid_replay,0,0,6,6,0.864,0.859
cifar100,m5_hybrid_replay,0,0,7,7,0.804,0.79425
cifar100,m5_hybrid_replay,0,0,8,8,0.815,0.81025
cifar100,m5_hybrid_replay,0,0,9,9,0.817,0.81625
cifar100,m5_hybrid_replay,0,1,1,0,0.93,0.932
cifar100,m5_hybrid_replay,0,1,2,1,0.902,0.9115
cifar100,m5_hybrid_replay,0,1,3,2,0.89,0.8975
cifar100,m5_hybrid_replay,0,1,4,3,0.9,0.90375
cifar100,m5_hybrid_replay,0,1,5,4,0.886,0.89125
cifar100,m5_hybrid_replay,0,1,6,5,0.836,0.8325
cifar100,m5_hybrid_replay,0,1,7,6,0.823,0.815
cifar100,m5_hybrid_replay,0,1,8,7,0.834,0.8285
cifar100,m5_hybrid_replay,0,1,9,8,0.818,0.8255
cifar100,m5_hybrid_replay,0,2,2,0,0.918,0.916
cifar100,m5_hybrid_replay,0,2,3,1,0.922,0.9185
cifar100,m5_hybrid_replay,0,2,4,2,0.916,0.90625
cifar100,m5_hybrid_replay,0,2,5,3,0.915,0.91475
cifar100,m5_hybrid_replay,0,2,6,4,0.885,0.87425
cifar100,m5_hybrid_replay,0,2,7,5,0.907,0.91025
cifar100,m5_hybrid_replay,0,2,8,6,0.887,0.87075
cifar100,m5_hybrid_replay,0,2,9,7,0.884,0.879
cifar100,m5_hybrid_replay,0,3,3,0,0.869,0.8805
cifar100,m5_hybrid_replay,0,3,4,1,0.892,0.91275
cifar100,m5_hybrid_replay,0,3,5,2,0.889,0.9075
cifar100,m5_hybrid_replay,0,3,6,3,0.886,0.9115
cifar100,m5_hybrid_replay,0,3,7,4,0.878,0.9015
cifar100,m5_hybrid_replay,0,3,8,5,0.878,0.90425
cifar100,m5_hybrid_replay,0,3,9,6,0.876,0.899
cifar100,m5_hybrid_replay,0,4,4,0,0.913,0.91275
cifar100,m5_hybrid_replay,0,4,5,1,0.803,0.82425
cifar100,m5_hybrid_replay,0,4,6,2,0.881,0.89275
cifar100,m5_hybrid_replay,0,4,7,3,0.885,0.896
cifar100,m5_hybrid_replay,0,4,8,4,0.88,0.89425
cifar100,m5_hybrid_replay,0,4,9,5,0.874,0.889
cifar100,m5_hybrid_replay,0,5,5,0,0.856,0.86425
cifar100,m5_hybrid_replay,0,5,6,1,0.828,0.83825
cifar100,m5_hybrid_replay,0,5,7,2,0.841,0.85025
cifar100,m5_hybrid_replay,0,5,8,3,0.847,0.8575
cifar100,m5_hybrid_replay,0,5,9,4,0.839,0.849
cifar100,m5_hybrid_replay,0,6,6,0,0.781,0.7965
cifar100,m5_hybrid_replay,0,6,7,1,0.768,0.78175
cifar100,m5_hybrid_replay,0,6,8,2,0.801,0.829
cifar100,m5_hybrid_replay,0,6,9,3,0.798,0.8255
cifar100,m5_hybrid_replay,0,7,7,0,0.898,0.893
cifar100,m5_hybrid_replay,0,7,8,1,0.872,0.86625
cifar100,m5_hybrid_replay,0,7,9,2,0.836,0.83
cifar100,m5_hybrid_replay,0,8,8,0,0.813,0.81575
cifar100,m5_hybrid_replay,0,8,9,1,0.805,0.815
cifar100,m5_hybrid_replay,0,9,9,0,0.868,0.8935
cifar100,m5_hybrid_replay,1,0,0,0,0.968,0.965
cifar100,m5_hybrid_replay,1,0,1,1,0.949,0.94575
cifar100,m5_hybrid_replay,1,0,2,2,0.916,0.91175
cifar100,m5_hybrid_replay,1,0,3,3,0.953,0.946
cifar100,m5_hybrid_replay,1,0,4,4,0.943,0.93325
cifar100,m5_hybrid_replay,1,0,5,5,0.875,0.87025
cifar100,m5_hybrid_replay,1,0,6,6,0.902,0.89325
cifar100,m5_hybrid_replay,1,0,7,7,0.909,0.8995
cifar100,m5_hybrid_replay,1,0,8,8,0.894,0.90075
cifar100,m5_hybrid_replay,1,0,9,9,0.901,0.904
cifar100,m5_hybrid_replay,1,1,1,0,0.924,0.933
cifar100,m5_hybrid_replay,1,1,2,1,0.888,0.88975
cifar100,m5_hybrid_replay,1,1,3,2,0.825,0.829
cifar100,m5_hybrid_replay,1,1,4,3,0.863,0.86625
cifar100,m5_hybrid_replay,1,1,5,4,0.874,0.8765
cifar100,m5_hybrid_replay,1,1,6,5,0.868,0.8725
cifar100,m5_hybrid_replay,1,1,7,6,0.887,0.894
cifar100,m5_hybrid_replay,1,1,8,7,0.882,0.888
cifar100,m5_hybrid_replay,1,1,9,8,0.873,0.8685
cifar100,m5_hybrid_replay,1,2,2,0,0.857,0.88
cifar100,m5_hybrid_replay,1,2,3,1,0.799,0.818
cifar100,m5_hybrid_replay,1,2,4,2,0.836,0.84825
cifar100,m5_hybrid_replay,1,2,5,3,0.842,0.85775
cifar100,m5_hybrid_replay,1,2,6,4,0.842,0.8545
cifar100,m5_hybrid_replay,1,2,7,5,0.788,0.8015
cifar100,m5_hybrid_replay,1,2,8,6,0.818,0.83325
cifar100,m5_hybrid_replay,1,2,9,7,0.776,0.79525
cifar100,m5_hybrid_replay,1,3,3,0,0.904,0.9085
cifar100,m5_hybrid_replay,1,3,4,1,0.86,0.86375
cifar100,m5_hybrid_replay,1,3,5,2,0.871,0.88075
cifar100,m5_hybrid_replay,1,3,6,3,0.875,0.8845
cifar100,m5_hybrid_replay,1,3,7,4,0.869,0.87525
cifar100,m5_hybrid_replay,1,3,8,5,0.869,0.87
cifar100,m5_hybrid_replay,1,3,9,6,0.875,0.882
cifar100,m5_hybrid_replay,1,4,4,0,0.9,0.88925
cifar100,m5_hybrid_replay,1,4,5,1,0.886,0.881
cifar100,m5_hybrid_replay,1,4,6,2,0.864,0.85475
cifar100,m5_hybrid_replay,1,4,7,3,0.787,0.78425
cifar100,m5_hybrid_replay,1,4,8,4,0.855,0.85
