dataset,method,family,view,ablation,elapsed,auc,auc_ci_lo,auc_ci_hi,tpr1,tpr1_ci_lo,tpr1_ci_hi,tpr01,tpr01_ci_lo,tpr01_ci_hi,n_seeds,n_shadows
cifar100,m1_glfc,F1,full,trajectory,0,0.560898565648009,0.55256488482556,0.5700404598204596,0.030235363150345546,0.024975430487241598,0.036079868717535324,0.008394184378667362,0.005388451434151706,0.012379898568876693,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,trajectory,1,0.5723990053084308,0.5642578972051019,0.5815093897064223,0.034000521580388576,0.02878172314204003,0.04189705149366498,0.00899726170295997,0.005872630878799662,0.013521806990847911,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,trajectory,2,0.5800123422804799,0.5720349382106066,0.5888014583506861,0.037455991654713784,0.031874466667304355,0.04510544457823324,0.01157256487156083,0.007485049265840409,0.01678277376089554,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,trajectory,3,0.5874931618613835,0.5787075821082606,0.5966227642900257,0.04226431086191159,0.03591743409919024,0.049006693300755334,0.013789281523014734,0.00927389339271001,0.019588744462243648,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,trajectory,4,0.5938646057268355,0.5846887754215979,0.603313006117159,0.046567349067675054,0.04019106415087381,0.05311487888790347,0.015843004303038206,0.011046723334461073,0.021837366959084566,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,trajectory,5,0.5986507557263939,0.5893454452065827,0.6081855616934743,0.05008801669057243,0.04318202204417946,0.05806403082671473,0.017733733211631242,0.012695518187159404,0.02354315380042544,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,trajectory,6,0.602965945499655,0.5938356599779734,0.6126177496680286,0.05285891250488982,0.04526300316866993,0.06165783283835772,0.0193310731516495,0.014023349589387635,0.025622300864235403,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,0,0.560898565648009,0.55256488482556,0.5700404598204596,0.030235363150345546,0.024975430487241598,0.036079868717535324,0.008394184378667362,0.005388451434151706,0.012379898568876693,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,1,0.5723026594533552,0.5644371590882303,0.581149948057396,0.0350599817446864,0.0295155892662018,0.04171504814023617,0.009681835962967792,0.006485794027935597,0.014426434521293724,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,2,0.5820116635292426,0.5738648101856499,0.5904384118623097,0.03962381014473856,0.0339865850930683,0.04599106197849201,0.01295801277871952,0.008560178655904074,0.018513751018023855,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,3,0.5906641451272219,0.5810314771339827,0.6004172673535542,0.04591537358195332,0.039536675489284946,0.052762651968427575,0.015663711044464727,0.011143210302553531,0.0209369018195603,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,4,0.5973801068183912,0.5878524651851162,0.6073317568414119,0.05145716521058808,0.044037031423631696,0.059230496201423066,0.01866279827878472,0.01322981769344594,0.02429087234381646,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,5,0.6012252818397973,0.5911790361055076,0.6115681539289207,0.05445625244490807,0.04638641677251266,0.0632366782836403,0.020651323510236016,0.015169722195233161,0.02730298241037168,3,"n/a (per-seed, see a1_lira_pertask_*)"
cifar100,m1_glfc,F1,full,last_round,6,0.606307530057542,0.5969193051159642,0.6165484989283371,0.057634632937801536,0.04944057231526651,0.066513945167544,0.022998435258834268,0.0168146606229252,0.029962108140691678,3,"n/a (per-seed, see a1_lira_pertask_*)"
