dataset,method,family,elapsed,auc,auc_ci_lo,auc_ci_hi,tpr1,tpr1_ci_lo,tpr1_ci_hi,tpr01,tpr01_ci_lo,tpr01_ci_hi,n_seeds,n_shadows,view,identical_by_construction
cifar100,m2_target,F1,0,0.5749784663890651,0.5680140779965703,0.5823829260551957,0.03169317240371026,0.026555046104682622,0.03766651048324312,0.007813642196916779,0.004631072170327602,0.012630954123036964,3,"n/a (per-seed, see a1_lira_pertask_*)",global,True
cifar100,m2_target,F1,1,0.5937099120111584,0.5867147901601568,0.6015912280864594,0.036322877239721246,0.030226129735115695,0.04297902785646976,0.008853295212722753,0.005913120173402181,0.013626089308769122,3,"n/a (per-seed, see a1_lira_pertask_*)",full,
cifar100,m2_target,F1,1,0.5937099120111584,0.5867147901601568,0.6015912280864594,0.036322877239721246,0.030226129735115695,0.04297902785646976,0.008853295212722753,0.005913120173402181,0.013626089308769122,3,"n/a (per-seed, see a1_lira_pertask_*)",aggregate,True
cifar100,m2_target,F1,1,0.5937099120111584,0.5867147901601568,0.6015912280864594,0.036322877239721246,0.030226129735115695,0.04297902785646976,0.008853295212722753,0.005913120173402181,0.013626089308769122,3,"n/a (per-seed, see a1_lira_pertask_*)",global,True
cifar100,m2_target,F1,2,0.6054306644204225,0.5982259796511621,0.6132224033072272,0.03939310255202326,0.0328634154856084,0.04543006965369514,0.009438100034113614,0.006536015784667378,0.013824356446604404,3,"n/a (per-seed, see a1_lira_pertask_*)",full,
cifar100,m2_target,F1,2,0.6054306644204225,0.5982259796511621,0.6132224033072272,0.03939310255202326,0.0328634154856084,0.04543006965369514,0.009438100034113614,0.006536015784667378,0.013824356446604404,3,"n/a (per-seed, see a1_lira_pertask_*)",aggregate,True
cifar100,m2_target,F1,2,0.6054306644204225,0.5982259796511621,0.6132224033072272,0.03939310255202326,0.0328634154856084,0.04543006965369514,0.009438100034113614,0.006536015784667378,0.013824356446604404,3,"n/a (per-seed, see a1_lira_pertask_*)",global,True
cifar100,m2_target,F1,3,0.6129634484039299,0.6061157635285769,0.620329298416257,0.039669260384346726,0.03322011376266257,0.046982050759745264,0.009990415698760538,0.006519857768952366,0.013622340349438114,3,"n/a (per-seed, see a1_lira_pertask_*)",full,
cifar100,m2_target,F1,3,0.6129634484039299,0.6061157635285769,0.620329298416257,0.039669260384346726,0.03322011376266257,0.046982050759745264,0.009990415698760538,0.006519857768952366,0.013622340349438114,3,"n/a (per-seed, see a1_lira_pertask_*)",aggregate,True
cifar100,m2_target,F1,3,0.6129634484039299,0.6061157635285769,0.620329298416257,0.039669260384346726,0.03322011376266257,0.046982050759745264,0.009990415698760538,0.006519857768952366,0.013622340349438114,3,"n/a (per-seed, see a1_lira_pertask_*)",global,True
cifar100,m2_target,F1,4,0.6188049772120102,0.6120410747817561,0.6262104513662418,0.041244984486427654,0.0352088672660462,0.047868743302552266,0.009373121720625741,0.00619441873273078,0.013277845173476823,3,"n/a (per-seed, see a1_lira_pertask_*)",full,
cifar100,m2_target,F1,4,0.6188049772120102,0.6120410747817561,0.6262104513662418,0.041244984486427654,0.0352088672660462,0.047868743302552266,0.009373121720625741,0.00619441873273078,0.013277845173476823,3,"n/a (per-seed, see a1_lira_pertask_*)",aggregate,True
cifar100,m2_target,F1,4,0.6188049772120102,0.6120410747817561,0.6262104513662418,0.041244984486427654,0.0352088672660462,0.047868743302552266,0.009373121720625741,0.00619441873273078,0.013277845173476823,3,"n/a (per-seed, see a1_lira_pertask_*)",global,True
cifar100,m2_target,F1,5,0.6236645131802949,0.6168493136695103,0.6310169100888366,0.042317126658977564,0.035288688703978145,0.04923833110048355,0.009470589190857552,0.006212177057443948,0.013330685185743771,3,"n/a (per-seed, see a1_lira_pertask_*)",full,
cifar100,m2_target,F1,5,0.6236645131802949,0.6168493136695103,0.6310169100888366,0.042317126658977564,0.035288688703978145,0.04923833110048355,0.009470589190857552,0.006212177057443948,0.013330685185743771,3,"n/a (per-seed, see a1_lira_pertask_*)",aggregate,True
cifar100,m2_target,F1,5,0.6236645131802949,0.6168493136695103,0.6310169100888366,0.042317126658977564,0.035288688703978145,0.04923833110048355,0.009470589190857552,0.006212177057443948,0.013330685185743771,3,"n/a (per-seed, see a1_lira_pertask_*)",global,True
cifar100,m2_target,F1,6,0.6286540028672308,0.6220099926567261,0.6356873612769046,0.04202472424828214,0.035441321456213065,0.049201888849980585,0.010152861482480222,0.0064207062562414265,0.013644171739563473,3,"n/a (per-seed, see a1_lira_pertask_*)",full,
cifar100,m2_target,F1,6,0.6286540028672308,0.6220099926567261,0.6356873612769046,0.04202472424828214,0.035441321456213065,0.049201888849980585,0.010152861482480222,0.0064207062562414265,0.013644171739563473,3,"n/a (per-seed, see a1_lira_pertask_*)",aggregate,True
cifar100,m2_target,F1,6,0.6286540028672308,0.6220099926567261,0.6356873612769046,0.04202472424828214,0.035441321456213065,0.049201888849980585,0.010152861482480222,0.0064207062562414265,0.013644171739563473,3,"n/a (per-seed, see a1_lira_pertask_*)",global,True
cifar100,m3_fot,F1,0,0.5702032172578567,0.5619960505649524,0.5793909348537902,0.028893392784758817,0.02408747047989648,0.033841629643030426,0.005301986218078638,0.0038909634506877205,0.0067697636909376385,3,"n/a (per-seed, see a1_lira_pertask_*)",full,
cifar100,m3_fot,F1,0,0.5702032172578567,0.5619960505649524,0.5793909348537902,0.028893392784758817,0.02408747047989648,0.033841629643030426,0.005301986218078638,0.0038909634506877205,0.0067697636909376385,3,"n/a (per-seed, see a1_lira_pertask_*)",aggregate,True
cifar100,m3_fot,F1,0,0.5702032172578567,0.5619960505649524,0.5793909348537902,0.028893392784758817,0.02408747047989648,0.033841629643030426,0.005301986218078638,0.0038909634506877205,0.0067697636909376385,3,"n/a (per-seed, see a1_lira_pertask_*)",global,True
cifar100,m3_fot,F1,1,0.5850405639149369,0.5773102091807268,0.5941056837753357,0.03161734900689096,0.026714933222179906,0.03736370774316157,0.006031617349006891,0.0037789849214348776,0.008008179594282124,3,"n/a (per-seed, see a1_lira_pertask_*)",full,
cifar100,m3_fot,F1,1,0.5850405639149369,0.5773102091807268,0.5941056837753357,0.03161734900689096,0.026714933222179906,0.03736370774316157,0.006031617349006891,0.0037789849214348776,0.008008179594282124,3,"n/a (per-seed, see a1_lira_pertask_*)",aggregate,True
cifar100,m3_fot,F1,1,0.5850405639149369,0.5773102091807268,0.5941056837753357,0.03161734900689096,0.026714933222179906,0.03736370774316157,0.006031617349006891,0.0037789849214348776,0.008008179594282124,3,"n/a (per-seed, see a1_lira_pertask_*)",global,True
cifar100,m3_fot,F1,2,0.5925930346121184,0.584013340692389,0.6024981026449154,0.03411430887717876,0.02782934834269258,0.04105304520153122,0.006988244831779489,0.004678968513929484,0.009600586875226096,3,"n/a (per-seed, see a1_lira_pertask_*)",full,
cifar100,m3_fot,F1,2,0.5925930346121184,0.584013340692389,0.6024981026449154,0.03411430887717876,0.02782934834269258,0.04105304520153122,0.006988244831779489,0.004678968513929484,0.009600586875226096,3,"n/a (per-seed, see a1_lira_pertask_*)",aggregate,True
cifar100,m3_fot,F1,2,0.5925930346121184,0.584013340692389,0.6024981026449154,0.03411430887717876,0.02782934834269258,0.04105304520153122,0.006988244831779489,0.004678968513929484,0.009600586875226096,3,"n/a (per-seed, see a1_lira_pertask_*)",global,True
cifar100,m3_fot,F1,3,0.5965763971583483,0.5879015308782293,0.6065534802521413,0.03578435346574787,0.03010964239132035,0.0434172792250481,0.008074584515606,0.0052645299396132765,0.010159819866473024,3,"n/a (per-seed, see a1_lira_pertask_*)",full,
cifar100,m3_fot,F1,3,0.5965763971583483,0.5879015308782293,0.6065534802521413,0.03578435346574787,0.03010964239132035,0.0434172792250481,0.008074584515606,0.0052645299396132765,0.010159819866473024,3,"n/a (per-seed, see a1_lira_pertask_*)",aggregate,True
cifar100,m3_fot,F1,3,0.5965763971583483,0.5879015308782293,0.6065534802521413,0.03578435346574787,0.03010964239132035,0.0434172792250481,0.008074584515606,0.0052645299396132765,0.010159819866473024,3,"n/a (per-seed, see a1_lira_pertask_*)",global,True
cifar100,m3_fot,F1,4,0.5995048095273426,0.5905306275632385,0.6096053293808908,0.036513984596676125,0.030370562530817612,0.04225405716041798,0.007831374138629915,0.0054401303030354,0.010433706205537545,3,"n/a (per-seed, see a1_lira_pertask_*)",full,
cifar100,m3_fot,F1,4,0.5995048095273426,0.5905306275632385,0.6096053293808908,0.036513984596676125,0.030370562530817612,0.04225405716041798,0.007831374138629915,0.0054401303030354,0.010433706205537545,3,"n/a (per-seed, see a1_lira_pertask_*)",aggregate,True
